YEAR Code,YEAR,AREA Code,AREA,/ITEMS,A1101_Total population (Both sexes)[person],Annotation,A1303_Total population (65 and over)[person],Annotation,A4101_Number of live births[person],Annotation,A4200_Number of deaths[person],Annotation,A5103_Number of in-migrants from other municipalities[person],Annotation,A5104_Number of out-migrants to other municipalities[person],Annotation,B1102_Total land area (Incl. the northern territories and Takeshima)[ha],Annotation,B1103_Inhabitable area[ha],Annotation,"C210710_Number of establishments (Electricity, gas, heat supply and water)[number of establishments]",Annotation,C210712_Number of establishments (Transport and postal activities)[number of establishments],Annotation,C210713_Number of establishments (Wholesale and retail trade)[number of establishments],Annotation,C3109_Area of abandoned cropland[ha],Annotation,D320303_Total welfare expenditure (Municipality)[thousand yen],Annotation,E1101_Number of kindergartens[number of kindergartens],Annotation,E2101_Number of elementary schools[number of schools],Annotation,E3101_Number of lower secondary schools[number of schools],Annotation,E4101_Number of upper secondary schools[number of schools],Annotation,F1102_(Population census) Number of employed persons[person],Annotation,"I1101_Life expectancy (0 years old, Male)[years]",Annotation,"I1102_Life expectancy (0 years old, Female)[years]",Annotation,I5101_Number of hospitals[number of hospitals],Annotation,I5102_Number of general clinics[number of clinics],Annotation,I5103_Number of dental clinics[number of clinics],Annotation,J2301_Number of welfare institutions for the aged (Questionnaire about details)[number of establishments],Annotation,K4201_Number of recognitions of criminal offenses[number of cases],Annotation
1990100000,1990,12226,Chiba-ken Futtsu-shi,,"54,876",,"8,223",,***,,493,,***,,***,,***,,"7,941",,***,,***,,***,,***,,***,,3,,13,,5,,3,,"28,232",,***,,***,,***,,23,,***,,***,,524,
1990100000,1990,12227,Chiba-ken Urayasu-shi,,"115,675",,"5,026",,***,,306,,***,,***,,***,,"1,730",,***,,***,,***,,***,,***,,16,,12,,7,,4,,"59,057",,***,,***,,***,,46,,***,,***,,"2,416",
1990100000,1990,12228,Chiba-ken Yotsukaido-shi,,"72,157",,"5,627",,***,,345,,***,,***,,***,,"2,796",,***,,***,,***,,***,,***,,9,,11,,5,,4,,"34,438",,***,,***,,***,,31,,***,,***,,968,
1990100000,1990,12229,Chiba-ken Sodegaura-shi,,"52,818",,"5,096",,***,,274,,***,,***,,***,,"7,372",,***,,***,,***,,***,,***,,4,,8,,5,,1,,"25,905",,***,,***,,***,,26,,***,,***,,894,
1990100000,1990,12230,Chiba-ken Yachimata-shi,,"50,036",,"5,097",,***,,281,,***,,***,,***,,"6,269",,***,,***,,***,,***,,***,,5,,8,,3,,2,,"25,592",,***,,***,,***,,13,,***,,***,,451,
1990100000,1990,12231,Chiba-ken Inzai-shi,,"55,131",,"5,882",,***,,333,,***,,***,,***,,"9,606",,***,,***,,***,,***,,***,,8,,14,,7,,1,,"25,122",,***,,***,,***,,20,,***,,***,,608,
1990100000,1990,12232,Chiba-ken Shiroi-shi,,"37,082",,"2,330",,***,,148,,***,,***,,***,,"2,929",,***,,***,,***,,***,,***,,5,,9,,4,,1,,"17,738",,***,,***,,***,,10,,***,,***,,609,
1990100000,1990,12233,Chiba-ken Tomisato-shi,,"42,852",,"3,376",,***,,196,,***,,***,,***,,"4,646",,***,,***,,***,,***,,***,,6,,7,,3,,1,,"21,209",,***,,***,,***,,7,,***,,***,,215,
1990100000,1990,12234,Chiba-ken Minamiboso-shi,,"51,228",,"11,236",,***,,587,,***,,***,,***,,"10,290",,***,,***,,***,,***,,***,,16,,17,,7,,1,,"27,471",,***,,***,,***,,16,,***,,***,,393,
1990100000,1990,12235,Chiba-ken Sosa-shi,,"42,261",,"7,295",,***,,439,,***,,***,,***,,"8,635",,***,,***,,***,,***,,***,,4,,13,,3,,2,,"22,057",,***,,***,,***,,31,,***,,***,,373,
1990100000,1990,12236,Chiba-ken Katori-shi,,"93,275",,"14,400",,***,,776,,***,,***,,***,,"20,733",,***,,***,,***,,***,,***,,6,,28,,9,,4,,"47,922",,***,,***,,***,,51,,***,,***,,"1,230",
1990100000,1990,12237,Chiba-ken Sammu-shi,,"50,692",,"7,954",,***,,468,,***,,***,,***,,"10,027",,***,,***,,***,,***,,***,,8,,12,,5,,2,,"26,200",,***,,***,,***,,20,,***,,***,,501,
1990100000,1990,12238,Chiba-ken Isumi-shi,,"43,431",,"8,342",,***,,469,,***,,***,,***,,"8,953",,***,,***,,***,,***,,***,,1,,11,,3,,2,,"21,506",,***,,***,,***,,19,,***,,***,,470,
1990100000,1990,12239,Chiba-ken Oamishirasato-shi,,"33,833",,"4,701",,***,,275,,***,,***,,***,,"4,681",,***,,***,,***,,***,,***,,4,,5,,3,,2,,"16,094",,***,,***,,***,,18,,***,,***,,402,
1990100000,1990,12322,Chiba-ken Shisui-machi,,"19,298",,"1,583",,***,,88,,***,,***,,***,,"1,422",,***,,***,,***,,***,,***,,2,,2,,1,,1,,"8,934",,***,,***,,***,,7,,***,,***,,252,
1990100000,1990,12329,Chiba-ken Sakae-machi,,"22,493",,"2,227",,***,,115,,***,,***,,***,,"2,876",,***,,***,,***,,***,,***,,2,,7,,2,,0,,"9,672",,***,,***,,***,,5,,***,,***,,70,
1990100000,1990,12342,Chiba-ken Kozaki-machi,,"5,620",,889,,***,,52,,***,,***,,***,,"1,528",,***,,***,,***,,***,,***,,0,,2,,1,,0,,"3,017",,***,,***,,***,,2,,***,,***,,44,
1990100000,1990,12347,Chiba-ken Tako-machi,,"17,683",,"3,299",,***,,152,,***,,***,,***,,"5,384",,***,,***,,***,,***,,***,,4,,8,,1,,1,,"9,825",,***,,***,,***,,4,,***,,***,,135,
1990100000,1990,12349,Chiba-ken Tonosho-machi,,"17,988",,"2,601",,***,,150,,***,,***,,***,,"3,899",,***,,***,,***,,***,,***,,5,,5,,1,,0,,"9,076",,***,,***,,***,,3,,***,,***,,113,
1990100000,1990,12403,Chiba-ken Kujukuri-machi,,"19,300",,"3,252",,***,,201,,***,,***,,***,,"2,259",,***,,***,,***,,***,,***,,3,,3,,1,,1,,"9,618",,***,,***,,***,,8,,***,,***,,262,
1990100000,1990,12409,Chiba-ken Shibayama-machi,,"8,347",,"1,389",,***,,89,,***,,***,,***,,"3,122",,***,,***,,***,,***,,***,,1,,3,,1,,0,,"4,706",,***,,***,,***,,3,,***,,***,,58,
1990100000,1990,12410,Chiba-ken Yokoshibahikari-machi,,"26,430",,"4,348",,***,,199,,***,,***,,***,,"5,594",,***,,***,,***,,***,,***,,2,,7,,2,,1,,"13,599",,***,,***,,***,,12,,***,,***,,209,
1990100000,1990,12421,Chiba-ken Ichinomiya-machi,,"11,135",,"1,901",,***,,103,,***,,***,,***,,"1,660",,***,,***,,***,,***,,***,,0,,2,,1,,1,,"5,699",,***,,***,,***,,10,,***,,***,,232,
1990100000,1990,12422,Chiba-ken Mutsuzawa-machi,,"7,956",,"1,438",,***,,60,,***,,***,,***,,"2,080",,***,,***,,***,,***,,***,,1,,2,,1,,0,,"4,024",,***,,***,,***,,1,,***,,***,,75,
1990100000,1990,12423,Chiba-ken Chosei-mura,,"11,155",,"1,853",,***,,99,,***,,***,,***,,"2,628",,***,,***,,***,,***,,***,,0,,3,,1,,0,,"5,624",,***,,***,,***,,4,,***,,***,,132,
1990100000,1990,12424,Chiba-ken Shirako-machi,,"12,230",,"2,121",,***,,117,,***,,***,,***,,"2,502",,***,,***,,***,,***,,***,,0,,3,,1,,0,,"6,170",,***,,***,,***,,5,,***,,***,,153,
1990100000,1990,12426,Chiba-ken Nagara-machi,,"8,285",,"1,460",,***,,88,,***,,***,,***,,"2,396",,***,,***,,***,,***,,***,,1,,3,,2,,0,,"4,012",,***,,***,,***,,2,,***,,***,,73,
1990100000,1990,12427,Chiba-ken Chonan-machi,,"11,482",,"2,245",,***,,125,,***,,***,,***,,"3,166",,***,,***,,***,,***,,***,,2,,4,,1,,1,,"5,662",,***,,***,,***,,6,,***,,***,,90,
1990100000,1990,12441,Chiba-ken Otaki-machi,,"13,218",,"2,765",,***,,136,,***,,***,,***,,"4,012",,***,,***,,***,,***,,***,,0,,8,,2,,2,,"6,440",,***,,***,,***,,4,,***,,***,,117,
1990100000,1990,12443,Chiba-ken Onjuku-machi,,"7,939",,"1,616",,***,,80,,***,,***,,***,,"1,038",,***,,***,,***,,***,,***,,0,,3,,1,,1,,"3,788",,***,,***,,***,,4,,***,,***,,108,
1990100000,1990,12463,Chiba-ken Kyonan-machi,,"11,696",,"2,498",,***,,119,,***,,***,,***,,"1,817",,***,,***,,***,,***,,***,,3,,3,,2,,0,,"5,994",,***,,***,,***,,3,,***,,***,,162,
1990100000,1990,13101,Tokyo-to Chiyoda-ku,,"39,472",,"6,542",,***,,354,,***,,***,,***,,"1,165",,***,,***,,***,,***,,***,,19,,17,,19,,22,,"23,143",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13102,Tokyo-to Chuo-ku,,"68,041",,"10,427",,***,,638,,***,,***,,***,,"1,015",,***,,***,,***,,***,,***,,19,,18,,5,,7,,"40,130",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13103,Tokyo-to Minato-ku,,"158,499",,"21,465",,***,,"1,132",,***,,***,,***,,"2,028",,***,,***,,***,,***,,***,,50,,28,,24,,22,,"88,093",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13104,Tokyo-to Shinjuku-ku,,"296,790",,"36,776",,***,,"1,896",,***,,***,,***,,"1,823",,***,,***,,***,,***,,***,,50,,36,,23,,12,,"161,692",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13105,Tokyo-to Bunkyo-ku,,"181,269",,"25,004",,***,,"1,340",,***,,***,,***,,"1,131",,***,,***,,***,,***,,***,,37,,25,,30,,29,,"97,668",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13106,Tokyo-to Taito-ku,,"162,969",,"25,825",,***,,"1,583",,***,,***,,***,,"1,008",,***,,***,,***,,***,,***,,37,,26,,12,,8,,"97,025",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13107,Tokyo-to Sumida-ku,,"222,944",,"29,019",,***,,"1,787",,***,,***,,***,,"1,375",,***,,***,,***,,***,,***,,20,,32,,15,,9,,"130,893",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13108,Tokyo-to Koto-ku,,"385,159",,"36,060",,***,,"2,350",,***,,***,,***,,"3,910",,***,,***,,***,,***,,***,,43,,48,,24,,9,,"214,997",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13109,Tokyo-to Shinagawa-ku,,"344,611",,"40,050",,***,,"2,239",,***,,***,,***,,"2,269",,***,,***,,***,,***,,***,,39,,42,,26,,15,,"189,623",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13110,Tokyo-to Meguro-ku,,"251,222",,"30,888",,***,,"1,631",,***,,***,,***,,"1,470",,***,,***,,***,,***,,***,,35,,24,,17,,15,,"135,915",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13111,Tokyo-to Ota-ku,,"647,914",,"74,844",,***,,"4,195",,***,,***,,***,,"5,629",,***,,***,,***,,***,,***,,63,,65,,34,,14,,"360,390",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13112,Tokyo-to Setagaya-ku,,"789,051",,"87,032",,***,,"4,538",,***,,***,,***,,"5,808",,***,,***,,***,,***,,***,,79,,72,,54,,39,,"416,885",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13113,Tokyo-to Shibuya-ku,,"205,625",,"25,454",,***,,"1,358",,***,,***,,***,,"1,511",,***,,***,,***,,***,,***,,34,,25,,13,,13,,"112,458",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13114,Tokyo-to Nakano-ku,,"319,687",,"37,780",,***,,"2,021",,***,,***,,***,,"1,559",,***,,***,,***,,***,,***,,32,,30,,18,,13,,"170,564",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13115,Tokyo-to Suginami-ku,,"529,485",,"61,993",,***,,"3,250",,***,,***,,***,,"3,402",,***,,***,,***,,***,,***,,57,,47,,33,,20,,"282,257",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13116,Tokyo-to Toshima-ku,,"261,870",,"32,729",,***,,"1,851",,***,,***,,***,,"1,301",,***,,***,,***,,***,,***,,27,,31,,22,,16,,"143,850",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13117,Tokyo-to Kita-ku,,"354,647",,"44,758",,***,,"2,520",,***,,***,,***,,"2,059",,***,,***,,***,,***,,***,,42,,48,,29,,16,,"189,514",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13118,Tokyo-to Arakawa-ku,,"184,809",,"25,240",,***,,"1,492",,***,,***,,***,,"1,020",,***,,***,,***,,***,,***,,16,,26,,16,,4,,"105,760",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13119,Tokyo-to Itabashi-ku,,"518,943",,"51,481",,***,,"2,929",,***,,***,,***,,"3,217",,***,,***,,***,,***,,***,,41,,58,,30,,14,,"278,297",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13120,Tokyo-to Nerima-ku,,"618,663",,"58,412",,***,,"3,183",,***,,***,,***,,"4,816",,***,,***,,***,,***,,***,,51,,71,,39,,15,,"320,247",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13121,Tokyo-to Adachi-ku,,"631,163",,"58,450",,***,,"3,850",,***,,***,,***,,"5,315",,***,,***,,***,,***,,***,,69,,80,,41,,11,,"342,468",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13122,Tokyo-to Katsushika-ku,,"424,801",,"45,083",,***,,"2,718",,***,,***,,***,,"3,479",,***,,***,,***,,***,,***,,41,,55,,26,,8,,"235,020",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13123,Tokyo-to Edogawa-ku,,"565,939",,"45,195",,***,,"2,959",,***,,***,,***,,"4,975",,***,,***,,***,,***,,***,,50,,71,,36,,10,,"309,514",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13201,Tokyo-to Hachioji-shi,,"466,347",,"42,899",,***,,"2,467",,***,,***,,***,,"9,777",,***,,***,,***,,***,,***,,38,,64,,38,,19,,"224,415",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13202,Tokyo-to Tachikawa-shi,,"152,824",,"14,197",,***,,859,,***,,***,,***,,"2,435",,***,,***,,***,,***,,***,,14,,21,,10,,5,,"77,269",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13203,Tokyo-to Musashino-shi,,"139,077",,"15,672",,***,,794,,***,,***,,***,,"1,072",,***,,***,,***,,***,,***,,16,,16,,11,,7,,"71,988",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13204,Tokyo-to Mitaka-shi,,"165,564",,"17,187",,***,,903,,***,,***,,***,,"1,623",,***,,***,,***,,***,,***,,22,,16,,9,,3,,"86,254",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13205,Tokyo-to Ome-shi,,"125,960",,"13,564",,***,,811,,***,,***,,***,,"3,746",,***,,***,,***,,***,,***,,6,,18,,10,,3,,"63,062",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13206,Tokyo-to Fuchu-shi,,"209,396",,"18,415",,***,,989,,***,,***,,***,,"2,913",,***,,***,,***,,***,,***,,21,,24,,12,,6,,"107,973",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13207,Tokyo-to Akishima-shi,,"105,372",,"9,531",,***,,538,,***,,***,,***,,"1,715",,***,,***,,***,,***,,***,,9,,16,,7,,3,,"53,371",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13208,Tokyo-to Chofu-shi,,"197,677",,"17,020",,***,,908,,***,,***,,***,,"2,133",,***,,***,,***,,***,,***,,20,,23,,10,,5,,"101,295",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13209,Tokyo-to Machida-shi,,"349,050",,"28,687",,***,,"1,567",,***,,***,,***,,"5,420",,***,,***,,***,,***,,***,,43,,45,,24,,12,,"164,436",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13210,Tokyo-to Koganei-shi,,"105,899",,"10,405",,***,,533,,***,,***,,***,,"1,118",,***,,***,,***,,***,,***,,11,,10,,7,,4,,"53,290",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13211,Tokyo-to Kodaira-shi,,"164,013",,"14,590",,***,,791,,***,,***,,***,,"2,016",,***,,***,,***,,***,,***,,17,,22,,10,,7,,"80,580",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13212,Tokyo-to Hino-shi,,"165,928",,"13,044",,***,,676,,***,,***,,***,,"2,565",,***,,***,,***,,***,,***,,18,,20,,8,,3,,"82,449",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13213,Tokyo-to Higashimurayama-shi,,"134,002",,"13,705",,***,,751,,***,,***,,***,,"1,648",,***,,***,,***,,***,,***,,12,,15,,9,,5,,"65,631",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13214,Tokyo-to Kokubunji-shi,,"100,982",,"9,313",,***,,452,,***,,***,,***,,"1,122",,***,,***,,***,,***,,***,,8,,10,,5,,1,,"51,085",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13215,Tokyo-to Kunitachi-shi,,"65,833",,"6,029",,***,,300,,***,,***,,***,,808,,***,,***,,***,,***,,***,,9,,11,,5,,4,,"32,900",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13218,Tokyo-to Fussa-shi,,"58,062",,"4,561",,***,,265,,***,,***,,***,,"1,014",,***,,***,,***,,***,,***,,4,,7,,3,,2,,"29,945",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13219,Tokyo-to Komae-shi,,"74,189",,"6,721",,***,,351,,***,,***,,***,,639,,***,,***,,***,,***,,***,,6,,8,,4,,1,,"38,267",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13220,Tokyo-to Higashiyamato-shi,,"75,132",,"5,602",,***,,322,,***,,***,,***,,"1,135",,***,,***,,***,,***,,***,,3,,10,,5,,2,,"37,820",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13221,Tokyo-to Kiyose-shi,,"67,539",,"6,756",,***,,424,,***,,***,,***,,984,,***,,***,,***,,***,,***,,10,,11,,6,,3,,"33,486",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13222,Tokyo-to Higashikurume-shi,,"113,818",,"8,182",,***,,463,,***,,***,,***,,"1,268",,***,,***,,***,,***,,***,,15,,17,,9,,3,,"56,590",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13223,Tokyo-to Musashimurayama-shi,,"65,562",,"4,712",,***,,353,,***,,***,,***,,"1,359",,***,,***,,***,,***,,***,,4,,10,,5,,2,,"33,262",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13224,Tokyo-to Tama-shi,,"144,489",,"8,214",,***,,500,,***,,***,,***,,"1,894",,***,,***,,***,,***,,***,,14,,25,,13,,5,,"67,998",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13225,Tokyo-to Inagi-shi,,"58,635",,"3,868",,***,,247,,***,,***,,***,,"1,287",,***,,***,,***,,***,,***,,7,,9,,6,,2,,"29,847",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13227,Tokyo-to Hamura-shi,,"52,103",,"3,301",,***,,225,,***,,***,,***,,977,,***,,***,,***,,***,,***,,7,,7,,3,,1,,"27,533",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13228,Tokyo-to Akiruno-shi,,"71,940",,"7,700",,***,,484,,***,,***,,***,,"2,828",,***,,***,,***,,***,,***,,6,,12,,6,,4,,"34,752",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13229,Tokyo-to Nishitokyo-shi,,"170,290",,"16,251",,***,,807,,***,,***,,***,,"1,569",,***,,***,,***,,***,,***,,15,,20,,10,,5,,"85,843",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13303,Tokyo-to Mizuho-machi,,"30,967",,"2,573",,***,,151,,***,,***,,***,,"1,339",,***,,***,,***,,***,,***,,3,,5,,2,,1,,"16,186",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13305,Tokyo-to Hinode-machi,,"16,444",,"2,098",,***,,126,,***,,***,,***,,877,,***,,***,,***,,***,,***,,1,,3,,2,,0,,"7,471",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13307,Tokyo-to Hinohara-mura,,"3,808",,958,,***,,54,,***,,***,,***,,793,,***,,***,,***,,***,,***,,0,,2,,1,,0,,"1,812",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13308,Tokyo-to Okutama-machi,,"8,752",,"1,828",,***,,133,,***,,***,,***,,"1,327",,***,,***,,***,,***,,***,,0,,4,,3,,1,,"4,251",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13361,Tokyo-to Oshima-machi,,"10,014",,"1,960",,***,,113,,***,,***,,***,,"3,951",,***,,***,,***,,***,,***,,0,,7,,3,,2,,"4,905",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13362,Tokyo-to Toshima-mura,,315,,53,,***,,2,,***,,***,,***,,132,,***,,***,,***,,***,,***,,0,,1,,1,,0,,221,,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13363,Tokyo-to Niijima-mura,,"3,505",,775,,***,,32,,***,,***,,***,,954,,***,,***,,***,,***,,***,,0,,3,,2,,1,,"1,775",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13364,Tokyo-to Kouzushima-mura,,"2,314",,321,,***,,16,,***,,***,,***,,524,,***,,***,,***,,***,,***,,0,,1,,1,,1,,"1,091",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13381,Tokyo-to Miyake-mura,,"3,911",,758,,***,,32,,***,,***,,***,,"1,311",,***,,***,,***,,***,,***,,0,,3,,3,,1,,"1,993",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13382,Tokyo-to Mikurajima-mura,,293,,32,,***,,3,,***,,***,,***,,267,,***,,***,,***,,***,,***,,0,,1,,1,,0,,162,,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13401,Tokyo-to Hachijo-machi,,"9,420",,"1,838",,***,,103,,***,,***,,***,,"3,275",,***,,***,,***,,***,,***,,0,,5,,4,,1,,"4,728",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13402,Tokyo-to Aogashima-mura,,203,,33,,***,,2,,***,,***,,***,,255,,***,,***,,***,,***,,***,,0,,1,,1,,0,,137,,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,13421,Tokyo-to Ogasawara-mura,,"2,361",,166,,***,,9,,***,,***,,***,,"5,332",,***,,***,,***,,***,,***,,0,,2,,2,,1,,"1,585",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,14100,Kanagawa-ken Yokohama-shi,,"3,220,331",,"278,000",,***,,"15,955",,***,,***,,***,,"38,562",,***,,***,,***,,***,,***,,331,,341,,174,,99,,"1,618,075",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,14101,Kanagawa-ken Yokohama-shi Tsurumi-ku,,"250,100",,"24,941",,***,,"1,513",,***,,***,,***,,"3,239",,***,,***,,***,,***,,***,,26,,22,,13,,10,,"133,521",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,14102,Kanagawa-ken Yokohama-shi Kanagawa-ku,,"205,510",,"22,177",,***,,"1,237",,***,,***,,***,,"2,240",,***,,***,,***,,***,,***,,22,,21,,11,,7,,"108,258",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,14103,Kanagawa-ken Yokohama-shi Nishi-ku,,"76,978",,"10,644",,***,,615,,***,,***,,***,,677,,***,,***,,***,,***,,***,,8,,8,,5,,1,,"40,401",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,14104,Kanagawa-ken Yokohama-shi Naka-ku,,"116,634",,"14,349",,***,,990,,***,,***,,***,,"1,893",,***,,***,,***,,***,,***,,14,,10,,11,,11,,"62,727",,***,,***,,***,,-,,***,,***,,-,
1990100000,1990,14105,Kanagawa-ken Yokohama-shi Minami-ku,,"194,617",,"22,622",,***,,"1,443",,***,,***,,***,,"1,166",,***,,***,,***,,***,,***,,19,,19,,11,,7,,"99,530",,***,,***,,***,,-,,***,,***,,-,
