YEAR Code,YEAR,AREA Code,AREA,/ITEMS,A1101_Total population (Both sexes)[person],Annotation,A1303_Total population (65 and over)[person],Annotation,A4101_Number of live births[person],Annotation,A4200_Number of deaths[person],Annotation,A5103_Number of in-migrants from other municipalities[person],Annotation,A5104_Number of out-migrants to other municipalities[person],Annotation,B1102_Total land area (Incl. the northern territories and Takeshima)[ha],Annotation,B1103_Inhabitable area[ha],Annotation,"C210710_Number of establishments (Electricity, gas, heat supply and water)[number of establishments]",Annotation,C210712_Number of establishments (Transport and postal activities)[number of establishments],Annotation,C210713_Number of establishments (Wholesale and retail trade)[number of establishments],Annotation,C3109_Area of abandoned cropland[ha],Annotation,D320303_Total welfare expenditure (Municipality)[thousand yen],Annotation,E1101_Number of kindergartens[number of kindergartens],Annotation,E2101_Number of elementary schools[number of schools],Annotation,E3101_Number of lower secondary schools[number of schools],Annotation,E4101_Number of upper secondary schools[number of schools],Annotation,F1102_(Population census) Number of employed persons[person],Annotation,"I1101_Life expectancy (0 years old, Male)[years]",Annotation,"I1102_Life expectancy (0 years old, Female)[years]",Annotation,I5101_Number of hospitals[number of hospitals],Annotation,I5102_Number of general clinics[number of clinics],Annotation,I5103_Number of dental clinics[number of clinics],Annotation,J2301_Number of welfare institutions for the aged (Questionnaire about details)[number of establishments],Annotation,K4201_Number of recognitions of criminal offenses[number of cases],Annotation
2010100000,2010,01209,Hokkaido Yubari-shi,,"10,922",,"4,786",,39,,216,,***,,***,,"76,320",,"9,522",,***,,***,,***,,***,,"2,179,824",,1,,6,,1,,1,,"4,660",,77.5,,86.1,,0,,6,,5,,3,,***,
2010100000,2010,01210,Hokkaido Iwamizawa-shi,,"90,145",,"25,032",,595,,"1,037",,***,,***,,"48,110",,"31,880",,***,,***,,***,,***,,"12,838,983",,7,,15,,10,,5,,"39,391",,79,,86.6,,8,,58,,53,,2,,***,
2010100000,2010,01211,Hokkaido Abashiri-shi,,"40,998",,"9,324",,339,,360,,***,,***,,"47,100",,"22,027",,***,,***,,***,,***,,"5,458,208",,6,,9,,6,,2,,"18,703",,80.1,,86.4,,5,,16,,15,,2,,***,
2010100000,2010,01212,Hokkaido Rumoi-shi,,"24,457",,"6,899",,187,,296,,***,,***,,"29,751",,"5,016",,***,,***,,***,,***,,"3,372,595",,2,,8,,3,,2,,"11,532",,79.1,,86.4,,3,,15,,15,,0,,***,
2010100000,2010,01213,Hokkaido Tomakomai-shi,,"173,320",,"36,515",,"1,544",,"1,405",,***,,***,,"56,148",,"19,346",,***,,***,,***,,***,,"25,181,177",,23,,23,,16,,7,,"80,205",,79.3,,86.4,,15,,93,,81,,6,,***,
2010100000,2010,01214,Hokkaido Wakkanai-shi,,"39,595",,"9,663",,300,,394,,***,,***,,"76,089",,"31,347",,***,,***,,***,,***,,"5,292,458",,7,,14,,10,,3,,"18,473",,77.3,,86.6,,3,,17,,15,,2,,***,
2010100000,2010,01215,Hokkaido Bibai-shi,,"26,034",,"8,555",,142,,356,,***,,***,,"27,761",,"15,656",,***,,***,,***,,***,,"4,593,348",,4,,7,,4,,3,,"10,900",,77.8,,86.4,,5,,13,,16,,2,,***,
2010100000,2010,01216,Hokkaido Ashibetsu-shi,,"16,628",,"6,407",,61,,314,,***,,***,,"86,502",,"13,800",,***,,***,,***,,***,,"2,903,891",,1,,6,,2,,1,,"6,860",,76.8,,86.2,,3,,8,,9,,2,,***,
2010100000,2010,01217,Hokkaido Ebetsu-shi,,"123,722",,"27,008",,726,,999,,***,,***,,"18,757",,"16,744",,***,,***,,***,,***,,"13,342,678",,13,,19,,11,,5,,"53,100",,80.4,,86.9,,5,,67,,68,,3,,***,
2010100000,2010,01218,Hokkaido Akabira-shi,,"12,637",,"4,909",,48,,234,,***,,***,,"12,988",,"3,429",,***,,***,,***,,***,,"2,534,654",,1,,5,,2,,1,,"4,872",,77.9,,85.2,,2,,6,,5,,1,,***,
2010100000,2010,01219,Hokkaido Mombetsu-shi,,"24,750",,"7,103",,178,,307,,***,,***,,"83,070",,"17,236",,***,,***,,***,,***,,"3,434,737",,3,,9,,4,,1,,"12,199",,77.8,,85.7,,5,,11,,10,,1,,***,
2010100000,2010,01220,Hokkaido Shibetsu-shi,,"21,787",,"7,134",,114,,255,,***,,***,,"111,929",,"29,567",,***,,***,,***,,***,,"3,806,444",,3,,11,,6,,2,,"10,351",,80.1,,86.7,,1,,12,,11,,2,,***,
2010100000,2010,01221,Hokkaido Nayoro-shi,,"30,591",,"8,227",,237,,340,,***,,***,,"53,523",,"19,625",,***,,***,,***,,***,,"4,017,633",,5,,11,,5,,3,,"14,716",,79.2,,86.6,,4,,13,,15,,1,,***,
2010100000,2010,01222,Hokkaido Mikasa-shi,,"10,221",,"4,327",,36,,231,,***,,***,,"30,264",,"5,428",,***,,***,,***,,***,,"2,416,912",,1,,5,,3,,1,,"3,658",,77.3,,85.7,,2,,3,,5,,2,,***,
2010100000,2010,01223,Hokkaido Nemuro-shi,,"29,201",,"7,732",,178,,332,,***,,***,,"51,272",,"20,321",,***,,***,,***,,***,,"4,105,151",,4,,12,,7,,2,,"15,104",,78.1,,86.1,,3,,10,,13,,2,,***,
2010100000,2010,01224,Hokkaido Chitose-shi,,"93,604",,"16,293",,961,,636,,***,,***,,"59,495",,"19,374",,***,,***,,***,,***,,"10,285,843",,10,,17,,9,,2,,"44,762",,79.9,,85.8,,8,,53,,46,,2,,***,
2010100000,2010,01225,Hokkaido Takikawa-shi,,"43,170",,"11,912",,350,,491,,***,,***,,"11,582",,"10,190",,***,,***,,***,,***,,"5,986,254",,2,,7,,4,,3,,"19,638",,78.5,,86.1,,6,,25,,26,,4,,***,
2010100000,2010,01226,Hokkaido Sunagawa-shi,,"19,056",,"5,932",,104,,242,,***,,***,,"7,869",,"4,913",,***,,***,,***,,***,,"2,629,902",,1,,5,,2,,1,,"8,283",,79.8,,85.8,,2,,9,,10,,2,,***,
2010100000,2010,01227,Hokkaido Utashinai-shi,,"4,387",,"1,808",,18,,89,,***,,***,,"5,599",,"1,409",,***,,***,,***,,***,,"1,112,266",,1,,1,,1,,0,,"1,543",,78.4,,85.3,,1,,4,,2,,2,,***,
2010100000,2010,01228,Hokkaido Fukagawa-shi,,"23,709",,"8,284",,133,,305,,***,,***,,"52,923",,"21,661",,***,,***,,***,,***,,"3,588,729",,2,,6,,5,,2,,"10,785",,79.3,,87.5,,5,,18,,15,,3,,***,
2010100000,2010,01229,Hokkaido Furano-shi,,"24,259",,"6,512",,197,,253,,***,,***,,"60,097",,"19,102",,***,,***,,***,,***,,"3,400,514",,4,,9,,7,,2,,"12,283",,79.7,,87.5,,3,,11,,11,,1,,***,
2010100000,2010,01230,Hokkaido Noboribetsu-shi,,"51,526",,"14,612",,341,,609,,***,,***,,"21,211",,"3,102",,***,,***,,***,,***,,"7,082,574",,4,,8,,5,,2,,"21,938",,77,,86.3,,6,,16,,20,,2,,***,
2010100000,2010,01231,Hokkaido Eniwa-shi,,"69,384",,"14,427",,545,,498,,***,,***,,"29,487",,"9,711",,***,,***,,***,,***,,"7,532,588",,8,,8,,5,,2,,"30,715",,80.4,,87.6,,7,,31,,32,,1,,***,
2010100000,2010,01233,Hokkaido Date-shi,,"36,278",,"11,040",,239,,445,,***,,***,,"44,428",,"11,117",,***,,***,,***,,***,,"5,541,517",,3,,10,,5,,2,,"16,131",,78.3,,86.2,,3,,27,,20,,3,,***,
2010100000,2010,01234,Hokkaido Kitahiroshima-shi,,"60,353",,"13,547",,348,,497,,***,,***,,"11,854",,"7,241",,***,,***,,***,,***,,"7,191,165",,8,,10,,8,,3,,"26,678",,80,,87.3,,5,,33,,31,,1,,***,
2010100000,2010,01235,Hokkaido Ishikari-shi,,"59,449",,"13,761",,381,,546,,***,,***,,"72,186",,"22,215",,***,,***,,***,,***,,"8,227,576",,5,,13,,8,,3,,"26,518",,79.7,,86.6,,5,,31,,25,,2,,***,
2010100000,2010,01236,Hokkaido Hokuto-shi,,"48,032",,"10,749",,378,,474,,***,,***,,"39,730",,"9,726",,***,,***,,***,,***,,"7,328,822",,4,,11,,5,,3,,"22,063",,78.2,,86,,0,,27,,20,,2,,***,
2010100000,2010,01303,Hokkaido Tobetsu-cho,,"18,766",,"4,594",,66,,179,,***,,***,,"42,271",,"16,199",,***,,***,,***,,***,,"2,119,590",,1,,3,,3,,1,,"8,412",,79.4,,87.2,,1,,13,,9,,1,,***,
2010100000,2010,01304,Hokkaido Shinshinotsu-mura,,"3,515",,"1,054",,19,,53,,***,,***,,"7,824",,"7,622",,***,,***,,***,,***,,"484,583",,0,,1,,1,,0,,"1,595",,78.7,,86.5,,0,,3,,1,,0,,***,
2010100000,2010,01331,Hokkaido Matsumae-cho,,"8,748",,"3,324",,29,,137,,***,,***,,"29,312",,"2,779",,***,,***,,***,,***,,"1,124,017",,1,,6,,2,,1,,"3,714",,78.6,,86.3,,1,,5,,4,,0,,***,
2010100000,2010,01332,Hokkaido Fukushima-cho,,"5,114",,"1,872",,13,,91,,***,,***,,"18,725",,"1,389",,***,,***,,***,,***,,"636,939",,2,,2,,1,,1,,"2,233",,78.8,,85.3,,0,,3,,3,,0,,***,
2010100000,2010,01333,Hokkaido Shiriuchi-cho,,"5,074",,"1,502",,47,,67,,***,,***,,"19,667",,"3,740",,***,,***,,***,,***,,"575,326",,1,,3,,1,,1,,"2,490",,78.4,,86.9,,0,,5,,2,,1,,***,
2010100000,2010,01334,Hokkaido Kikonai-cho,,"5,341",,"2,069",,21,,98,,***,,***,,"22,189",,"2,576",,***,,***,,***,,***,,"698,579",,0,,2,,1,,1,,"2,191",,78.9,,86.5,,1,,4,,2,,0,,***,
2010100000,2010,01337,Hokkaido Nanae-cho,,"28,463",,"7,922",,184,,330,,***,,***,,"21,661",,"8,083",,***,,***,,***,,***,,"2,775,357",,2,,9,,4,,1,,"12,655",,79.1,,86.6,,2,,20,,10,,3,,***,
2010100000,2010,01343,Hokkaido Shikabe-cho,,"4,767",,"1,320",,37,,60,,***,,***,,"11,061",,"2,158",,***,,***,,***,,***,,"438,723",,1,,1,,1,,0,,"2,061",,78.6,,85.9,,0,,2,,2,,0,,***,
2010100000,2010,01345,Hokkaido Mori-machi,,"17,859",,"5,212",,98,,239,,***,,***,,"36,827",,"6,646",,***,,***,,***,,***,,"2,164,419",,2,,9,,2,,1,,"8,544",,78.2,,86,,3,,11,,7,,1,,***,
2010100000,2010,01346,Hokkaido Yakumo-cho,,"18,896",,"5,037",,158,,238,,***,,***,,"95,598",,"13,945",,***,,***,,***,,***,,"2,725,698",,2,,13,,5,,2,,"9,070",,79.1,,86,,3,,5,,9,,0,,***,
2010100000,2010,01347,Hokkaido Oshamambe-cho,,"6,386",,"2,232",,33,,111,,***,,***,,"31,084",,"6,651",,***,,***,,***,,***,,"796,797",,1,,3,,1,,1,,"2,800",,78.6,,86.1,,1,,2,,4,,0,,***,
2010100000,2010,01361,Hokkaido Esashi-cho,,"9,004",,"2,742",,52,,145,,***,,***,,"10,959",,"2,714",,***,,***,,***,,***,,"1,224,250",,2,,3,,2,,1,,"3,918",,78.9,,84.8,,2,,7,,5,,1,,***,
2010100000,2010,01362,Hokkaido Kaminokuni-cho,,"5,428",,"1,841",,28,,98,,***,,***,,"54,760",,"4,419",,***,,***,,***,,***,,"746,165",,0,,6,,1,,1,,"2,241",,78.6,,85.2,,0,,3,,2,,0,,***,
2010100000,2010,01363,Hokkaido Assabu-cho,,"4,409",,"1,532",,34,,60,,***,,***,,"46,042",,"8,290",,***,,***,,***,,***,,"962,420",,0,,4,,3,,0,,"2,162",,79.7,,86.3,,1,,1,,1,,0,,***,
2010100000,2010,01364,Hokkaido Otobe-cho,,"4,408",,"1,516",,22,,60,,***,,***,,"16,256",,"2,520",,***,,***,,***,,***,,"738,992",,0,,4,,1,,0,,"1,850",,79.1,,86.6,,1,,1,,2,,0,,***,
2010100000,2010,01367,Hokkaido Okushiri-cho,,"3,033",,993,,20,,57,,***,,***,,"14,298",,"1,964",,***,,***,,***,,***,,"378,179",,2,,3,,2,,1,,"1,456",,79.2,,85.4,,1,,3,,1,,0,,***,
2010100000,2010,01370,Hokkaido Imakane-cho,,"6,186",,"2,047",,35,,92,,***,,***,,"56,814",,"12,107",,***,,***,,***,,***,,"1,388,148",,1,,3,,1,,0,,"2,943",,77.9,,87.5,,1,,3,,3,,1,,***,
2010100000,2010,01371,Hokkaido Setana-cho,,"9,590",,"3,610",,58,,156,,***,,***,,"63,867",,"13,692",,***,,***,,***,,***,,"1,672,133",,1,,13,,3,,2,,"4,344",,79.5,,86.4,,2,,5,,5,,1,,***,
2010100000,2010,01391,Hokkaido Shimamaki-mura,,"1,781",,676,,12,,23,,***,,***,,"43,726",,"4,396",,***,,***,,***,,***,,"423,848",,0,,1,,1,,0,,781,,79.9,,86.3,,0,,1,,0,,0,,***,
2010100000,2010,01392,Hokkaido Suttsu-cho,,"3,443",,"1,215",,22,,71,,***,,***,,"9,537",,872,,***,,***,,***,,***,,"521,061",,0,,2,,1,,1,,"1,512",,78.6,,84.7,,0,,4,,2,,0,,***,
2010100000,2010,01393,Hokkaido Kuromatsunai-cho,,"3,250",,"1,153",,18,,54,,***,,***,,"34,547",,"3,935",,***,,***,,***,,***,,"573,527",,0,,2,,2,,0,,"1,406",,79.4,,86.2,,1,,5,,1,,1,,***,
2010100000,2010,01394,Hokkaido Rankoshi-cho,,"5,292",,"1,746",,30,,88,,***,,***,,"44,968",,"7,302",,***,,***,,***,,***,,"797,174",,2,,4,,1,,1,,"2,575",,79.4,,85.4,,1,,4,,2,,0,,***,
2010100000,2010,01395,Hokkaido Niseko-cho,,"4,823",,"1,207",,48,,59,,***,,***,,"19,713",,"5,264",,***,,***,,***,,***,,"538,207",,1,,2,,1,,1,,"2,316",,79.7,,85.7,,0,,2,,2,,0,,***,
2010100000,2010,01396,Hokkaido Makkari-mura,,"2,189",,666,,12,,32,,***,,***,,"11,443",,"3,627",,***,,***,,***,,***,,"346,905",,0,,2,,1,,1,,"1,242",,78.9,,86.7,,0,,3,,2,,0,,***,
2010100000,2010,01397,Hokkaido Rusutsu-mura,,"2,034",,502,,24,,19,,***,,***,,"11,992",,"3,788",,***,,***,,***,,***,,"294,123",,0,,1,,1,,1,,"1,233",,78.9,,86.8,,0,,2,,1,,0,,***,
2010100000,2010,01398,Hokkaido Kimobetsu-cho,,"2,490",,808,,17,,41,,***,,***,,"18,951",,"3,195",,***,,***,,***,,***,,"436,724",,0,,2,,1,,0,,"1,317",,78.7,,86.2,,0,,2,,2,,0,,***,
2010100000,2010,01399,Hokkaido Kyogoku-cho,,"3,811",,"1,100",,36,,61,,***,,***,,"23,161",,"3,268",,***,,***,,***,,***,,"529,020",,0,,2,,1,,0,,"2,076",,78.9,,85.8,,2,,1,,1,,1,,***,
2010100000,2010,01400,Hokkaido Kutchan-cho,,"15,568",,"3,342",,152,,156,,***,,***,,"26,124",,"6,875",,***,,***,,***,,***,,"1,413,685",,3,,5,,2,,2,,"8,049",,79.8,,85,,1,,11,,7,,0,,***,
2010100000,2010,01401,Hokkaido Kyowa-cho,,"6,428",,"1,779",,59,,75,,***,,***,,"30,496",,"8,776",,***,,***,,***,,***,,"881,678",,2,,3,,1,,1,,"3,300",,79.3,,86.6,,0,,5,,3,,0,,***,
2010100000,2010,01402,Hokkaido Iwanai-cho,,"14,451",,"4,384",,98,,201,,***,,***,,"7,063",,"1,364",,***,,***,,***,,***,,"1,710,575",,3,,3,,2,,1,,"6,627",,77.7,,85.5,,1,,10,,9,,1,,***,
2010100000,2010,01403,Hokkaido Tomari-mura,,"1,883",,611,,17,,40,,***,,***,,"8,235",,492,,***,,***,,***,,***,,"725,437",,0,,1,,1,,0,,837,,78.6,,85.8,,0,,3,,1,,1,,***,
2010100000,2010,01404,Hokkaido Kamoenai-mura,,"1,122",,484,,8,,13,,***,,***,,"14,771",,849,,***,,***,,***,,***,,"271,391",,0,,1,,1,,0,,492,,79.6,,87.3,,0,,1,,1,,0,,***,
2010100000,2010,01405,Hokkaido Shakotan-cho,,"2,516",,"1,013",,12,,49,,***,,***,,"23,821",,"5,062",,***,,***,,***,,***,,"420,176",,0,,4,,1,,0,,"1,206",,79,,85.9,,0,,1,,1,,0,,***,
2010100000,2010,01406,Hokkaido Furubira-cho,,"3,611",,"1,330",,20,,48,,***,,***,,"18,841",,"2,447",,***,,***,,***,,***,,"878,182",,0,,1,,1,,1,,"1,721",,79.6,,86.2,,0,,1,,2,,0,,***,
2010100000,2010,01407,Hokkaido Niki-cho,,"3,800",,"1,263",,16,,56,,***,,***,,"16,793",,"3,928",,***,,***,,***,,***,,"626,480",,0,,3,,2,,1,,"1,847",,79.9,,86,,0,,3,,2,,0,,***,
2010100000,2010,01408,Hokkaido Yoichi-cho,,"21,258",,"6,672",,136,,288,,***,,***,,"14,060",,"3,891",,***,,***,,***,,***,,"2,368,238",,3,,5,,3,,2,,"9,126",,78.5,,85.8,,2,,18,,12,,2,,***,
2010100000,2010,01409,Hokkaido Akaigawa-mura,,"1,262",,346,,9,,14,,***,,***,,"28,011",,"2,426",,***,,***,,***,,***,,"273,646",,0,,2,,1,,0,,702,,79.1,,86.6,,0,,1,,0,,0,,***,
2010100000,2010,01423,Hokkaido Nanporo-cho,,"8,778",,"2,074",,35,,63,,***,,***,,"8,149",,"7,984",,***,,***,,***,,***,,"821,114",,1,,3,,1,,1,,"4,385",,79.3,,87.8,,1,,2,,5,,0,,***,
2010100000,2010,01424,Hokkaido Naie-cho,,"6,194",,"2,180",,27,,95,,***,,***,,"8,805",,"3,974",,***,,***,,***,,***,,"859,853",,1,,2,,1,,1,,"2,731",,79.2,,87.2,,1,,4,,3,,0,,***,
2010100000,2010,01425,Hokkaido Kamisunagawa-cho,,"4,086",,"1,735",,19,,95,,***,,***,,"3,991",,526,,***,,***,,***,,***,,"586,511",,0,,1,,1,,0,,"1,194",,78.2,,85.9,,0,,3,,2,,0,,***,
2010100000,2010,01427,Hokkaido Yuni-cho,,"5,896",,"2,006",,33,,101,,***,,***,,"13,386",,"8,432",,***,,***,,***,,***,,"1,009,972",,1,,3,,2,,1,,"2,956",,79.1,,85.8,,1,,3,,4,,2,,***,
2010100000,2010,01428,Hokkaido Naganuma-cho,,"11,691",,"3,476",,81,,136,,***,,***,,"16,836",,"14,903",,***,,***,,***,,***,,"1,291,183",,1,,5,,3,,1,,"6,118",,79.2,,87,,1,,7,,6,,0,,***,
2010100000,2010,01429,Hokkaido Kuriyama-cho,,"13,340",,"4,366",,101,,180,,***,,***,,"20,384",,"9,720",,***,,***,,***,,***,,"1,802,485",,1,,3,,2,,1,,"6,352",,80,,86.3,,1,,9,,7,,1,,***,
2010100000,2010,01430,Hokkaido Tsukigata-cho,,"4,859",,"1,343",,25,,53,,***,,***,,"15,105",,"6,142",,***,,***,,***,,***,,"655,856",,1,,2,,1,,1,,"1,857",,79.7,,87.3,,1,,5,,2,,1,,***,
2010100000,2010,01431,Hokkaido Urausu-cho,,"2,206",,806,,12,,35,,***,,***,,"10,108",,"5,142",,***,,***,,***,,***,,"316,158",,1,,1,,1,,0,,"1,138",,79,,86.6,,0,,3,,1,,0,,***,
2010100000,2010,01432,Hokkaido Shintotsukawa-cho,,"7,249",,"2,455",,44,,92,,***,,***,,"49,562",,"11,139",,***,,***,,***,,***,,"1,227,756",,1,,1,,1,,1,,"3,414",,79.6,,86.7,,1,,3,,3,,1,,***,
2010100000,2010,01433,Hokkaido Moseushi-cho,,"3,462",,"1,295",,22,,53,,***,,***,,"4,855",,"4,854",,***,,***,,***,,***,,"528,962",,1,,1,,1,,0,,"1,565",,79.1,,86.4,,0,,1,,2,,1,,***,
2010100000,2010,01434,Hokkaido Chippubetsu-cho,,"2,730",,"1,023",,16,,47,,***,,***,,"4,726",,"4,423",,***,,***,,***,,***,,"347,025",,0,,1,,1,,0,,"1,292",,79.4,,86.3,,0,,2,,1,,1,,***,
2010100000,2010,01436,Hokkaido Uryu-cho,,"3,049",,"1,026",,24,,53,,***,,***,,"19,091",,"6,972",,***,,***,,***,,***,,"789,530",,0,,1,,1,,0,,"1,373",,79.4,,86.2,,1,,1,,1,,0,,***,
2010100000,2010,01437,Hokkaido Hokuryu-cho,,"2,193",,855,,7,,33,,***,,***,,"15,882",,"5,666",,***,,***,,***,,***,,"431,208",,0,,1,,1,,0,,"1,116",,78.6,,87.4,,0,,2,,1,,1,,***,
2010100000,2010,01438,Hokkaido Numata-cho,,"3,612",,"1,271",,16,,66,,***,,***,,"28,321",,"8,390",,***,,***,,***,,***,,"678,194",,1,,1,,1,,0,,"1,811",,78.3,,86.9,,1,,2,,2,,2,,***,
2010100000,2010,01452,Hokkaido Takasu-cho,,"7,345",,"1,972",,47,,86,,***,,***,,"13,944",,"7,669",,***,,***,,***,,***,,"937,057",,1,,2,,1,,1,,"3,471",,78.9,,86.3,,0,,3,,2,,0,,***,
2010100000,2010,01453,Hokkaido Higashikagura-cho,,"9,292",,"2,091",,51,,75,,***,,***,,"6,864",,"5,394",,***,,***,,***,,***,,"1,145,178",,2,,4,,1,,0,,"4,471",,79.8,,87.4,,1,,5,,4,,0,,***,
2010100000,2010,01454,Hokkaido Tohma-cho,,"7,087",,"2,505",,42,,101,,***,,***,,"20,495",,"7,047",,***,,***,,***,,***,,"889,994",,1,,2,,1,,0,,"3,424",,79,,87.1,,0,,4,,3,,1,,***,
2010100000,2010,01455,Hokkaido Pippu-cho,,"4,042",,"1,478",,19,,67,,***,,***,,"8,729",,"4,207",,***,,***,,***,,***,,"542,991",,0,,1,,1,,0,,"2,058",,78.8,,86.2,,0,,3,,2,,0,,***,
