"","year","munCode","mun","totalPop","totalOldPop","births","deaths","totArea","inhabitable","kindergarten","elementary","lowerSecond","upperSecond","employed","percOldPop","birthrate","deathrate","percInhab","percEmpl","education"
"1503",2020,"43423","Kumamoto-ken Minamioguni-machi",3750,1511,27,65,11590,2239,0,3,1,0,2182,40.2933333333333,7.2,17.3333333333333,19.3183779119931,58.1866666666667,4
"1504",2020,"43424","Kumamoto-ken Oguni-machi",6590,2775,39,95,13694,3061,1,1,1,1,3527,42.1092564491654,5.91805766312595,14.4157814871017,22.3528552650796,53.5204855842185,4
"1505",2020,"43425","Kumamoto-ken Ubuyama-mura",1382,592,6,31,6081,1863,0,0,0,0,809,42.8364688856729,4.34153400868307,22.4312590448625,30.6364084854465,58.5383502170767,0
"1506",2020,"43428","Kumamoto-ken Takamori-machi",5789,2503,32,101,17506,4518,1,1,1,1,2944,43.237173950596,5.52772499568146,17.4468820176196,25.8082942990975,50.8550699602695,4
"1507",2020,"43432","Kumamoto-ken Nishihara-mura",6426,2026,42,76,7722,3140,0,2,1,0,3518,31.5281668222845,6.5359477124183,11.8269530034236,40.6630406630407,54.7463429816371,3
"1508",2020,"43433","Kumamoto-ken Minamiaso-mura",9836,4201,57,143,13732,6322,0,5,1,0,5019,42.7104514030094,5.79503863359089,14.5384302562017,46.038450334984,51.0268401789345,6
"1509",2020,"43441","Kumamoto-ken Mifune-machi",16303,5663,117,202,9903,4350,1,6,1,1,7883,34.7359381708888,7.17659326504324,12.3903576028952,43.9260830051499,48.3530638532785,9
"1510",2020,"43442","Kumamoto-ken Kashima-machi",9547,2531,95,106,1665,1665,0,2,1,0,4561,26.5109458468629,9.95076987535351,11.1029642819734,100,47.7741698963025,3
"1511",2020,"43443","Kumamoto-ken Mashiki-machi",32510,9742,302,327,6568,4592,2,5,2,0,15290,29.9661642571516,9.28944940018456,10.058443555829,69.9147381242387,47.0316825592125,9
"1512",2020,"43444","Kumamoto-ken Kosa-machi",10132,3987,50,169,5793,3243,0,4,1,1,5073,39.3505724437426,4.93485984998026,16.6798262929333,55.981356809943,50.0690880378997,6
"1513",2020,"43447","Kumamoto-ken Yamato-cho",13503,6771,72,290,54467,13972,1,6,3,1,7452,50.1444123528105,5.33214841146412,21.4767088795083,25.6522297905154,55.1877360586536,11
"1514",2020,"43468","Kumamoto-ken Hikawa-cho",11094,4298,51,205,3336,2996,3,3,2,0,5490,38.741662159726,4.59707950243375,18.4784568235082,89.8081534772182,49.4862087614927,8
"1515",2020,"43482","Kumamoto-ken Ashikita-machi",15681,7025,84,301,23401,5158,0,9,3,1,7054,44.7994388113003,5.35680122441171,19.1952043874753,22.0417930857656,44.9843759964288,13
"1516",2020,"43484","Kumamoto-ken Tsunagi-machi",4254,1790,26,86,3408,1234,1,1,1,0,1967,42.0780441937001,6.11189468735308,20.2162670427833,36.2089201877934,46.2388340385519,3
"1517",2020,"43501","Kumamoto-ken Nishiki-machi",10288,3420,89,130,8504,3628,0,3,1,1,5431,33.2426127527216,8.65085536547434,12.6360808709176,42.6622765757291,52.7896578538103,5
"1518",2020,"43505","Kumamoto-ken Taragi-machi",9076,3879,41,166,16586,3313,1,6,1,0,4683,42.7390921110621,4.51740855002204,18.2899955927721,19.9746774388038,51.597620096959,8
"1519",2020,"43506","Kumamoto-ken Yunomae-machi",3627,1601,14,76,4837,1321,0,1,1,0,1872,44.1411634960022,3.85993934381031,20.9539564378274,27.3103163117635,51.6129032258064,2
"1520",2020,"43507","Kumamoto-ken Mizukami-mura",2033,902,14,30,19096,1671,0,2,1,0,1010,44.3679291687162,6.88637481554353,14.756517461879,8.75052366987851,49.6802754549926,3
"1521",2020,"43510","Kumamoto-ken Sagara-mura",4070,1754,19,72,9454,2502,0,2,1,0,1995,43.0958230958231,4.66830466830467,17.6904176904177,26.4649883647133,49.017199017199,3
"1522",2020,"43511","Kumamoto-ken Itsuki-mura",931,446,2,15,25292,1169,0,1,1,1,471,47.9054779806659,2.14822771213749,16.1117078410312,4.6220148663609,50.5907626208378,3
"1523",2020,"43512","Kumamoto-ken Yamae-mura",3238,1168,20,40,12119,1632,0,2,1,0,1632,36.0716491661519,6.17665225447807,12.3533045089561,13.4664576285172,50.4014823965411,3
"1524",2020,"43513","Kumamoto-ken Kuma-mura",2433,1087,12,95,20758,2638,0,2,1,0,978,44.6773530620633,4.93218249075216,39.0464447184546,12.7083534059158,40.1972872996301,3
"1525",2020,"43514","Kumamoto-ken Asagiri-cho",14676,5633,74,225,15956,5453,2,5,1,1,7609,38.382393022622,5.0422458435541,15.3311529026983,34.1752318876911,51.8465521940583,9
"1526",2020,"43531","Kumamoto-ken Reihoku-machi",7114,3071,28,109,6758,2609,0,4,1,0,3219,43.1684003373629,3.93590104020242,15.3219004779308,38.606096478248,45.2488051728985,5
"1527",2020,"44201","Oita-ken Oita-shi",475614,129289,3737,4347,50239,24855,46,56,33,20,221634,27.1835984643009,7.8572119407755,9.13976459902358,49.4735165906965,46.5995534193695,155
"1528",2020,"44202","Oita-ken Beppu-shi",115321,39018,642,1568,12534,4395,20,15,9,4,50067,33.8342539520122,5.56706931088007,13.596829718785,35.0646242221158,43.4153363220922,48
"1529",2020,"44203","Oita-ken Nakatsu-shi",82863,24828,675,1031,49144,11215,13,21,10,5,37890,29.962709532602,8.14597588791137,12.442223911758,22.8206902165066,45.7260779841425,49
"1530",2020,"44204","Oita-ken Hita-shi",62657,22379,415,996,66603,11531,10,18,12,5,31552,35.7166797005921,6.62336211436871,15.8960690744849,17.3130339474198,50.3567039596533,45
"1531",2020,"44205","Oita-ken Saiki-shi",66851,27348,366,1072,90314,11976,18,22,15,3,29764,40.9088869276451,5.47486200655188,16.0356613962394,13.2604025953894,44.5228941975438,58
"1532",2020,"44206","Oita-ken Usuki-shi",36158,14828,168,564,29120,8601,3,13,5,2,16160,41.0089053598097,4.64627468333425,15.5982078654793,29.5364010989011,44.6927374301676,23
"1533",2020,"44207","Oita-ken Tsukumi-shi",16100,7238,58,305,7948,2999,4,9,6,1,7141,44.9565217391304,3.60248447204969,18.944099378882,37.732762959235,44.3540372670807,20
"1534",2020,"44208","Oita-ken Taketa-shi",20332,9808,95,414,47753,14391,4,11,6,3,10506,48.2392288018887,4.67243753688767,20.3619909502262,30.1363265135175,51.6722408026756,24
"1535",2020,"44209","Oita-ken Bungotakada-shi",22112,8551,148,376,20624,8815,3,11,6,1,10132,38.6713096960926,6.6931982633864,17.0043415340087,42.7414662529092,45.8212735166425,21
"1536",2020,"44210","Oita-ken Kitsuki-shi",27999,10378,154,422,28008,11725,9,10,3,1,12828,37.0656094860531,5.50019643558699,15.0719668559591,41.8630391316767,45.8159219972142,23
"1537",2020,"44211","Oita-ken Usa-shi",52771,19292,284,845,43905,17539,5,27,7,4,23517,36.5579579693392,5.3817437607777,16.0125826685111,39.9476141669514,44.5642493035948,43
"1538",2020,"44212","Oita-ken Bungoono-shi",33695,14895,146,673,60314,15833,7,11,7,1,15664,44.2053717168719,4.33298709007271,19.9732898056091,26.2509533441655,46.487609437602,26
"1539",2020,"44213","Oita-ken Yufu-shi",32772,11195,244,489,31932,8992,8,10,3,1,15531,34.1602587574759,7.44538020261199,14.9212742585134,28.159839659276,47.3910655437569,22
"1540",2020,"44214","Oita-ken Kunisaki-shi",26232,11309,111,550,31810,12161,7,9,3,2,12532,43.1114669106435,4.23147301006404,20.966758157975,38.230116315624,47.7737114974077,21
"1541",2020,"44322","Oita-ken Himeshima-mura",1725,942,7,37,699,445,1,1,1,0,776,54.6086956521739,4.05797101449275,21.4492753623188,63.6623748211731,44.9855072463768,3
"1542",2020,"44341","Oita-ken Hiji-machi",27723,8510,203,336,7332,4201,6,5,2,1,12518,30.6965335641886,7.32243985138694,12.1199004436749,57.2967812329514,45.1538433791437,14
"1543",2020,"44461","Oita-ken Kokonoe-machi",8541,3857,39,164,27137,5726,0,6,1,0,4454,45.1586465285095,4.5662100456621,19.2014986535534,21.1003427055312,52.1484603676384,7
"1544",2020,"44462","Oita-ken Kusu-machi",14386,5527,90,255,28660,4496,2,11,1,1,7656,38.4192965383011,6.25608230223829,17.7255665230085,15.6873691556176,53.2184067843737,15
"1545",2020,"45201","Miyazaki-ken Miyazaki-shi",401339,110618,3190,4147,64367,29039,32,48,33,17,180584,27.5622354169418,7.9483927552518,10.3329105818273,45.1147327046468,44.9953779722379,130
"1546",2020,"45202","Miyazaki-ken Miyakonojo-shi",160640,50665,1291,2205,65336,29702,15,38,20,8,75056,31.5394671314741,8.03660358565737,13.7263446215139,45.4603893718624,46.7231075697211,81
"1547",2020,"45203","Miyazaki-ken Nobeoka-shi",118394,40712,780,1695,86802,13684,8,28,18,7,54364,34.3868777133976,6.5881716978901,14.3166038819535,15.7646137185779,45.9178674594996,61
"1548",2020,"45204","Miyazaki-ken Nichinan-shi",50848,19600,273,877,53611,11280,2,15,10,3,22871,38.5462555066079,5.36894273127753,17.2474826935179,21.0404581149391,44.9791535556954,30
"1549",2020,"45205","Miyazaki-ken Kobayashi-shi",43670,16228,280,725,56295,15092,7,12,9,3,21298,37.1605220975498,6.41172429585528,16.6017861231967,26.8087752020606,48.7703228761163,31
"1550",2020,"45206","Miyazaki-ken Hyuga-shi",59629,19265,439,820,33695,7547,7,15,8,3,28868,32.3081051166379,7.3621895386473,13.7516979992956,22.3979818964238,48.4126851028862,33
"1551",2020,"45207","Miyazaki-ken Kushima-shi",16822,7193,89,313,29517,6801,0,11,1,1,7612,42.7594816311972,5.29069076209725,18.606586612769,23.0409594470983,45.2502675068363,13
"1552",2020,"45208","Miyazaki-ken Saito-shi",28610,10826,183,462,43879,10174,2,9,6,1,14027,37.8399161132471,6.39636490737504,16.1481999300944,23.1864901205588,49.0283117790982,18
"1553",2020,"45209","Miyazaki-ken Ebino-shi",17638,7471,79,348,28293,7745,2,5,4,2,8546,42.3574101372038,4.47896586914616,19.7301281324413,27.3742621849928,48.4522054654723,13
"1554",2020,"45341","Miyazaki-ken Mimata-cho",25591,7248,223,266,11002,3131,2,6,1,1,11762,28.3224571138291,8.71400101598218,10.3942792387949,28.4584620978004,45.9614708295885,10
"1555",2020,"45361","Miyazaki-ken Takaharu-cho",8639,3609,48,158,8539,4417,1,4,2,0,3836,41.7756684801482,5.55619863410117,18.2891538372497,51.727368544326,44.4032874175252,7
"1556",2020,"45382","Miyazaki-ken Kunitomi-cho",18398,6854,105,288,13063,5327,1,4,3,1,9389,37.2540493531906,5.70714208066094,15.6538754212414,40.7793003138636,51.0327209479291,9
"1557",2020,"45383","Miyazaki-ken Aya-cho",6934,2554,43,97,9519,1996,1,1,1,0,3429,36.8329968272282,6.20132679550043,13.9890395154312,20.9685891375144,49.4519757715604,3
"1558",2020,"45401","Miyazaki-ken Takanabe-cho",19922,6500,139,249,4380,3542,3,2,2,2,9489,32.6272462604156,6.97721112338119,12.4987451059131,80.8675799086758,47.630759963859,9
"1559",2020,"45402","Miyazaki-ken Shintomi-cho",16564,5255,122,193,6153,4921,1,3,3,0,8848,31.725428640425,7.3653706834098,11.6517749335909,79.9772468714448,53.4170490219754,7
"1560",2020,"45403","Miyazaki-ken Nishimera-son",1000,437,10,18,27151,1168,0,1,1,0,569,43.7,10,18,4.30186733453648,56.9,2
"1561",2020,"45404","Miyazaki-ken Kijo-cho",4895,1822,33,85,14596,2685,0,1,1,0,2454,37.2216547497446,6.74157303370787,17.364657814096,18.3954508084407,50.1327885597549,2
"1562",2020,"45405","Miyazaki-ken Kawaminami-cho",15194,5428,81,215,9012,5696,2,5,2,0,7868,35.7246281426879,5.33105173094643,14.150322495722,63.2046160674656,51.7835987889957,9
"1563",2020,"45406","Miyazaki-ken Tsuno-cho",9906,3838,61,159,10211,3851,1,4,1,1,4895,38.7441954371088,6.15788411064002,16.0508782556027,37.714229752228,49.41449626489,7
"1564",2020,"45421","Miyazaki-ken Kadogawa-cho",17379,5946,112,244,12040,1960,1,3,1,1,8274,34.2137061971345,6.44455952586455,14.0399332527763,16.2790697674419,47.6091834973244,6
"1565",2020,"45429","Miyazaki-ken Morotsuka-son",1486,678,7,30,18756,969,1,3,1,0,845,45.6258411843876,4.71063257065949,20.1884253028264,5.16634676903391,56.864064602961,5
"1566",2020,"45430","Miyazaki-ken Shiiba-son",2503,1142,13,53,53729,2244,0,5,1,0,1322,45.6252497003596,5.19376747902517,21.1745904914103,4.17651547581381,52.8166200559329,6
"1567",2020,"45431","Miyazaki-ken Misato-cho",4826,2489,17,126,44884,3510,3,3,3,0,2500,51.5748031496063,3.52258599254041,26.1085785329465,7.82015863113805,51.8027351844177,9
"1568",2020,"45441","Miyazaki-ken Takachiho-cho",11642,5017,66,212,23754,3775,1,5,3,1,6082,43.0939701082288,5.66912901563305,18.2099295653668,15.8920602845836,52.2418828380003,10
"1569",2020,"45442","Miyazaki-ken Hinokage-cho",3635,1657,22,84,27767,2676,0,3,1,0,1986,45.5845942228336,6.05226960110041,23.1086657496561,9.63733928764361,54.6354883081155,4
"1570",2020,"45443","Miyazaki-ken Gokase-cho",3472,1491,14,71,17173,2048,0,4,1,0,1818,42.9435483870968,4.03225806451613,20.4493087557604,11.9256973155535,52.3617511520737,5
"1571",2020,"46201","Kagoshima-ken Kagoshima-shi",593128,158804,4788,6116,54758,25239,40,82,45,23,271403,26.7739847048192,8.07245653552016,10.3114336197246,46.0918952481829,45.7579139747238,190
"1572",2020,"46203","Kagoshima-ken Kanoya-shi",101096,29928,908,1261,44815,21616,5,23,12,6,45719,29.6035451452085,8.9815620796075,12.4732927118778,48.233850273346,45.223352061407,46
"1573",2020,"46204","Kagoshima-ken Makurazaki-shi",20033,8192,80,357,7478,4076,2,4,4,2,9382,40.8925273299057,3.9934108720611,17.8205960165727,54.5065525541589,46.8327260020965,12
"1574",2020,"46206","Kagoshima-ken Akune-shi",19270,8050,96,351,13428,5242,0,9,3,1,8864,41.7747794499222,4.98183705241308,18.2148417228853,39.0378313970807,45.9989621172807,13
"1575",2020,"46208","Kagoshima-ken Izumi-shi",51994,17372,363,710,32998,11885,8,14,7,5,24736,33.4115474862484,6.98157479709197,13.6554217794361,36.0173343839021,47.5747201600185,34
"1576",2020,"46210","Kagoshima-ken Ibusuki-shi",39011,15411,229,632,14884,7860,4,12,5,3,18640,39.5042423931712,5.87013919151009,16.200558816744,52.8083848427842,47.7813949911563,24
"1577",2020,"46213","Kagoshima-ken Nishinoomote-shi",14708,5598,88,225,20566,8497,2,11,1,1,7928,38.0609192276312,5.98313842806636,15.2977971172151,41.3157638821356,53.9026380201251,15
"1578",2020,"46214","Kagoshima-ken Tarumizu-shi",13819,5898,65,302,16212,3746,2,8,1,1,6466,42.6803676098126,4.70366886171213,21.8539691728779,23.1063409819887,46.7906505535856,12
"1579",2020,"46215","Kagoshima-ken Satsumasendai-shi",92403,29697,713,1308,68292,23362,13,26,14,4,42755,32.1385669296451,7.71619969048624,14.1553845654362,34.2089849469923,46.2701427442832,57
"1580",2020,"46216","Kagoshima-ken Hioki-shi",47153,16626,317,693,25301,10595,5,15,8,4,21957,35.2596865522872,6.722796004496,14.6968379530465,41.8758151851705,46.5654359213624,32
"1581",2020,"46217","Kagoshima-ken So-shi",33310,13797,165,673,39014,16001,1,20,3,1,16093,41.4199939957971,4.95346742719904,20.20414290003,41.0134823396729,48.3128189732813,25
"1582",2020,"46218","Kagoshima-ken Kirishima-shi",123135,33905,980,1447,60316,19903,9,35,14,6,54638,27.5348195070451,7.95874446745442,11.7513298412312,32.9978778433583,44.3724367564056,64
"1583",2020,"46219","Kagoshima-ken Ichikikushikino-shi",27490,10172,163,422,11229,4344,3,10,6,3,12696,37.002546380502,5.92942888323027,15.351036740633,38.6855463531926,46.1840669334303,22
"1584",2020,"46220","Kagoshima-ken Minamisatsuma-shi",32887,13016,185,588,28359,11660,1,11,4,3,14216,39.5779487335421,5.62532307598747,17.8794052361115,41.1156951937657,43.2268069449935,19
"1585",2020,"46221","Kagoshima-ken Shibushi-shi",29329,10513,193,468,29028,13317,1,16,5,2,14007,35.8450680214123,6.58051757646016,15.9569027242661,45.87639520463,47.7581915510246,24
"1586",2020,"46222","Kagoshima-ken Amami-shi",41390,13441,292,587,30833,6264,9,21,12,3,19897,32.4740275428848,7.05484416525731,14.1821696061851,20.3158953069763,48.071998067166,45
"1587",2020,"46223","Kagoshima-ken Minamikyusyu-shi",33080,13247,191,623,35791,16848,2,18,3,3,16320,40.0453446191052,5.77388149939541,18.8331318016929,47.0732865804252,49.3349455864571,26
"1588",2020,"46224","Kagoshima-ken Isa-shi",24453,10166,159,527,39256,11774,1,14,3,3,11657,41.5736310473153,6.5022696601644,21.5515478673373,29.9928673323823,47.6710424078845,21
"1589",2020,"46225","Kagoshima-ken Aira-shi",76348,23946,586,952,23125,8076,6,18,5,4,34561,31.3642793524388,7.67538114947346,12.4692198878818,34.9232432432432,45.267721485828,33
"1590",2020,"46303","Kagoshima-ken Mishima-mura",405,107,4,1,3139,320,0,0,0,0,212,26.4197530864197,9.87654320987654,2.46913580246914,10.1943294042689,52.3456790123457,0
"1591",2020,"46304","Kagoshima-ken Toshima-mura",740,204,9,9,10114,2748,0,7,7,0,422,27.5675675675676,12.1621621621622,12.1621621621622,27.1702590468657,57.027027027027,14
"1592",2020,"46392","Kagoshima-ken Satsuma-cho",20243,8447,90,372,30390,10676,2,9,1,1,10388,41.7280047423801,4.44598132687843,18.3767228177642,35.1299769661073,51.3165044706812,13
"1593",2020,"46404","Kagoshima-ken Nagashima-cho",9705,3545,77,168,11619,4796,2,7,5,0,5192,36.527563111798,7.93405461102525,17.3106646058733,41.2772183492555,53.4981968057702,14
"1594",2020,"46452","Kagoshima-ken Yusui-cho",9119,4026,48,194,14429,4393,1,5,2,0,3988,44.1495778045838,5.26373505866871,21.2742625287861,30.445630327812,43.7328654457726,8
"1595",2020,"46468","Kagoshima-ken Osaki-cho",12385,4869,60,205,10067,6480,0,6,1,0,6297,39.3136859103755,4.84457004440856,16.5522809850626,64.3687295122678,50.8437626160678,7
"1596",2020,"46482","Kagoshima-ken Higashikushira-cho",6237,2287,35,128,2778,2439,1,2,1,0,3203,36.6682700016033,5.61167227833894,20.5226871893539,87.7969762419007,51.3548180214847,4
"1597",2020,"46490","Kagoshima-ken Kinko-cho",6944,3233,31,164,16319,4024,1,6,2,0,3224,46.5581797235023,4.46428571428571,23.6175115207373,24.6583736748575,46.4285714285714,9
"1598",2020,"46491","Kagoshima-ken Minamiosumi-cho",6481,3197,27,190,21357,4629,1,2,2,1,3064,49.3288072828267,4.16602376176516,29.3164635087178,21.6743924708526,47.2766548372165,6
"1599",2020,"46492","Kagoshima-ken Kimotsuki-cho",14227,5886,79,301,30810,6110,2,6,6,1,6327,41.3720390806214,5.55282209882618,21.156955085401,19.831223628692,44.4717790117382,15
"1600",2020,"46501","Kagoshima-ken Nakatane-cho",7539,2967,53,122,13718,7723,1,7,1,1,4132,39.3553521687226,7.03011009417695,16.1825175752752,56.2982942119843,54.8083300172437,10
"1601",2020,"46502","Kagoshima-ken Minamitane-cho",5445,1963,24,93,11036,4903,0,8,1,0,3082,36.0514233241506,4.40771349862259,17.0798898071625,44.4273287422979,56.6023875114784,9
"1602",2020,"46505","Kagoshima-ken Yakushima-cho",11858,4315,81,202,54048,6262,1,9,4,1,6125,36.3889357395851,6.83083150615618,17.0349131388092,11.5859976317348,51.6528925619835,15
"1603",2020,"46523","Kagoshima-ken Yamato-son",1364,586,9,33,8826,921,0,5,1,0,633,42.9618768328446,6.59824046920821,24.1935483870968,10.4350781781101,46.4076246334311,6
"1604",2020,"46524","Kagoshima-ken Uken-son",1621,700,12,31,10307,927,0,4,4,0,740,43.1832202344232,7.40283775447255,19.1239975323874,8.99388764917047,45.6508328192474,8
"1605",2020,"46525","Kagoshima-ken Setouchi-cho",8546,3251,68,152,23965,3401,2,14,12,1,3636,38.0411888602855,7.95693891879242,17.7860987596536,14.1915293135823,42.5462204540136,29
"1606",2020,"46527","Kagoshima-ken Tatsugo-cho",5817,1906,49,83,8182,1495,0,7,3,0,2737,32.7660305999656,8.42358604091456,14.2685232937941,18.2718161818626,47.0517448856799,10
"1607",2020,"46529","Kagoshima-ken Kikai-cho",6629,2663,39,109,5682,4606,2,2,1,1,3374,40.1719716397647,5.88324030773872,16.4429023985518,81.0630059838085,50.8975712777191,6
"1608",2020,"46530","Kagoshima-ken Tokunoshima-cho",10147,3368,92,159,10492,4932,5,8,6,1,4795,33.1920764758057,9.06671922735784,15.6696560559771,47.0072436141822,47.2553464078053,20
"1609",2020,"46531","Kagoshima-ken Amagi-cho",5517,2047,33,112,8040,4098,2,6,3,1,2773,37.1034982780497,5.98151169113649,20.3008881638572,50.9701492537313,50.2628239985499,12
"1610",2020,"46532","Kagoshima-ken Isen-cho",6139,2323,48,132,6271,4627,8,8,3,0,2762,37.840039094315,7.8188630070044,21.5018732692621,73.7840854728114,44.9910408861378,19
"1611",2020,"46533","Kagoshima-ken Wadomari-cho",6246,2267,51,130,4039,3795,1,4,2,0,3549,36.2952289465258,8.16522574447646,20.8133205251361,93.9589007179995,56.8203650336215,7
"1612",2020,"46534","Kagoshima-ken China-cho",5750,2163,25,93,5330,4706,0,5,2,1,2934,37.6173913043478,4.34782608695652,16.1739130434783,88.2926829268293,51.0260869565217,8
"1613",2020,"46535","Kagoshima-ken Yoron-cho",5115,1792,33,76,2058,1970,0,3,1,1,2819,35.0342130987292,6.45161290322581,14.8582600195503,95.7240038872692,55.1124144672532,5
"1614",2020,"47201","Okinawa-ken Naha-shi",317625,72287,2737,2789,4142,4110,6,36,20,12,125837,22.7585989767808,8.61707988980716,8.78079496261314,99.2274263640753,39.6181031090122,74
"1615",2020,"47205","Okinawa-ken Ginowan-shi",100125,18925,1183,617,1980,1866,12,10,5,4,36086,18.9013732833958,11.8152309612984,6.16229712858926,94.2424242424242,36.0409488139825,31
"1616",2020,"47207","Okinawa-ken Ishigaki-shi",47637,10482,480,417,22915,11564,13,21,9,3,19447,22.0039045279929,10.0762012721204,8.75369985515461,50.4647610735326,40.8233096122762,46
"1617",2020,"47208","Okinawa-ken Urasoe-shi",115690,23180,1240,796,1950,1879,7,11,6,6,44947,20.0363039156366,10.7182989022387,6.88045639208229,96.3589743589744,38.8512403837843,30
"1618",2020,"47209","Okinawa-ken Nago-shi",63554,13901,668,537,21094,7320,15,14,9,3,25151,21.8727381439406,10.5107467665293,8.44950750542846,34.7018109415,39.5742203480505,41
"1619",2020,"47210","Okinawa-ken Itoman-shi",61007,13522,685,542,4663,4082,2,11,7,2,26186,22.1646696280755,11.228219712492,8.88422640024915,87.5402101651297,42.9229432688052,22
"1620",2020,"47211","Okinawa-ken Okinawa-shi",142752,28854,1501,1135,4972,4123,19,16,9,5,48643,20.212676529926,10.514738847792,7.95085182694463,82.9243765084473,34.0751793319883,49
"1621",2020,"47212","Okinawa-ken Tomigusuku-shi",64612,12729,767,397,1931,1812,1,8,3,3,26490,19.7006747972513,11.8708599021854,6.14436946697208,93.837389953392,40.9985761158918,15
"1622",2020,"47213","Okinawa-ken Uruma-shi",125303,28050,1339,1152,8702,7325,16,19,12,6,41989,22.3857369735761,10.6860969011117,9.19371443620664,84.1760514824178,33.5099718282882,53
"1623",2020,"47214","Okinawa-ken Miyakojima-shi",52931,14079,524,697,20427,17193,15,16,14,4,24407,26.5987795431789,9.89968071640438,13.1680867544539,84.1680129240711,46.1109746651301,49
"1624",2020,"47215","Okinawa-ken Nanjo-shi",44043,11409,447,440,4994,4091,6,9,5,0,18736,25.9042299570874,10.1491723997003,9.99023681402266,81.9183019623548,42.5402447608019,20
"1625",2020,"47301","Okinawa-ken Kunigami-son",4517,1550,31,74,19480,2973,1,7,1,0,2238,34.3148107150764,6.86296214301528,16.3825547930042,15.2618069815195,49.5461589550587,9
"1626",2020,"47302","Okinawa-ken Ogimi-son",3092,1146,19,51,6355,1468,0,1,1,1,1426,37.0633893919793,6.14489003880983,16.4941785252264,23.0999213217939,46.1190168175938,3
"1627",2020,"47303","Okinawa-ken Higashi-son",1598,587,11,24,8188,2254,2,3,1,0,864,36.7334167709637,6.88360450563204,15.0187734668335,27.5280898876405,54.0675844806008,6
"1628",2020,"47306","Okinawa-ken Nakijin-son",8894,3019,72,130,3993,2602,1,3,1,1,4118,33.9442320665617,8.0953451765235,14.6165954576119,65.1640370648635,46.3008769957275,6
"1629",2020,"47308","Okinawa-ken Motobu-cho",12530,4107,86,179,5436,3344,4,5,4,1,6063,32.7773343974461,6.8635275339186,14.2857142857143,61.5158204562178,48.3878691141261,14
"1630",2020,"47311","Okinawa-ken Onna-son",10869,2621,58,94,5084,2125,5,5,1,0,4679,24.1144539516055,5.33627748642929,8.64844971938541,41.7977970102282,43.0490385500046,11
"1631",2020,"47313","Okinawa-ken Ginoza-son",5833,1491,76,73,3130,1574,3,3,1,1,2866,25.5614606548946,13.0293159609121,12.5150008571918,50.2875399361022,49.134236242071,8
"1632",2020,"47314","Okinawa-ken Kin-cho",10806,3006,114,134,3784,1761,1,3,1,0,4418,27.8178789561355,10.5496946141033,12.4005182306126,46.5380549682875,40.8846936886915,5
"1633",2020,"47315","Okinawa-ken Ie-son",4118,1424,34,44,2278,2111,2,2,1,0,2218,34.5798931520155,8.25643516270034,10.6847984458475,92.6690079016681,53.861097620204,5
"1634",2020,"47324","Okinawa-ken Yomitan-son",41206,9050,376,317,3528,2657,7,5,2,1,15401,21.9628209484056,9.12488472552541,7.69305440955201,75.31179138322,37.3756249089938,15
"1635",2020,"47325","Okinawa-ken Kadena-cho",13521,3273,128,146,1512,1250,3,2,1,1,5004,24.206789438651,9.46675541749871,10.7980178980845,82.6719576719577,37.009096960284,7
"1636",2020,"47326","Okinawa-ken Chatan-cho",28201,5765,286,213,1393,1298,4,4,2,1,9955,20.4425374986703,10.1414843445268,7.55292365518953,93.1801866475233,35.3001666607567,11
"1637",2020,"47327","Okinawa-ken Kitanakagusuku-son",17969,4294,158,123,1154,957,1,3,1,1,6304,23.8967110022817,8.79292114196672,6.84512215482219,82.9289428076256,35.0826423284546,6
"1638",2020,"47328","Okinawa-ken Nakagusuku-son",22157,4113,248,154,1553,1295,3,3,1,0,9021,18.5629823532067,11.1928510177371,6.95039942230446,83.386992916935,40.7139955770185,7
"1639",2020,"47329","Okinawa-ken Nishihara-cho",34984,7514,268,219,1590,1359,5,5,3,1,14564,21.4783901211983,7.66064486622456,6.26000457351932,85.4716981132076,41.630459638692,14
"1640",2020,"47348","Okinawa-ken Yonabaru-cho",19695,3902,277,128,518,450,3,2,1,1,8132,19.8121350596598,14.0644833714141,6.4991114496065,86.8725868725869,41.2896674282813,7
"1641",2020,"47350","Okinawa-ken Haebaru-cho",40440,7862,581,261,1076,1015,5,4,3,2,17261,19.4411473788328,14.3669634025717,6.4540059347181,94.3308550185874,42.6829871414441,14
"1642",2020,"47353","Okinawa-ken Tokashiki-son",718,146,10,3,1923,190,1,2,1,0,430,20.3342618384401,13.9275766016713,4.17827298050139,9.88039521580863,59.8885793871866,4
"1643",2020,"47354","Okinawa-ken Zamami-son",892,187,8,10,1674,322,3,3,3,0,577,20.9641255605381,8.96860986547085,11.2107623318386,19.2353643966547,64.6860986547085,9
"1644",2020,"47355","Okinawa-ken Aguni-son",683,248,1,11,765,448,1,1,1,0,330,36.3103953147877,1.46412884333821,16.1054172767204,58.562091503268,48.3162518301611,3
"1645",2020,"47356","Okinawa-ken Tonaki-son",346,143,1,5,387,145,1,1,1,0,192,41.3294797687861,2.89017341040462,14.4508670520231,37.4677002583979,55.4913294797688,3
"1646",2020,"47357","Okinawa-ken Minamidaito-son",1285,316,7,5,3052,2198,1,1,1,0,830,24.591439688716,5.44747081712062,3.89105058365759,72.0183486238532,64.591439688716,3
