YEAR Code,YEAR,AREA Code,AREA,/ITEMS,A1101_Total population (Both sexes)[person],Annotation,A1303_Total population (65 and over)[person],Annotation,A4101_Number of live births[person],Annotation,A4200_Number of deaths[person],Annotation,A5103_Number of in-migrants from other municipalities[person],Annotation,A5104_Number of out-migrants to other municipalities[person],Annotation,B1102_Total land area (Incl. the northern territories and Takeshima)[ha],Annotation,B1103_Inhabitable area[ha],Annotation,"C210710_Number of establishments (Electricity, gas, heat supply and water)[number of establishments]",Annotation,C210712_Number of establishments (Transport and postal activities)[number of establishments],Annotation,C210713_Number of establishments (Wholesale and retail trade)[number of establishments],Annotation,C3109_Area of abandoned cropland[ha],Annotation,D320303_Total welfare expenditure (Municipality)[thousand yen],Annotation,E1101_Number of kindergartens[number of kindergartens],Annotation,E2101_Number of elementary schools[number of schools],Annotation,E3101_Number of lower secondary schools[number of schools],Annotation,E4101_Number of upper secondary schools[number of schools],Annotation,F1102_(Population census) Number of employed persons[person],Annotation,"I1101_Life expectancy (0 years old, Male)[years]",Annotation,"I1102_Life expectancy (0 years old, Female)[years]",Annotation,I5101_Number of hospitals[number of hospitals],Annotation,I5102_Number of general clinics[number of clinics],Annotation,I5103_Number of dental clinics[number of clinics],Annotation,J2301_Number of welfare institutions for the aged (Questionnaire about details)[number of establishments],Annotation,K4201_Number of recognitions of criminal offenses[number of cases],Annotation
2020100000,2020,14106,Kanagawa-ken Yokohama-shi Hodogaya-ku,,"207,811",,"53,928",,"1,192",,"2,121",,"11,267",,"10,217",,"2,193",,"1,985",,***,,***,,***,,***,,***,,15,,20,,10,,5,,"90,715",,***,,***,,6,,136,,103,,***,,***,
2020100000,2020,14107,Kanagawa-ken Yokohama-shi Isogo-ku,,"166,731",,"45,053",,"1,018",,"1,694",,"8,539",,"8,348",,"1,905",,"1,689",,***,,***,,***,,***,,***,,11,,16,,8,,3,,"75,412",,***,,***,,4,,125,,82,,***,,***,
2020100000,2020,14108,Kanagawa-ken Yokohama-shi Kanazawa-ku,,"198,939",,"58,735",,"1,052",,"1,945",,"7,750",,"7,884",,"3,096",,"2,603",,***,,***,,***,,***,,***,,11,,22,,11,,6,,"87,409",,***,,***,,7,,165,,111,,***,,***,
2020100000,2020,14109,Kanagawa-ken Yokohama-shi Kohoku-ku,,"358,530",,"68,932",,"3,159",,"2,475",,"22,830",,"20,799",,"3,140",,"2,949",,***,,***,,***,,***,,***,,22,,26,,12,,7,,"167,663",,***,,***,,7,,309,,209,,***,,***,
2020100000,2020,14110,Kanagawa-ken Yokohama-shi Totsuka-ku,,"283,709",,"72,489",,"1,996",,"2,456",,"12,171",,"11,180",,"3,579",,"3,169",,***,,***,,***,,***,,***,,17,,27,,12,,5,,"128,187",,***,,***,,13,,189,,126,,***,,***,
2020100000,2020,14111,Kanagawa-ken Yokohama-shi Konan-ku,,"215,248",,"61,517",,"1,327",,"2,153",,"9,477",,"8,924",,"1,990",,"1,867",,***,,***,,***,,***,,***,,16,,21,,10,,4,,"93,075",,***,,***,,11,,189,,118,,***,,***,
2020100000,2020,14112,Kanagawa-ken Yokohama-shi Asahi-ku,,"245,174",,"72,746",,"1,480",,"2,721",,"9,185",,"9,032",,"3,273",,"2,872",,***,,***,,***,,***,,***,,20,,25,,13,,7,,"105,360",,***,,***,,13,,171,,116,,***,,***,
2020100000,2020,14113,Kanagawa-ken Yokohama-shi Midori-ku,,"183,082",,"44,623",,"1,284",,"1,525",,"9,033",,"8,339",,"2,551",,"2,132",,***,,***,,***,,***,,***,,15,,16,,9,,5,,"84,358",,***,,***,,8,,130,,92,,***,,***,
2020100000,2020,14114,Kanagawa-ken Yokohama-shi Seya-ku,,"122,623",,"34,579",,767,,"1,311",,"4,835",,"4,765",,"1,717",,"1,600",,***,,***,,***,,***,,***,,10,,11,,6,,3,,"52,315",,***,,***,,5,,86,,56,,***,,***,
2020100000,2020,14115,Kanagawa-ken Yokohama-shi Sakae-ku,,"120,194",,"37,447",,718,,"1,251",,"5,444",,"5,331",,"1,852",,"1,509",,***,,***,,***,,***,,***,,8,,14,,7,,4,,"49,576",,***,,***,,2,,68,,49,,***,,***,
2020100000,2020,14116,Kanagawa-ken Yokohama-shi Izumi-ku,,"152,378",,"44,188",,971,,"1,569",,"5,922",,"5,615",,"2,358",,"2,188",,***,,***,,***,,***,,***,,8,,16,,7,,2,,"67,834",,***,,***,,5,,107,,72,,***,,***,
2020100000,2020,14117,Kanagawa-ken Yokohama-shi Aoba-ku,,"310,756",,"68,106",,"1,989",,"2,199",,"15,536",,"14,543",,"3,522",,"3,281",,***,,***,,***,,***,,***,,18,,32,,14,,4,,"138,217",,***,,***,,10,,280,,206,,***,,***,
2020100000,2020,14118,Kanagawa-ken Yokohama-shi Tsuzuki-ku,,"213,132",,"38,628",,"1,511",,"1,275",,"10,498",,"10,238",,"2,787",,"2,637",,***,,***,,***,,***,,***,,12,,22,,10,,5,,"99,419",,***,,***,,3,,191,,114,,***,,***,
2020100000,2020,14130,Kanagawa-ken Kawasaki-shi,,"1,538,262",,"301,151",,"12,480",,"11,594",,"97,199",,"91,612",,"14,301",,"13,633",,***,,***,,***,,***,,***,,80,,118,,58,,25,,"717,354",,***,,***,,39,,"1,023",,757,,***,,***,
2020100000,2020,14131,Kanagawa-ken Kawasaki-shi Kawasaki-ku,,"232,965",,"49,709",,"1,427",,"2,328",,"14,249",,"13,685",,"3,953",,"3,953",,***,,***,,***,,***,,***,,18,,20,,11,,3,,"106,850",,***,,***,,10,,155,,126,,***,,***,
2020100000,2020,14132,Kanagawa-ken Kawasaki-shi Saiwai-ku,,"171,119",,"36,643",,"1,630",,"1,483",,"9,775",,"9,409",,"1,001",,"1,001",,***,,***,,***,,***,,***,,10,,13,,5,,2,,"83,203",,***,,***,,4,,125,,84,,***,,***,
2020100000,2020,14133,Kanagawa-ken Kawasaki-shi Nakahara-ku,,"263,683",,"39,332",,"2,690",,"1,614",,"19,812",,"19,000",,"1,474",,"1,468",,***,,***,,***,,***,,***,,13,,20,,10,,6,,"133,963",,***,,***,,5,,207,,174,,***,,***,
2020100000,2020,14134,Kanagawa-ken Kawasaki-shi Takatsu-ku,,"234,328",,"43,090",,"1,912",,"1,516",,"15,424",,"14,885",,"1,636",,"1,539",,***,,***,,***,,***,,***,,10,,16,,6,,2,,"107,859",,***,,***,,5,,136,,103,,***,,***,
2020100000,2020,14135,Kanagawa-ken Kawasaki-shi Tama-ku,,"221,734",,"42,661",,"1,823",,"1,591",,"15,457",,"14,008",,"2,050",,"1,904",,***,,***,,***,,***,,***,,12,,15,,9,,8,,"103,066",,***,,***,,3,,139,,92,,***,,***,
2020100000,2020,14136,Kanagawa-ken Kawasaki-shi Miyamae-ku,,"233,728",,"47,043",,"1,757",,"1,669",,"12,933",,"11,805",,"1,861",,"1,761",,***,,***,,***,,***,,***,,9,,17,,8,,1,,"105,577",,***,,***,,4,,130,,93,,***,,***,
2020100000,2020,14137,Kanagawa-ken Kawasaki-shi Asao-ku,,"180,705",,"42,673",,"1,241",,"1,393",,"9,549",,"8,820",,"2,325",,"2,006",,***,,***,,***,,***,,***,,8,,17,,9,,3,,"76,836",,***,,***,,8,,131,,85,,***,,***,
2020100000,2020,14150,Kanagawa-ken Sagamihara-shi,,"725,493",,"185,236",,"4,563",,"6,671",,"31,940",,"29,578",,"32,891",,"14,006",,***,,***,,***,,***,,***,,48,,73,,38,,18,,"322,184",,***,,***,,35,,428,,363,,***,,***,
2020100000,2020,14151,Kanagawa-ken Sagamihara-shi Midori-ku,,"170,207",,"47,692",,949,,"1,689",,"6,577",,"6,860",,"25,393",,"6,844",,***,,***,,***,,***,,***,,12,,27,,13,,6,,"76,619",,***,,***,,10,,100,,74,,***,,***,
2020100000,2020,14152,Kanagawa-ken Sagamihara-shi Chuo-ku,,"273,875",,"66,752",,"1,783",,"2,474",,"11,752",,"10,519",,"3,687",,"3,618",,***,,***,,***,,***,,***,,19,,21,,11,,6,,"121,081",,***,,***,,9,,140,,131,,***,,***,
2020100000,2020,14153,Kanagawa-ken Sagamihara-shi Minami-ku,,"281,411",,"70,792",,"1,831",,"2,508",,"13,611",,"12,199",,"3,811",,"3,544",,***,,***,,***,,***,,***,,17,,25,,14,,6,,"124,484",,***,,***,,16,,188,,158,,***,,***,
2020100000,2020,14201,Kanagawa-ken Yokosuka-shi,,"388,078",,"124,727",,"2,025",,"4,879",,"13,067",,"14,449",,"10,082",,"7,085",,***,,***,,***,,***,,***,,34,,47,,25,,12,,"172,129",,***,,***,,12,,306,,221,,***,,***,
2020100000,2020,14203,Kanagawa-ken Hiratsuka-shi,,"258,422",,"72,510",,"1,513",,"2,685",,"8,313",,"7,419",,"6,782",,"6,287",,***,,***,,***,,***,,***,,23,,29,,17,,6,,"110,809",,***,,***,,9,,189,,135,,***,,***,
2020100000,2020,14204,Kanagawa-ken Kamakura-shi,,"172,710",,"53,378",,890,,"1,945",,"7,741",,"6,362",,"3,967",,"2,682",,***,,***,,***,,***,,***,,21,,19,,16,,10,,"75,824",,***,,***,,12,,178,,130,,***,,***,
2020100000,2020,14205,Kanagawa-ken Fujisawa-shi,,"436,905",,"106,517",,"3,223",,"3,828",,"19,104",,"15,860",,"6,956",,"6,380",,***,,***,,***,,***,,***,,32,,38,,25,,15,,"198,078",,***,,***,,16,,416,,273,,***,,***,
2020100000,2020,14206,Kanagawa-ken Odawara-shi,,"188,856",,"56,588",,"1,047",,"2,322",,"6,200",,"6,397",,"11,360",,"7,134",,***,,***,,***,,***,,***,,16,,26,,13,,7,,"88,058",,***,,***,,13,,152,,109,,***,,***,
2020100000,2020,14207,Kanagawa-ken Chigasaki-shi,,"242,389",,"64,882",,"1,539",,"2,244",,"8,531",,"7,402",,"3,570",,"3,272",,***,,***,,***,,***,,***,,14,,20,,14,,5,,"105,229",,***,,***,,7,,162,,131,,***,,***,
2020100000,2020,14208,Kanagawa-ken Zushi-shi,,"57,060",,"17,948",,302,,688,,"2,314",,"1,960",,"1,728",,852,,***,,***,,***,,***,,***,,5,,6,,5,,4,,"24,940",,***,,***,,2,,73,,42,,***,,***,
2020100000,2020,14210,Kanagawa-ken Miura-shi,,"42,069",,"17,158",,132,,709,,"1,187",,"1,209",,"3,205",,"2,602",,***,,***,,***,,***,,***,,3,,8,,3,,1,,"19,391",,***,,***,,2,,27,,22,,***,,***,
2020100000,2020,14211,Kanagawa-ken Hadano-shi,,"162,439",,"48,518",,822,,"1,573",,"5,245",,"5,222",,"10,376",,"4,960",,***,,***,,***,,***,,***,,10,,13,,9,,3,,"71,612",,***,,***,,9,,100,,81,,***,,***,
2020100000,2020,14212,Kanagawa-ken Atsugi-shi,,"223,705",,"57,522",,"1,321",,"2,013",,"8,750",,"8,918",,"9,384",,"6,735",,***,,***,,***,,***,,***,,18,,24,,13,,6,,"102,229",,***,,***,,12,,154,,104,,***,,***,
2020100000,2020,14213,Kanagawa-ken Yamato-shi,,"239,169",,"56,696",,"1,716",,"1,970",,"12,127",,"10,255",,"2,709",,"2,588",,***,,***,,***,,***,,***,,16,,20,,10,,6,,"100,085",,***,,***,,9,,178,,142,,***,,***,
2020100000,2020,14214,Kanagawa-ken Isehara-shi,,"101,780",,"26,579",,680,,895,,"4,304",,"4,391",,"5,556",,"3,472",,***,,***,,***,,***,,***,,5,,10,,4,,3,,"46,751",,***,,***,,3,,66,,52,,***,,***,
2020100000,2020,14215,Kanagawa-ken Ebina-shi,,"136,516",,"33,825",,"1,012",,"1,061",,"6,883",,"5,299",,"2,659",,"2,608",,***,,***,,***,,***,,***,,7,,13,,6,,3,,"61,753",,***,,***,,4,,96,,55,,***,,***,
2020100000,2020,14216,Kanagawa-ken Zama-shi,,"132,325",,"33,638",,801,,"1,162",,"6,280",,"5,818",,"1,757",,"1,662",,***,,***,,***,,***,,***,,9,,11,,6,,3,,"56,009",,***,,***,,4,,57,,63,,***,,***,
2020100000,2020,14217,Kanagawa-ken Minamiashigara-shi,,"40,841",,"13,440",,155,,523,,"1,136",,"1,364",,"7,712",,"2,506",,***,,***,,***,,***,,***,,6,,6,,3,,1,,"19,326",,***,,***,,2,,24,,16,,***,,***,
2020100000,2020,14218,Kanagawa-ken Ayase-shi,,"83,913",,"23,186",,467,,772,,"3,310",,"3,459",,"2,214",,"2,056",,***,,***,,***,,***,,***,,9,,10,,5,,2,,"36,070",,***,,***,,1,,34,,27,,***,,***,
2020100000,2020,14301,Kanagawa-ken Hayama-machi,,"31,665",,"10,071",,139,,357,,"1,159",,"1,063",,"1,704",,826,,***,,***,,***,,***,,***,,5,,4,,2,,0,,"13,996",,***,,***,,1,,17,,17,,***,,***,
2020100000,2020,14321,Kanagawa-ken Samukawa-machi,,"48,348",,"13,250",,311,,460,,"1,997",,"1,648",,"1,334",,"1,309",,***,,***,,***,,***,,***,,3,,5,,3,,1,,"23,151",,***,,***,,2,,22,,18,,***,,***,
2020100000,2020,14341,Kanagawa-ken Oiso-machi,,"31,634",,"10,853",,154,,376,,"1,081",,954,,"1,718",,"1,227",,***,,***,,***,,***,,***,,3,,4,,4,,1,,"14,330",,***,,***,,1,,18,,17,,***,,***,
2020100000,2020,14342,Kanagawa-ken Ninomiya-machi,,"27,564",,"9,682",,124,,352,,869,,871,,908,,754,,***,,***,,***,,***,,***,,5,,3,,2,,1,,"12,349",,***,,***,,0,,22,,19,,***,,***,
2020100000,2020,14361,Kanagawa-ken Nakai-machi,,"9,300",,"3,303",,26,,103,,240,,282,,"1,999",,"1,339",,***,,***,,***,,***,,***,,0,,2,,1,,0,,"4,497",,***,,***,,1,,8,,4,,***,,***,
2020100000,2020,14362,Kanagawa-ken Oi-machi,,"17,129",,"4,963",,92,,174,,627,,579,,"1,438",,"1,097",,***,,***,,***,,***,,***,,3,,3,,1,,1,,"8,298",,***,,***,,1,,9,,7,,***,,***,
2020100000,2020,14363,Kanagawa-ken Matsuda-machi,,"10,836",,"3,651",,52,,141,,330,,603,,"3,775",,923,,***,,***,,***,,***,,***,,2,,2,,1,,1,,"5,322",,***,,***,,1,,9,,5,,***,,***,
2020100000,2020,14364,Kanagawa-ken Yamakita-machi,,"9,761",,"3,873",,24,,163,,250,,251,,"22,461",,"2,629",,***,,***,,***,,***,,***,,2,,2,,1,,1,,"4,903",,***,,***,,0,,6,,3,,***,,***,
2020100000,2020,14366,Kanagawa-ken Kaisei-machi,,"18,329",,"4,768",,141,,156,,744,,521,,655,,655,,***,,***,,***,,***,,***,,1,,2,,1,,1,,"9,071",,***,,***,,1,,20,,10,,***,,***,
2020100000,2020,14382,Kanagawa-ken Hakone-machi,,"11,293",,"4,120",,24,,180,,"1,062",,"1,082",,"9,286",,"1,734",,***,,***,,***,,***,,***,,1,,5,,2,,1,,"6,274",,***,,***,,1,,8,,6,,***,,***,
2020100000,2020,14383,Kanagawa-ken Manazuru-machi,,"6,722",,"2,923",,18,,111,,206,,207,,705,,349,,***,,***,,***,,***,,***,,1,,1,,1,,0,,"3,076",,***,,***,,0,,3,,2,,***,,***,
2020100000,2020,14384,Kanagawa-ken Yugawara-machi,,"23,426",,"9,961",,68,,402,,969,,956,,"4,097",,"1,037",,***,,***,,***,,***,,***,,2,,3,,1,,0,,"10,554",,***,,***,,3,,21,,15,,***,,***,
2020100000,2020,14401,Kanagawa-ken Aikawa-machi,,"39,869",,"11,947",,165,,438,,"1,577",,"1,605",,"3,428",,"1,910",,***,,***,,***,,***,,***,,4,,6,,3,,1,,"19,813",,***,,***,,1,,21,,11,,***,,***,
2020100000,2020,14402,Kanagawa-ken Kiyokawa-mura,,"3,038",,"1,131",,11,,35,,73,,92,,"7,124",,754,,***,,***,,***,,***,,***,,1,,2,,2,,0,,"1,317",,***,,***,,1,,2,,1,,***,,***,
2020100000,2020,15100,Niigata-ken Niigata-shi,,"789,275",,"230,990",,"5,154",,"8,974",,"28,076",,"27,868",,"72,627",,"67,053",,***,,***,,***,,***,,***,,36,,108,,61,,28,,"376,334",,***,,***,,44,,645,,490,,***,,***,
2020100000,2020,15101,Niigata-ken Niigata-shi Kita-ku,,"72,804",,"22,508",,394,,902,,"2,018",,"2,193",,"10,761",,"10,475",,***,,***,,***,,***,,***,,4,,11,,8,,2,,"34,516",,***,,***,,4,,40,,31,,***,,***,
2020100000,2020,15102,Niigata-ken Niigata-shi Higashi-ku,,"134,446",,"38,819",,934,,"1,485",,"4,716",,"4,878",,"3,862",,"3,857",,***,,***,,***,,***,,***,,4,,12,,8,,2,,"63,228",,***,,***,,5,,88,,70,,***,,***,
2020100000,2020,15103,Niigata-ken Niigata-shi Chuo-ku,,"180,345",,"46,509",,"1,239",,"1,856",,"9,376",,"9,217",,"3,775",,"3,586",,***,,***,,***,,***,,***,,12,,19,,10,,11,,"85,331",,***,,***,,14,,222,,164,,***,,***,
2020100000,2020,15104,Niigata-ken Niigata-shi Konan-ku,,"67,972",,"20,495",,486,,819,,"2,492",,"2,220",,"7,542",,"7,542",,***,,***,,***,,***,,***,,2,,10,,7,,2,,"33,092",,***,,***,,2,,52,,34,,***,,***,
2020100000,2020,15105,Niigata-ken Niigata-shi Akiha-ku,,"75,069",,"23,887",,499,,914,,"1,915",,"1,805",,"9,538",,"8,065",,***,,***,,***,,***,,***,,8,,12,,6,,3,,"35,696",,***,,***,,3,,48,,41,,***,,***,
2020100000,2020,15106,Niigata-ken Niigata-shi Minami-ku,,"43,437",,"13,657",,282,,578,,"1,086",,"1,177",,"10,091",,"10,091",,***,,***,,***,,***,,***,,1,,11,,6,,1,,"23,173",,***,,***,,3,,30,,21,,***,,***,
2020100000,2020,15107,Niigata-ken Niigata-shi Nishi-ku,,"160,656",,"46,131",,"1,041",,"1,723",,"5,460",,"5,068",,"9,400",,"9,074",,***,,***,,***,,***,,***,,3,,20,,10,,5,,"73,542",,***,,***,,9,,120,,101,,***,,***,
2020100000,2020,15108,Niigata-ken Niigata-shi Nishikan-ku,,"54,546",,"18,984",,279,,697,,"1,013",,"1,310",,"17,657",,"14,362",,***,,***,,***,,***,,***,,2,,13,,6,,2,,"27,756",,***,,***,,4,,45,,28,,***,,***,
2020100000,2020,15202,Niigata-ken Nagaoka-shi,,"266,936",,"83,371",,"1,618",,"3,468",,"5,661",,"6,345",,"89,106",,"45,338",,***,,***,,***,,***,,***,,5,,56,,29,,11,,"128,543",,***,,***,,11,,175,,120,,***,,***,
2020100000,2020,15204,Niigata-ken Sanjo-shi,,"94,642",,"31,258",,535,,"1,311",,"1,474",,"1,985",,"43,197",,"14,957",,***,,***,,***,,***,,***,,3,,19,,8,,4,,"49,378",,***,,***,,7,,68,,48,,***,,***,
2020100000,2020,15205,Niigata-ken Kashiwazaki-shi,,"81,526",,"27,398",,412,,"1,230",,"1,654",,"1,992",,"44,203",,"15,419",,***,,***,,***,,***,,***,,5,,20,,11,,5,,"38,970",,***,,***,,5,,58,,37,,***,,***,
2020100000,2020,15206,Niigata-ken Shibata-shi,,"94,927",,"30,646",,588,,"1,283",,"2,385",,"2,460",,"53,311",,"25,385",,***,,***,,***,,***,,***,,2,,19,,10,,7,,"47,539",,***,,***,,6,,79,,50,,***,,***,
2020100000,2020,15208,Niigata-ken Ojiya-shi,,"34,096",,"12,092",,177,,495,,572,,887,,"15,519",,"9,016",,***,,***,,***,,***,,***,,0,,8,,5,,2,,"17,202",,***,,***,,2,,24,,15,,***,,***,
2020100000,2020,15209,Niigata-ken Kamo-shi,,"25,441",,"9,356",,113,,418,,359,,636,,"13,372",,"3,824",,***,,***,,***,,***,,***,,3,,7,,5,,3,,"12,736",,***,,***,,1,,20,,12,,***,,***,
2020100000,2020,15210,Niigata-ken Tokamachi-shi,,"49,820",,"19,838",,243,,780,,753,,"1,157",,"59,039",,"19,146",,***,,***,,***,,***,,***,,2,,18,,10,,4,,"26,103",,***,,***,,2,,35,,19,,***,,***,
2020100000,2020,15211,Niigata-ken Mitsuke-shi,,"39,237",,"12,939",,236,,521,,906,,872,,"7,791",,"4,995",,***,,***,,***,,***,,***,,2,,8,,4,,1,,"20,045",,***,,***,,1,,28,,21,,***,,***,
2020100000,2020,15212,Niigata-ken Murakami-shi,,"57,418",,"22,619",,297,,973,,977,,"1,285",,"117,417",,"24,172",,***,,***,,***,,***,,***,,2,,13,,7,,3,,"28,555",,***,,***,,7,,41,,29,,***,,***,
2020100000,2020,15213,Niigata-ken Tsubame-shi,,"77,201",,"24,060",,467,,942,,"1,688",,"1,759",,"11,094",,"10,441",,***,,***,,***,,***,,***,,1,,15,,5,,2,,"41,335",,***,,***,,2,,72,,39,,***,,***,
2020100000,2020,15216,Niigata-ken Itoigawa-shi,,"40,765",,"16,296",,174,,689,,639,,940,,"74,624",,"13,613",,***,,***,,***,,***,,***,,3,,14,,4,,3,,"19,998",,***,,***,,2,,34,,17,,***,,***,
2020100000,2020,15217,Niigata-ken Myoko-shi,,"30,383",,"11,319",,151,,551,,672,,917,,"44,563",,"12,071",,***,,***,,***,,***,,***,,0,,8,,3,,1,,"14,978",,***,,***,,2,,13,,12,,***,,***,
2020100000,2020,15218,Niigata-ken Gosen-shi,,"47,625",,"17,143",,213,,722,,666,,984,,"35,191",,"15,309",,***,,***,,***,,***,,***,,1,,9,,4,,2,,"24,053",,***,,***,,2,,38,,22,,***,,***,
2020100000,2020,15222,Niigata-ken Joetsu-shi,,"188,047",,"61,460",,"1,100",,"2,519",,"4,112",,"4,651",,"97,389",,"43,005",,***,,***,,***,,***,,***,,7,,51,,23,,11,,"94,235",,***,,***,,10,,140,,91,,***,,***,
2020100000,2020,15223,Niigata-ken Agano-shi,,"40,696",,"14,011",,218,,587,,716,,863,,"19,274",,"12,017",,***,,***,,***,,***,,***,,4,,8,,4,,1,,"20,647",,***,,***,,2,,25,,17,,***,,***,
2020100000,2020,15224,Niigata-ken Sado-shi,,"51,492",,"21,927",,248,,"1,124",,964,,"1,202",,"85,568",,"24,204",,***,,***,,***,,***,,***,,3,,22,,13,,4,,"26,029",,***,,***,,5,,40,,19,,***,,***,
2020100000,2020,15225,Niigata-ken Uonuma-shi,,"34,483",,"12,899",,199,,475,,578,,879,,"94,676",,"15,770",,***,,***,,***,,***,,***,,2,,9,,5,,2,,"17,946",,***,,***,,2,,25,,12,,***,,***,
2020100000,2020,15226,Niigata-ken Minamiuonuma-shi,,"54,851",,"18,391",,323,,767,,"1,112",,"1,412",,"58,455",,"19,533",,***,,***,,***,,***,,***,,0,,17,,4,,4,,"28,656",,***,,***,,5,,25,,17,,***,,***,
2020100000,2020,15227,Niigata-ken Tainai-shi,,"28,509",,"10,262",,132,,428,,586,,736,,"26,489",,"10,422",,***,,***,,***,,***,,***,,0,,5,,4,,2,,"13,953",,***,,***,,2,,23,,13,,***,,***,
2020100000,2020,15307,Niigata-ken Seiro-machi,,"14,259",,"3,716",,130,,160,,394,,555,,"3,758",,"3,531",,***,,***,,***,,***,,***,,3,,3,,1,,0,,"7,220",,***,,***,,2,,5,,6,,***,,***,
2020100000,2020,15342,Niigata-ken Yahiko-mura,,"7,705",,"2,471",,35,,92,,135,,170,,"2,517",,"1,722",,***,,***,,***,,***,,***,,0,,1,,1,,0,,"4,154",,***,,***,,0,,5,,2,,***,,***,
2020100000,2020,15361,Niigata-ken Tagami-machi,,"11,227",,"4,228",,39,,144,,199,,265,,"3,171",,"2,037",,***,,***,,***,,***,,***,,1,,2,,1,,0,,"5,462",,***,,***,,0,,5,,5,,***,,***,
2020100000,2020,15385,Niigata-ken Aga-machi,,"9,965",,"4,944",,30,,248,,139,,269,,"95,289",,"18,024",,***,,***,,***,,***,,***,,0,,3,,2,,1,,"4,469",,***,,***,,1,,8,,8,,***,,***,
2020100000,2020,15405,Niigata-ken Izumozaki-machi,,"4,113",,"1,803",,17,,89,,116,,104,,"4,438",,"1,370",,***,,***,,***,,***,,***,,0,,1,,1,,1,,"1,998",,***,,***,,0,,4,,1,,***,,***,
2020100000,2020,15461,Niigata-ken Yuzawa-machi,,"7,767",,"2,958",,40,,109,,454,,427,,"35,729",,"6,187",,***,,***,,***,,***,,***,,0,,1,,1,,0,,"3,822",,***,,***,,1,,3,,4,,***,,***,
2020100000,2020,15482,Niigata-ken Tsunan-machi,,"8,989",,"3,767",,39,,194,,154,,180,,"17,021",,"5,985",,***,,***,,***,,***,,***,,0,,4,,1,,0,,"4,914",,***,,***,,1,,8,,3,,***,,***,
2020100000,2020,15504,Niigata-ken Kariwa-mura,,"4,380",,"1,408",,29,,51,,85,,138,,"2,627",,"1,521",,***,,***,,***,,***,,***,,0,,1,,1,,0,,"2,224",,***,,***,,0,,1,,1,,***,,***,
2020100000,2020,15581,Niigata-ken Sekikawa-mura,,"5,144",,"2,219",,21,,103,,99,,167,,"29,961",,"7,329",,***,,***,,***,,***,,***,,0,,1,,1,,0,,"2,649",,***,,***,,0,,5,,2,,***,,***,
2020100000,2020,15586,Niigata-ken Awashimaura-mura,,353,,146,,3,,8,,43,,34,,978,,115,,***,,***,,***,,***,,***,,0,,1,,1,,0,,263,,***,,***,,0,,1,,0,,***,,***,
2020100000,2020,16201,Toyama-ken Toyama-shi,,"413,938",,"122,767",,"2,786",,"4,721",,"9,636",,"9,681",,"124,174",,"47,073",,***,,***,,***,,***,,***,,22,,67,,29,,20,,"210,596",,***,,***,,46,,340,,187,,***,,***,
2020100000,2020,16202,Toyama-ken Takaoka-shi,,"166,393",,"54,956",,987,,"2,123",,"4,031",,"4,334",,"20,957",,"14,251",,***,,***,,***,,***,,***,,6,,24,,11,,11,,"84,258",,***,,***,,16,,136,,85,,***,,***,
2020100000,2020,16204,Toyama-ken Uozu-shi,,"40,535",,"13,906",,255,,565,,953,,"1,133",,"20,061",,"7,683",,***,,***,,***,,***,,***,,1,,5,,2,,4,,"19,553",,***,,***,,6,,31,,21,,***,,***,
2020100000,2020,16205,Toyama-ken Himi-shi,,"43,950",,"17,391",,183,,700,,570,,899,,"23,054",,"9,576",,***,,***,,***,,***,,***,,1,,9,,4,,1,,"21,979",,***,,***,,4,,31,,14,,***,,***,
2020100000,2020,16206,Toyama-ken Namerikawa-shi,,"32,349",,"9,744",,200,,367,,957,,952,,"5,462",,"4,761",,***,,***,,***,,***,,***,,1,,7,,2,,1,,"17,329",,***,,***,,2,,20,,9,,***,,***,
2020100000,2020,16207,Toyama-ken Kurobe-shi,,"39,638",,"12,517",,246,,484,,"1,083",,"1,172",,"42,631",,"21,984",,***,,***,,***,,***,,***,,3,,9,,2,,1,,"20,484",,***,,***,,4,,25,,17,,***,,***,
2020100000,2020,16208,Toyama-ken Tonami-shi,,"48,154",,"14,593",,280,,516,,"1,239",,"1,437",,"12,703",,"9,246",,***,,***,,***,,***,,***,,3,,8,,4,,2,,"25,464",,***,,***,,6,,35,,19,,***,,***,
2020100000,2020,16209,Toyama-ken Oyabe-shi,,"28,983",,"10,817",,162,,407,,586,,620,,"13,407",,"7,494",,***,,***,,***,,***,,***,,0,,5,,4,,3,,"15,124",,***,,***,,6,,16,,11,,***,,***,
2020100000,2020,16210,Toyama-ken Nanto-shi,,"47,937",,"18,753",,236,,760,,778,,"1,035",,"66,864",,"15,527",,***,,***,,***,,***,,***,,0,,9,,8,,3,,"25,494",,***,,***,,4,,32,,16,,***,,***,
2020100000,2020,16211,Toyama-ken Imizu-shi,,"90,742",,"27,743",,540,,"1,100",,"2,335",,"2,356",,"10,944",,"9,756",,***,,***,,***,,***,,***,,4,,16,,6,,3,,"46,499",,***,,***,,6,,49,,34,,***,,***,
2020100000,2020,16321,Toyama-ken Funahashi-mura,,"3,132",,631,,25,,31,,176,,117,,347,,347,,***,,***,,***,,***,,***,,0,,1,,1,,0,,"1,745",,***,,***,,0,,1,,2,,***,,***,
