YEAR Code,YEAR,AREA Code,AREA,/ITEMS,A1101_Total population (Both sexes)[person],Annotation,A1303_Total population (65 and over)[person],Annotation,A4101_Number of live births[person],Annotation,A4200_Number of deaths[person],Annotation,A5103_Number of in-migrants from other municipalities[person],Annotation,A5104_Number of out-migrants to other municipalities[person],Annotation,B1102_Total land area (Incl. the northern territories and Takeshima)[ha],Annotation,B1103_Inhabitable area[ha],Annotation,"C210710_Number of establishments (Electricity, gas, heat supply and water)[number of establishments]",Annotation,C210712_Number of establishments (Transport and postal activities)[number of establishments],Annotation,C210713_Number of establishments (Wholesale and retail trade)[number of establishments],Annotation,C3109_Area of abandoned cropland[ha],Annotation,D320303_Total welfare expenditure (Municipality)[thousand yen],Annotation,E1101_Number of kindergartens[number of kindergartens],Annotation,E2101_Number of elementary schools[number of schools],Annotation,E3101_Number of lower secondary schools[number of schools],Annotation,E4101_Number of upper secondary schools[number of schools],Annotation,F1102_(Population census) Number of employed persons[person],Annotation,"I1101_Life expectancy (0 years old, Male)[years]",Annotation,"I1102_Life expectancy (0 years old, Female)[years]",Annotation,I5101_Number of hospitals[number of hospitals],Annotation,I5102_Number of general clinics[number of clinics],Annotation,I5103_Number of dental clinics[number of clinics],Annotation,J2301_Number of welfare institutions for the aged (Questionnaire about details)[number of establishments],Annotation,K4201_Number of recognitions of criminal offenses[number of cases],Annotation
2000100000,2000,01227,Hokkaido Utashinai-shi,,"5,941",,"1,939",,27,,83,,***,,***,,"5,599",,"1,409",,***,,***,,***,,***,,"1,883,533",,1,,2,,1,,1,,"2,183",,***,,***,,1,,5,,3,,6,,-,
2000100000,2000,01228,Hokkaido Fukagawa-shi,,"27,579",,"7,173",,188,,298,,***,,***,,"52,912",,"21,650",,***,,***,,***,,***,,"3,247,626",,3,,6,,5,,3,,"13,657",,***,,***,,6,,17,,18,,10,,-,
2000100000,2000,01229,Hokkaido Furano-shi,,"26,112",,"5,565",,234,,205,,***,,***,,"60,083",,"19,088",,***,,***,,***,,***,,"2,466,099",,4,,11,,7,,3,,"13,720",,***,,***,,4,,15,,10,,7,,-,
2000100000,2000,01230,Hokkaido Noboribetsu-shi,,"54,761",,"11,097",,412,,468,,***,,***,,"21,211",,"3,102",,***,,***,,***,,***,,"5,319,435",,7,,9,,6,,3,,"24,167",,***,,***,,6,,17,,20,,7,,-,
2000100000,2000,01231,Hokkaido Eniwa-shi,,"65,239",,"9,313",,612,,370,,***,,***,,"29,487",,"9,711",,***,,***,,***,,***,,"4,630,033",,7,,8,,5,,2,,"30,926",,***,,***,,7,,26,,30,,5,,-,
2000100000,2000,01233,Hokkaido Date-shi,,"37,139",,"8,718",,255,,343,,***,,***,,"44,428",,"11,117",,***,,***,,***,,***,,"4,297,001",,3,,12,,8,,2,,"16,999",,***,,***,,4,,23,,17,,14,,-,
2000100000,2000,01234,Hokkaido Kitahiroshima-shi,,"57,731",,"8,723",,402,,329,,***,,***,,"11,854",,"7,241",,***,,***,,***,,***,,"3,939,807",,8,,10,,6,,3,,"26,051",,***,,***,,5,,29,,26,,8,,-,
2000100000,2000,01235,Hokkaido Ishikari-shi,,"59,734",,"9,701",,444,,377,,***,,***,,"72,184",,"22,213",,***,,***,,***,,***,,"4,410,138",,6,,14,,9,,3,,"28,707",,***,,***,,6,,27,,25,,16,,-,
2000100000,2000,01236,Hokkaido Hokuto-shi,,"46,804",,"8,061",,448,,340,,***,,***,,"39,729",,"9,725",,***,,***,,***,,***,,"3,247,466",,4,,11,,5,,3,,"21,985",,***,,***,,1,,21,,17,,9,,-,
2000100000,2000,01303,Hokkaido Tobetsu-cho,,"20,778",,"3,524",,142,,135,,***,,***,,"42,271",,"16,199",,***,,***,,***,,***,,"2,297,329",,2,,7,,4,,1,,"9,676",,***,,***,,2,,12,,8,,5,,-,
2000100000,2000,01304,Hokkaido Shinshinotsu-mura,,"3,940",,904,,26,,40,,***,,***,,"7,824",,"7,622",,***,,***,,***,,***,,"396,414",,0,,1,,1,,0,,"2,117",,***,,***,,0,,3,,1,,3,,-,
2000100000,2000,01331,Hokkaido Matsumae-cho,,"11,108",,"2,968",,63,,157,,***,,***,,"29,308",,"2,775",,***,,***,,***,,***,,"1,010,634",,1,,8,,2,,1,,"5,275",,***,,***,,1,,4,,4,,3,,-,
2000100000,2000,01332,Hokkaido Fukushima-cho,,"6,795",,"1,750",,42,,74,,***,,***,,"18,723",,"1,387",,***,,***,,***,,***,,"534,692",,2,,4,,2,,1,,"3,105",,***,,***,,0,,3,,4,,4,,-,
2000100000,2000,01333,Hokkaido Shiriuchi-cho,,"5,832",,"1,346",,43,,56,,***,,***,,"19,666",,"3,739",,***,,***,,***,,***,,"412,416",,1,,4,,1,,1,,"2,809",,***,,***,,0,,5,,2,,5,,-,
2000100000,2000,01334,Hokkaido Kikonai-cho,,"6,665",,"1,880",,52,,86,,***,,***,,"22,186",,"2,573",,***,,***,,***,,***,,"624,624",,0,,5,,1,,1,,"2,990",,***,,***,,1,,4,,3,,4,,-,
2000100000,2000,01337,Hokkaido Nanae-cho,,"28,354",,"5,964",,210,,220,,***,,***,,"21,661",,"8,083",,***,,***,,***,,***,,"1,726,322",,2,,9,,3,,1,,"13,103",,***,,***,,2,,14,,11,,7,,-,
2000100000,2000,01343,Hokkaido Shikabe-cho,,"4,907",,896,,41,,47,,***,,***,,"11,055",,"2,152",,***,,***,,***,,***,,"303,698",,1,,1,,1,,0,,"2,221",,***,,***,,0,,3,,1,,4,,-,
2000100000,2000,01345,Hokkaido Mori-machi,,"20,233",,"4,654",,158,,216,,***,,***,,"36,827",,"6,646",,***,,***,,***,,***,,"1,745,812",,2,,10,,2,,1,,"10,289",,***,,***,,3,,10,,8,,10,,-,
2000100000,2000,01346,Hokkaido Yakumo-cho,,"21,438",,"4,565",,191,,205,,***,,***,,"95,591",,"13,938",,***,,***,,***,,***,,"1,771,102",,2,,15,,6,,2,,"10,826",,***,,***,,3,,6,,9,,8,,-,
2000100000,2000,01347,Hokkaido Oshamambe-cho,,"8,032",,"2,242",,48,,79,,***,,***,,"31,075",,"6,642",,***,,***,,***,,***,,"1,012,830",,1,,7,,1,,1,,"3,843",,***,,***,,1,,4,,4,,4,,-,
2000100000,2000,01361,Hokkaido Esashi-cho,,"10,959",,"2,391",,93,,112,,***,,***,,"10,957",,"2,712",,***,,***,,***,,***,,"1,221,628",,2,,5,,4,,2,,"5,337",,***,,***,,2,,8,,6,,6,,-,
2000100000,2000,01362,Hokkaido Kaminokuni-cho,,"7,152",,"1,726",,52,,87,,***,,***,,"54,757",,"4,416",,***,,***,,***,,***,,"731,494",,0,,7,,2,,1,,"3,267",,***,,***,,0,,4,,2,,5,,-,
2000100000,2000,01363,Hokkaido Assabu-cho,,"5,105",,"1,427",,43,,48,,***,,***,,"46,042",,"8,290",,***,,***,,***,,***,,"588,748",,0,,7,,4,,0,,"2,657",,***,,***,,1,,3,,2,,5,,-,
2000100000,2000,01364,Hokkaido Otobe-cho,,"5,143",,"1,269",,27,,50,,***,,***,,"16,254",,"2,518",,***,,***,,***,,***,,"439,706",,0,,5,,5,,0,,"2,681",,***,,***,,1,,2,,2,,4,,-,
2000100000,2000,01367,Hokkaido Okushiri-cho,,"3,921",,946,,32,,43,,***,,***,,"14,297",,"1,963",,***,,***,,***,,***,,"626,018",,2,,4,,2,,1,,"2,058",,***,,***,,1,,3,,1,,4,,-,
2000100000,2000,01370,Hokkaido Imakane-cho,,"6,906",,"1,761",,51,,71,,***,,***,,"56,814",,"12,107",,***,,***,,***,,***,,"751,799",,1,,9,,1,,0,,"3,630",,***,,***,,1,,3,,2,,5,,-,
2000100000,2000,01371,Hokkaido Setana-cho,,"11,842",,"3,393",,83,,136,,***,,***,,"63,855",,"13,680",,***,,***,,***,,***,,"1,400,664",,1,,18,,5,,3,,"5,827",,***,,***,,3,,5,,5,,12,,-,
2000100000,2000,01391,Hokkaido Shimamaki-mura,,"2,224",,663,,15,,29,,***,,***,,"43,725",,"4,395",,***,,***,,***,,***,,"372,880",,0,,1,,1,,0,,"1,084",,***,,***,,0,,1,,0,,2,,-,
2000100000,2000,01392,Hokkaido Suttsu-cho,,"4,114",,"1,228",,28,,52,,***,,***,,"9,534",,869,,***,,***,,***,,***,,"462,777",,0,,2,,1,,1,,"1,849",,***,,***,,1,,4,,2,,4,,-,
2000100000,2000,01393,Hokkaido Kuromatsunai-cho,,"3,608",,"1,024",,24,,66,,***,,***,,"34,547",,"3,935",,***,,***,,***,,***,,"488,483",,0,,3,,3,,0,,"1,721",,***,,***,,1,,6,,1,,6,,-,
2000100000,2000,01394,Hokkaido Rankoshi-cho,,"6,215",,"1,707",,40,,81,,***,,***,,"44,968",,"7,302",,***,,***,,***,,***,,"1,151,547",,2,,8,,1,,1,,"3,176",,***,,***,,1,,4,,3,,4,,-,
2000100000,2000,01395,Hokkaido Niseko-cho,,"4,553",,"1,081",,36,,48,,***,,***,,"19,713",,"5,264",,***,,***,,***,,***,,"435,293",,1,,3,,1,,1,,"2,364",,***,,***,,0,,2,,2,,4,,-,
2000100000,2000,01396,Hokkaido Makkari-mura,,"2,536",,627,,17,,28,,***,,***,,"11,443",,"3,627",,***,,***,,***,,***,,"288,859",,0,,4,,1,,1,,"1,430",,***,,***,,0,,3,,1,,4,,-,
2000100000,2000,01397,Hokkaido Rusutsu-mura,,"2,227",,438,,15,,18,,***,,***,,"11,992",,"3,788",,***,,***,,***,,***,,"312,438",,0,,2,,1,,1,,"1,351",,***,,***,,0,,2,,1,,4,,-,
2000100000,2000,01398,Hokkaido Kimobetsu-cho,,"2,843",,730,,28,,39,,***,,***,,"18,951",,"3,195",,***,,***,,***,,***,,"383,349",,0,,3,,1,,1,,"1,526",,***,,***,,1,,1,,2,,3,,-,
2000100000,2000,01399,Hokkaido Kyogoku-cho,,"3,505",,879,,30,,35,,***,,***,,"23,161",,"3,268",,***,,***,,***,,***,,"526,501",,0,,2,,1,,0,,"1,997",,***,,***,,2,,2,,2,,3,,-,
2000100000,2000,01400,Hokkaido Kutchan-cho,,"16,184",,"2,725",,162,,136,,***,,***,,"26,124",,"6,875",,***,,***,,***,,***,,"1,026,604",,3,,5,,2,,2,,"8,734",,***,,***,,1,,9,,7,,4,,-,
2000100000,2000,01401,Hokkaido Kyowa-cho,,"7,249",,"1,609",,82,,65,,***,,***,,"30,496",,"8,776",,***,,***,,***,,***,,"677,394",,2,,3,,1,,1,,"3,740",,***,,***,,0,,3,,2,,2,,-,
2000100000,2000,01402,Hokkaido Iwanai-cho,,"16,726",,"3,698",,132,,170,,***,,***,,"7,064",,"1,365",,***,,***,,***,,***,,"1,337,011",,3,,3,,2,,1,,"8,076",,***,,***,,1,,13,,10,,5,,-,
2000100000,2000,01403,Hokkaido Tomari-mura,,"2,040",,726,,19,,57,,***,,***,,"8,228",,485,,***,,***,,***,,***,,"621,068",,0,,1,,1,,0,,857,,***,,***,,0,,4,,1,,5,,-,
2000100000,2000,01404,Hokkaido Kamoenai-mura,,"1,325",,504,,14,,22,,***,,***,,"14,771",,849,,***,,***,,***,,***,,"310,465",,0,,1,,1,,0,,666,,***,,***,,0,,1,,1,,1,,-,
2000100000,2000,01405,Hokkaido Shakotan-cho,,"3,149",,"1,061",,17,,64,,***,,***,,"23,817",,"5,058",,***,,***,,***,,***,,"325,076",,0,,6,,1,,0,,"1,653",,***,,***,,0,,2,,1,,2,,-,
2000100000,2000,01406,Hokkaido Furubira-cho,,"4,318",,"1,197",,19,,50,,***,,***,,"18,839",,"2,445",,***,,***,,***,,***,,"451,071",,1,,1,,1,,1,,"2,370",,***,,***,,0,,1,,2,,2,,-,
2000100000,2000,01407,Hokkaido Niki-cho,,"4,111",,"1,153",,18,,46,,***,,***,,"16,793",,"3,928",,***,,***,,***,,***,,"461,035",,0,,3,,2,,1,,"2,171",,***,,***,,0,,5,,1,,4,,-,
2000100000,2000,01408,Hokkaido Yoichi-cho,,"23,685",,"5,660",,184,,226,,***,,***,,"14,056",,"3,887",,***,,***,,***,,***,,"1,641,650",,3,,6,,3,,2,,"10,792",,***,,***,,3,,15,,11,,9,,-,
2000100000,2000,01409,Hokkaido Akaigawa-mura,,"1,512",,311,,9,,14,,***,,***,,"28,011",,"2,426",,***,,***,,***,,***,,"187,192",,0,,3,,1,,0,,893,,***,,***,,0,,1,,0,,1,,-,
2000100000,2000,01423,Hokkaido Nanporo-cho,,"9,792",,"1,600",,63,,59,,***,,***,,"8,149",,"7,984",,***,,***,,***,,***,,"616,152",,2,,3,,1,,1,,"4,753",,***,,***,,1,,3,,5,,4,,-,
2000100000,2000,01424,Hokkaido Naie-cho,,"7,309",,"1,920",,59,,83,,***,,***,,"8,805",,"3,974",,***,,***,,***,,***,,"897,151",,1,,2,,1,,1,,"3,522",,***,,***,,1,,3,,4,,4,,-,
2000100000,2000,01425,Hokkaido Kamisunagawa-cho,,"5,171",,"1,718",,33,,66,,***,,***,,"3,991",,526,,***,,***,,***,,***,,"584,897",,0,,1,,1,,0,,"1,797",,***,,***,,0,,3,,2,,4,,-,
2000100000,2000,01427,Hokkaido Yuni-cho,,"6,910",,"1,760",,50,,82,,***,,***,,"13,386",,"8,432",,***,,***,,***,,***,,"957,433",,1,,3,,2,,1,,"3,660",,***,,***,,1,,3,,3,,5,,-,
2000100000,2000,01428,Hokkaido Naganuma-cho,,"12,452",,"2,792",,82,,117,,***,,***,,"16,836",,"14,903",,***,,***,,***,,***,,"1,142,692",,1,,5,,3,,1,,"6,752",,***,,***,,1,,4,,5,,5,,-,
2000100000,2000,01429,Hokkaido Kuriyama-cho,,"14,847",,"3,644",,131,,147,,***,,***,,"20,384",,"9,720",,***,,***,,***,,***,,"1,460,459",,1,,3,,2,,1,,"7,568",,***,,***,,1,,8,,7,,5,,-,
2000100000,2000,01430,Hokkaido Tsukigata-cho,,"5,144",,"1,269",,21,,35,,***,,***,,"15,105",,"6,142",,***,,***,,***,,***,,"521,870",,1,,5,,2,,1,,"2,284",,***,,***,,1,,6,,2,,7,,-,
2000100000,2000,01431,Hokkaido Urausu-cho,,"2,643",,800,,17,,34,,***,,***,,"10,108",,"5,142",,***,,***,,***,,***,,"321,317",,1,,1,,1,,0,,"1,397",,***,,***,,0,,3,,1,,4,,-,
2000100000,2000,01432,Hokkaido Shintotsukawa-cho,,"8,067",,"2,035",,74,,97,,***,,***,,"49,562",,"11,139",,***,,***,,***,,***,,"1,050,443",,1,,4,,1,,1,,"4,050",,***,,***,,1,,5,,3,,6,,-,
2000100000,2000,01433,Hokkaido Moseushi-cho,,"4,232",,"1,169",,29,,52,,***,,***,,"4,849",,"4,848",,***,,***,,***,,***,,"407,770",,1,,1,,1,,1,,"2,284",,***,,***,,0,,2,,2,,3,,-,
2000100000,2000,01434,Hokkaido Chippubetsu-cho,,"3,268",,965,,22,,54,,***,,***,,"4,726",,"4,423",,***,,***,,***,,***,,"493,886",,0,,1,,1,,1,,"1,776",,***,,***,,0,,2,,1,,5,,-,
2000100000,2000,01436,Hokkaido Uryu-cho,,"3,601",,979,,27,,52,,***,,***,,"19,091",,"6,972",,***,,***,,***,,***,,"409,651",,0,,1,,1,,0,,"1,805",,***,,***,,1,,1,,2,,4,,-,
2000100000,2000,01437,Hokkaido Hokuryu-cho,,"2,562",,741,,13,,36,,***,,***,,"15,882",,"5,666",,***,,***,,***,,***,,"392,119",,0,,2,,1,,0,,"1,406",,***,,***,,0,,2,,1,,4,,-,
2000100000,2000,01438,Hokkaido Numata-cho,,"4,373",,"1,234",,28,,55,,***,,***,,"28,321",,"8,390",,***,,***,,***,,***,,"717,034",,1,,1,,1,,1,,"2,359",,***,,***,,1,,2,,2,,6,,-,
2000100000,2000,01452,Hokkaido Takasu-cho,,"7,165",,"1,672",,53,,62,,***,,***,,"13,944",,"7,669",,***,,***,,***,,***,,"716,045",,1,,4,,1,,1,,"3,799",,***,,***,,0,,3,,2,,5,,-,
2000100000,2000,01453,Hokkaido Higashikagura-cho,,"8,127",,"1,514",,80,,50,,***,,***,,"6,864",,"5,394",,***,,***,,***,,***,,"594,447",,2,,4,,1,,0,,"4,031",,***,,***,,1,,4,,2,,4,,-,
2000100000,2000,01454,Hokkaido Tohma-cho,,"7,643",,"2,118",,52,,88,,***,,***,,"20,495",,"7,047",,***,,***,,***,,***,,"644,902",,1,,5,,1,,0,,"4,130",,***,,***,,0,,4,,3,,5,,-,
2000100000,2000,01455,Hokkaido Pippu-cho,,"4,576",,"1,295",,32,,50,,***,,***,,"8,729",,"4,207",,***,,***,,***,,***,,"506,382",,0,,2,,1,,0,,"2,540",,***,,***,,0,,3,,2,,4,,-,
2000100000,2000,01456,Hokkaido Aibetsu-cho,,"4,065",,"1,116",,22,,40,,***,,***,,"24,971",,"4,358",,***,,***,,***,,***,,"452,659",,1,,4,,1,,1,,"2,200",,***,,***,,0,,1,,2,,3,,-,
2000100000,2000,01457,Hokkaido Kamikawa-cho,,"5,718",,"1,480",,36,,57,,***,,***,,"104,924",,"15,398",,***,,***,,***,,***,,"689,971",,2,,3,,1,,1,,"3,272",,***,,***,,1,,3,,3,,4,,-,
2000100000,2000,01458,Hokkaido Higashikawa-cho,,"7,671",,"1,776",,45,,70,,***,,***,,"24,706",,"7,363",,***,,***,,***,,***,,"621,287",,1,,4,,1,,1,,"4,183",,***,,***,,0,,3,,2,,4,,-,
