YEAR Code,YEAR,AREA Code,AREA,/ITEMS,A1101_Total population (Both sexes)[person],Annotation,A1303_Total population (65 and over)[person],Annotation,A4101_Number of live births[person],Annotation,A4200_Number of deaths[person],Annotation,A5103_Number of in-migrants from other municipalities[person],Annotation,A5104_Number of out-migrants to other municipalities[person],Annotation,B1102_Total land area (Incl. the northern territories and Takeshima)[ha],Annotation,B1103_Inhabitable area[ha],Annotation,"C210710_Number of establishments (Electricity, gas, heat supply and water)[number of establishments]",Annotation,C210712_Number of establishments (Transport and postal activities)[number of establishments],Annotation,C210713_Number of establishments (Wholesale and retail trade)[number of establishments],Annotation,C3109_Area of abandoned cropland[ha],Annotation,D320303_Total welfare expenditure (Municipality)[thousand yen],Annotation,E1101_Number of kindergartens[number of kindergartens],Annotation,E2101_Number of elementary schools[number of schools],Annotation,E3101_Number of lower secondary schools[number of schools],Annotation,E4101_Number of upper secondary schools[number of schools],Annotation,F1102_(Population census) Number of employed persons[person],Annotation,"I1101_Life expectancy (0 years old, Male)[years]",Annotation,"I1102_Life expectancy (0 years old, Female)[years]",Annotation,I5101_Number of hospitals[number of hospitals],Annotation,I5102_Number of general clinics[number of clinics],Annotation,I5103_Number of dental clinics[number of clinics],Annotation,J2301_Number of welfare institutions for the aged (Questionnaire about details)[number of establishments],Annotation,K4201_Number of recognitions of criminal offenses[number of cases],Annotation
2000100000,2000,25203,Shiga-ken Nagahama-shi,,"123,862",,"24,517",,"1,271",,"1,085",,***,,***,,"53,948",,"16,440",,***,,***,,***,,***,,"9,275,425",,24,,30,,14,,6,,"61,514",,***,,***,,4,,74,,46,,49,,"1,966",
2000100000,2000,25204,Shiga-ken Omihachiman-shi,,"80,669",,"13,178",,834,,562,,***,,***,,"10,127",,"7,963",,***,,***,,***,,***,,"5,856,769",,11,,13,,5,,4,,"40,859",,***,,***,,3,,45,,29,,18,,"1,503",
2000100000,2000,25206,Shiga-ken Kusatsu-shi,,"115,455",,"13,059",,"1,203",,605,,***,,***,,"4,822",,"4,533",,***,,***,,***,,***,,"8,895,024",,12,,12,,7,,6,,"56,652",,***,,***,,6,,79,,43,,17,,"3,004",
2000100000,2000,25207,Shiga-ken Moriyama-shi,,"65,542",,"8,390",,778,,371,,***,,***,,"4,426",,"4,395",,***,,***,,***,,***,,"3,936,537",,9,,9,,4,,3,,"34,073",,***,,***,,3,,57,,25,,10,,"1,464",
2000100000,2000,25208,Shiga-ken Ritto-shi,,"54,856",,"5,741",,902,,301,,***,,***,,"5,275",,"2,925",,***,,***,,***,,***,,"4,691,391",,8,,8,,3,,2,,"28,775",,***,,***,,1,,37,,22,,9,,"1,330",
2000100000,2000,25209,Shiga-ken Koka-shi,,"92,484",,"16,775",,862,,715,,***,,***,,"48,169",,"15,174",,***,,***,,***,,***,,"5,558,667",,6,,22,,6,,4,,"48,087",,***,,***,,6,,43,,31,,27,,"1,421",
2000100000,2000,25210,Shiga-ken Yasu-shi,,"48,326",,"6,969",,542,,307,,***,,***,,"6,145",,"4,876",,***,,***,,***,,***,,"3,099,059",,6,,6,,3,,1,,"25,298",,***,,***,,3,,33,,17,,9,,805,
2000100000,2000,25211,Shiga-ken Konan-shi,,"53,740",,"5,647",,700,,220,,***,,***,,"7,049",,"3,305",,***,,***,,***,,***,,"2,878,454",,6,,9,,4,,2,,"28,448",,***,,***,,3,,24,,18,,12,,"1,190",
2000100000,2000,25212,Shiga-ken Takashima-shi,,"55,451",,"12,354",,496,,500,,***,,***,,"51,136",,"11,797",,***,,***,,***,,***,,"3,830,275",,5,,20,,6,,2,,"27,553",,***,,***,,3,,36,,21,,26,,"1,061",
2000100000,2000,25213,Shiga-ken Higashiomi-shi,,"114,395",,"20,351",,"1,196",,863,,***,,***,,"38,333",,"16,413",,***,,***,,***,,***,,"7,716,335",,23,,23,,10,,4,,"58,730",,***,,***,,7,,53,,40,,39,,"1,808",
2000100000,2000,25214,Shiga-ken Maibara-shi,,"41,251",,"8,928",,401,,395,,***,,***,,"22,310",,"6,504",,***,,***,,***,,***,,"2,898,801",,8,,13,,8,,2,,"19,961",,***,,***,,0,,23,,12,,13,,634,
2000100000,2000,25383,Shiga-ken Hino-cho,,"23,022",,"5,095",,208,,224,,***,,***,,"11,763",,"5,631",,***,,***,,***,,***,,"1,439,330",,7,,6,,1,,1,,"11,709",,***,,***,,1,,13,,6,,8,,305,
2000100000,2000,25384,Shiga-ken Ryuo-cho,,"13,370",,"2,096",,101,,114,,***,,***,,"4,452",,"2,908",,***,,***,,***,,***,,"853,345",,2,,2,,1,,0,,"7,230",,***,,***,,0,,6,,2,,5,,137,
2000100000,2000,25425,Shiga-ken Aisho-cho,,"18,992",,"3,458",,178,,131,,***,,***,,"3,798",,"2,860",,***,,***,,***,,***,,"1,618,301",,2,,4,,2,,1,,"9,844",,***,,***,,0,,10,,8,,7,,356,
2000100000,2000,25441,Shiga-ken Toyosato-cho,,"7,132",,"1,462",,51,,50,,***,,***,,778,,769,,***,,***,,***,,***,,"643,338",,1,,2,,1,,0,,"3,373",,***,,***,,1,,1,,1,,3,,147,
2000100000,2000,25442,Shiga-ken Kora-cho,,"8,169",,"1,624",,75,,85,,***,,***,,"1,366",,"1,189",,***,,***,,***,,***,,"1,071,114",,2,,2,,1,,0,,"3,775",,***,,***,,0,,2,,2,,2,,62,
2000100000,2000,25443,Shiga-ken Taga-cho,,"8,463",,"2,008",,66,,97,,***,,***,,"13,593",,"1,938",,***,,***,,***,,***,,"1,304,608",,1,,2,,1,,0,,"4,202",,***,,***,,0,,7,,2,,4,,126,
2000100000,2000,26100,Kyoto-fu Kyoto-shi,,"1,474,471",,"254,999",,"13,034",,"11,321",,***,,***,,"82,790",,"21,657",,***,,***,,***,,***,,"183,028,098",,127,,197,,104,,52,,"697,745",,***,,***,,118,,"1,653",,829,,278,,"37,573",
2000100000,2000,26101,Kyoto-fu Kyoto-shi Kita-ku,,"126,125",,"23,520",,862,,"1,007",,***,,***,,"9,492",,"1,605",,***,,***,,***,,***,,-,,9,,20,,8,,3,,"59,146",,***,,***,,13,,150,,72,,29,,"2,134",
2000100000,2000,26102,Kyoto-fu Kyoto-shi Kamigyo-ku,,"84,187",,"18,713",,497,,795,,***,,***,,711,,711,,***,,***,,***,,***,,-,,13,,9,,9,,4,,"40,276",,***,,***,,10,,119,,57,,10,,"1,908",
2000100000,2000,26103,Kyoto-fu Kyoto-shi Sakyo-ku,,"171,556",,"31,778",,"1,211",,"1,328",,***,,***,,"24,688",,"3,187",,***,,***,,***,,***,,-,,18,,28,,15,,7,,"76,945",,***,,***,,16,,234,,96,,22,,"4,046",
2000100000,2000,26104,Kyoto-fu Kyoto-shi Nakagyo-ku,,"95,038",,"19,511",,704,,885,,***,,***,,738,,738,,***,,***,,***,,***,,-,,7,,11,,8,,6,,"48,693",,***,,***,,12,,187,,112,,15,,"4,275",
2000100000,2000,26105,Kyoto-fu Kyoto-shi Higashiyama-ku,,"44,813",,"11,418",,226,,541,,***,,***,,746,,595,,***,,***,,***,,***,,-,,5,,11,,6,,4,,"21,748",,***,,***,,7,,74,,30,,11,,"2,397",
2000100000,2000,26106,Kyoto-fu Kyoto-shi Shimogyo-ku,,"71,212",,"16,305",,519,,683,,***,,***,,682,,682,,***,,***,,***,,***,,-,,10,,11,,7,,1,,"35,709",,***,,***,,8,,173,,82,,11,,"4,303",
2000100000,2000,26107,Kyoto-fu Kyoto-shi Minami-ku,,"97,820",,"16,326",,956,,781,,***,,***,,"1,578",,"1,578",,***,,***,,***,,***,,-,,3,,13,,6,,4,,"47,199",,***,,***,,7,,100,,46,,25,,"3,438",
2000100000,2000,26108,Kyoto-fu Kyoto-shi Ukyo-ku,,"202,259",,"33,699",,"1,862",,"1,433",,***,,***,,"29,195",,"3,815",,***,,***,,***,,***,,-,,16,,25,,13,,7,,"96,358",,***,,***,,12,,171,,87,,33,,"3,558",
2000100000,2000,26109,Kyoto-fu Kyoto-shi Fushimi-ku,,"287,909",,"43,094",,"2,979",,"2,013",,***,,***,,"6,162",,"4,742",,***,,***,,***,,***,,-,,21,,37,,17,,9,,"132,855",,***,,***,,18,,228,,118,,68,,"6,479",
2000100000,2000,26110,Kyoto-fu Kyoto-shi Yamashina-ku,,"137,624",,"21,101",,"1,450",,943,,***,,***,,"2,878",,"1,499",,***,,***,,***,,***,,-,,10,,14,,7,,2,,"65,767",,***,,***,,8,,111,,62,,26,,"2,767",
2000100000,2000,26111,Kyoto-fu Kyoto-shi Nishikyo-ku,,"155,928",,"19,534",,"1,768",,912,,***,,***,,"5,920",,"2,505",,***,,***,,***,,***,,-,,15,,18,,8,,5,,"73,049",,***,,***,,7,,106,,67,,28,,"2,268",
2000100000,2000,26201,Kyoto-fu Fukuchiyama-shi,,"83,120",,"18,713",,849,,842,,***,,***,,"55,257",,"13,024",,***,,***,,***,,***,,"7,815,997",,11,,28,,11,,8,,"43,049",,***,,***,,5,,82,,34,,37,,"1,221",
2000100000,2000,26202,Kyoto-fu Maizuru-shi,,"94,050",,"20,044",,986,,900,,***,,***,,"34,211",,"7,196",,***,,***,,***,,***,,"7,722,564",,14,,22,,8,,4,,"46,350",,***,,***,,10,,66,,34,,29,,"1,400",
2000100000,2000,26203,Kyoto-fu Ayabe-shi,,"38,881",,"10,956",,311,,470,,***,,***,,"34,711",,"8,055",,***,,***,,***,,***,,"3,471,693",,7,,12,,6,,2,,"20,242",,***,,***,,3,,34,,14,,22,,429,
2000100000,2000,26204,Kyoto-fu Uji-shi,,"189,112",,"26,202",,"1,829",,"1,110",,***,,***,,"6,755",,"3,367",,***,,***,,***,,***,,"12,871,031",,13,,22,,9,,6,,"90,685",,***,,***,,11,,142,,68,,35,,"2,434",
2000100000,2000,26205,Kyoto-fu Miyazu-shi,,"23,276",,"6,589",,168,,279,,***,,***,,"16,931",,"3,476",,***,,***,,***,,***,,"2,141,182",,4,,11,,5,,3,,"11,543",,***,,***,,1,,26,,10,,13,,256,
2000100000,2000,26206,Kyoto-fu Kameoka-shi,,"94,555",,"13,345",,843,,584,,***,,***,,"22,490",,"7,118",,***,,***,,***,,***,,"6,241,536",,7,,18,,8,,2,,"45,340",,***,,***,,4,,64,,30,,27,,"1,507",
2000100000,2000,26207,Kyoto-fu Joyo-shi,,"84,346",,"11,656",,695,,486,,***,,***,,"3,275",,"2,259",,***,,***,,***,,***,,"5,373,430",,8,,10,,5,,2,,"41,659",,***,,***,,5,,60,,27,,19,,"1,638",
2000100000,2000,26208,Kyoto-fu Muko-shi,,"53,425",,"7,440",,604,,287,,***,,***,,767,,664,,***,,***,,***,,***,,"4,043,739",,3,,6,,3,,2,,"26,458",,***,,***,,1,,39,,22,,11,,992,
2000100000,2000,26209,Kyoto-fu Nagaokakyo-shi,,"77,846",,"10,705",,801,,464,,***,,***,,"1,918",,"1,116",,***,,***,,***,,***,,"5,744,829",,5,,10,,4,,2,,"38,122",,***,,***,,6,,64,,36,,13,,"1,070",
2000100000,2000,26210,Kyoto-fu Yawata-shi,,"73,682",,"9,565",,694,,450,,***,,***,,"2,438",,"2,262",,***,,***,,***,,***,,"6,049,133",,8,,10,,4,,2,,"33,763",,***,,***,,4,,30,,26,,14,,"1,218",
2000100000,2000,26211,Kyoto-fu Kyotanabe-shi,,"59,577",,"7,675",,535,,336,,***,,***,,"4,294",,"2,972",,***,,***,,***,,***,,"4,000,782",,10,,9,,4,,2,,"27,237",,***,,***,,2,,39,,22,,13,,921,
2000100000,2000,26212,Kyoto-fu Kyotango-shi,,"65,578",,"16,600",,634,,747,,***,,***,,"50,183",,"11,744",,***,,***,,***,,***,,"6,019,621",,2,,32,,9,,5,,"34,826",,***,,***,,4,,29,,17,,32,,503,
2000100000,2000,26213,Kyoto-fu Nantan-shi,,"37,617",,"9,249",,256,,404,,***,,***,,"61,631",,"7,527",,***,,***,,***,,***,,"3,281,345",,6,,18,,4,,5,,"17,787",,***,,***,,4,,34,,12,,21,,321,
2000100000,2000,26214,Kyoto-fu Kizugawa-shi,,"58,809",,"8,323",,595,,341,,***,,***,,"8,512",,"4,926",,***,,***,,***,,***,,"3,519,997",,4,,13,,4,,2,,"27,910",,***,,***,,1,,45,,20,,20,,841,
2000100000,2000,26303,Kyoto-fu Oyamazaki-cho,,"15,736",,"2,423",,133,,84,,***,,***,,597,,408,,***,,***,,***,,***,,"1,079,174",,1,,2,,1,,0,,"7,845",,***,,***,,0,,8,,6,,3,,239,
2000100000,2000,26322,Kyoto-fu Kumiyama-cho,,"17,080",,"2,336",,190,,109,,***,,***,,"1,386",,"1,363",,***,,***,,***,,***,,"1,188,305",,3,,3,,1,,1,,"9,138",,***,,***,,1,,7,,7,,8,,534,
2000100000,2000,26343,Kyoto-fu Ide-cho,,"9,102",,"1,706",,68,,87,,***,,***,,"1,801",,705,,***,,***,,***,,***,,"893,336",,0,,3,,1,,0,,"4,013",,***,,***,,0,,4,,2,,4,,99,
2000100000,2000,26344,Kyoto-fu Ujitawara-cho,,"9,840",,"1,787",,68,,82,,***,,***,,"5,826",,"1,377",,***,,***,,***,,***,,"821,550",,0,,3,,1,,0,,"4,756",,***,,***,,0,,5,,2,,6,,80,
2000100000,2000,26364,Kyoto-fu Kasagi-cho,,"2,056",,546,,14,,23,,***,,***,,"2,357",,406,,***,,***,,***,,***,,"276,470",,0,,1,,0,,0,,948,,***,,***,,0,,1,,1,,3,,24,
2000100000,2000,26365,Kyoto-fu Wazuka-cho,,"5,457",,"1,354",,28,,59,,***,,***,,"6,487",,"1,538",,***,,***,,***,,***,,"644,947",,0,,1,,1,,0,,"2,811",,***,,***,,0,,3,,1,,3,,38,
2000100000,2000,26366,Kyoto-fu Seika-cho,,"26,357",,"3,493",,253,,152,,***,,***,,"2,566",,"1,692",,***,,***,,***,,***,,"1,681,114",,3,,4,,3,,1,,"12,219",,***,,***,,1,,14,,11,,7,,366,
2000100000,2000,26367,Kyoto-fu Minamiyamashiro-mura,,"3,784",,930,,21,,51,,***,,***,,"6,421",,"1,775",,***,,***,,***,,***,,"734,212",,0,,4,,1,,0,,"1,931",,***,,***,,0,,2,,1,,1,,44,
2000100000,2000,26407,Kyoto-fu Kyotamba-cho,,"17,929",,"5,232",,102,,237,,***,,***,,"30,307",,"5,206",,***,,***,,***,,***,,"1,517,370",,2,,10,,3,,1,,"8,916",,***,,***,,3,,5,,5,,14,,104,
2000100000,2000,26463,Kyoto-fu Ine-cho,,"3,112",,"1,161",,15,,55,,***,,***,,"6,198",,"1,099",,***,,***,,***,,***,,"368,988",,0,,3,,2,,1,,"1,561",,***,,***,,0,,3,,1,,6,,20,
2000100000,2000,26465,Kyoto-fu Yosano-cho,,"25,593",,"6,244",,271,,273,,***,,***,,"10,694",,"2,574",,***,,***,,***,,***,,"2,610,850",,3,,9,,3,,1,,"13,631",,***,,***,,1,,18,,10,,11,,184,
2000100000,2000,27100,Osaka-fu Osaka-shi,,"2,598,774",,"444,740",,"24,136",,"21,199",,***,,***,,"22,130",,"22,130",,***,,***,,***,,***,,"426,947,419",,213,,310,,153,,97,,"1,231,235",,***,,***,,209,,"3,164",,"2,100",,415,,"107,335",
2000100000,2000,27102,Osaka-fu Osaka-shi Miyakojima-ku,,"97,253",,"14,780",,828,,660,,***,,***,,605,,605,,***,,***,,***,,***,,-,,5,,10,,5,,4,,"46,402",,***,,***,,10,,105,,67,,12,,"3,212",
2000100000,2000,27103,Osaka-fu Osaka-shi Fukushima-ku,,"55,733",,"10,143",,511,,460,,***,,***,,467,,467,,***,,***,,***,,***,,-,,7,,10,,4,,1,,"28,802",,***,,***,,6,,77,,55,,11,,"2,573",
2000100000,2000,27104,Osaka-fu Osaka-shi Konohana-ku,,"65,037",,"11,408",,620,,533,,***,,***,,"1,545",,"1,545",,***,,***,,***,,***,,-,,4,,8,,3,,2,,"30,585",,***,,***,,5,,59,,33,,12,,"1,518",
2000100000,2000,27106,Osaka-fu Osaka-shi Nishi-ku,,"63,402",,"8,876",,638,,410,,***,,***,,520,,520,,***,,***,,***,,***,,-,,7,,9,,3,,1,,"32,962",,***,,***,,10,,93,,87,,10,,"3,653",
2000100000,2000,27107,Osaka-fu Osaka-shi Minato-ku,,"87,262",,"14,652",,814,,792,,***,,***,,790,,790,,***,,***,,***,,***,,-,,3,,11,,5,,3,,"42,254",,***,,***,,4,,76,,46,,20,,"2,811",
2000100000,2000,27108,Osaka-fu Osaka-shi Taisho-ku,,"75,042",,"13,146",,600,,662,,***,,***,,921,,921,,***,,***,,***,,***,,-,,7,,11,,4,,4,,"35,155",,***,,***,,5,,61,,42,,14,,"2,027",
2000100000,2000,27109,Osaka-fu Osaka-shi Tennoji-ku,,"58,812",,"9,942",,479,,438,,***,,***,,480,,480,,***,,***,,***,,***,,-,,10,,8,,9,,12,,"28,748",,***,,***,,9,,111,,58,,13,,"4,834",
2000100000,2000,27111,Osaka-fu Osaka-shi Naniwa-ku,,"50,188",,"8,621",,378,,460,,***,,***,,437,,437,,***,,***,,***,,***,,-,,4,,9,,3,,1,,"20,834",,***,,***,,7,,56,,54,,12,,"4,776",
2000100000,2000,27113,Osaka-fu Osaka-shi Nishiyodogawa-ku,,"92,465",,"15,156",,"1,019",,765,,***,,***,,"1,423",,"1,423",,***,,***,,***,,***,,-,,6,,13,,4,,3,,"44,194",,***,,***,,6,,75,,44,,8,,"2,256",
2000100000,2000,27114,Osaka-fu Osaka-shi Higashiyodogawa-ku,,"183,888",,"24,994",,"1,941",,"1,205",,***,,***,,"1,326",,"1,326",,***,,***,,***,,***,,-,,9,,17,,9,,5,,"85,747",,***,,***,,6,,139,,95,,29,,"4,304",
2000100000,2000,27115,Osaka-fu Osaka-shi Higashinari-ku,,"78,580",,"15,061",,712,,677,,***,,***,,455,,455,,***,,***,,***,,***,,-,,8,,11,,4,,0,,"39,050",,***,,***,,10,,101,,65,,10,,"3,288",
2000100000,2000,27116,Osaka-fu Osaka-shi Ikuno-ku,,"142,743",,"28,783",,963,,"1,141",,***,,***,,838,,838,,***,,***,,***,,***,,-,,11,,19,,10,,7,,"67,565",,***,,***,,19,,153,,110,,30,,"4,152",
2000100000,2000,27117,Osaka-fu Osaka-shi Asahi-ku,,"99,231",,"20,047",,849,,898,,***,,***,,630,,630,,***,,***,,***,,***,,-,,11,,10,,4,,3,,"46,481",,***,,***,,9,,114,,70,,20,,"2,274",
2000100000,2000,27118,Osaka-fu Osaka-shi Joto-ku,,"157,936",,"26,275",,"1,593",,"1,202",,***,,***,,842,,842,,***,,***,,***,,***,,-,,9,,17,,8,,4,,"77,565",,***,,***,,8,,122,,87,,24,,"2,953",
2000100000,2000,27119,Osaka-fu Osaka-shi Abeno-ku,,"103,973",,"21,269",,773,,895,,***,,***,,599,,599,,***,,***,,***,,***,,-,,15,,12,,8,,10,,"48,173",,***,,***,,7,,164,,96,,16,,"4,293",
2000100000,2000,27120,Osaka-fu Osaka-shi Sumiyoshi-ku,,"161,047",,"28,535",,"1,633",,"1,285",,***,,***,,934,,934,,***,,***,,***,,***,,-,,16,,15,,12,,7,,"72,674",,***,,***,,8,,163,,114,,27,,"4,980",
2000100000,2000,27121,Osaka-fu Osaka-shi Higashisumiyoshi-ku,,"139,593",,"26,987",,"1,291",,"1,299",,***,,***,,975,,975,,***,,***,,***,,***,,-,,13,,15,,8,,1,,"64,269",,***,,***,,10,,156,,88,,20,,"4,541",
2000100000,2000,27122,Osaka-fu Osaka-shi Nishinari-ku,,"136,813",,"31,797",,722,,"1,910",,***,,***,,735,,735,,***,,***,,***,,***,,-,,4,,15,,7,,3,,"60,129",,***,,***,,13,,151,,73,,22,,"4,640",
2000100000,2000,27123,Osaka-fu Osaka-shi Yodogawa-ku,,"163,370",,"24,809",,"1,489",,"1,153",,***,,***,,"1,264",,"1,264",,***,,***,,***,,***,,-,,14,,17,,6,,4,,"81,932",,***,,***,,12,,165,,109,,21,,"7,113",
2000100000,2000,27124,Osaka-fu Osaka-shi Tsurumi-ku,,"101,971",,"14,093",,"1,406",,619,,***,,***,,816,,816,,***,,***,,***,,***,,-,,6,,11,,5,,3,,"47,446",,***,,***,,7,,56,,46,,14,,"3,235",
2000100000,2000,27125,Osaka-fu Osaka-shi Suminoe-ku,,"135,437",,"19,409",,"1,284",,"1,014",,***,,***,,"2,077",,"2,077",,***,,***,,***,,***,,-,,9,,15,,7,,3,,"62,135",,***,,***,,8,,94,,73,,18,,"4,756",
2000100000,2000,27126,Osaka-fu Osaka-shi Hirano-ku,,"201,722",,"30,970",,"2,490",,"1,487",,***,,***,,"1,530",,"1,530",,***,,***,,***,,***,,-,,13,,24,,12,,4,,"91,589",,***,,***,,10,,166,,113,,26,,"6,738",
2000100000,2000,27127,Osaka-fu Osaka-shi Kita-ku,,"91,952",,"14,734",,712,,750,,***,,***,,"1,033",,"1,033",,***,,***,,***,,***,,-,,13,,14,,6,,3,,"45,731",,***,,***,,10,,337,,208,,18,,"11,053",
2000100000,2000,27128,Osaka-fu Osaka-shi Chuo-ku,,"55,324",,"10,253",,391,,484,,***,,***,,888,,888,,***,,***,,***,,***,,-,,9,,9,,7,,9,,"30,813",,***,,***,,10,,370,,267,,8,,"11,355",
2000100000,2000,27140,Osaka-fu Sakai-shi,,"829,636",,"123,067",,"8,186",,"5,682",,***,,***,,"14,999",,"14,554",,***,,***,,***,,***,,"75,549,299",,63,,97,,46,,27,,"381,283",,***,,***,,47,,662,,429,,142,,"24,829",
2000100000,2000,27141,Osaka-fu Sakai-shi Sakai-ku,,-,,-,,-,,-,,***,,***,,-,,-,,***,,***,,***,,***,,-,,-,,-,,-,,-,,-,,***,,***,,-,,-,,-,,-,,-,
2000100000,2000,27142,Osaka-fu Sakai-shi Naka-ku,,-,,-,,-,,-,,***,,***,,-,,-,,***,,***,,***,,***,,-,,-,,-,,-,,-,,-,,***,,***,,-,,-,,-,,-,,-,
2000100000,2000,27143,Osaka-fu Sakai-shi Higashi-ku,,-,,-,,-,,-,,***,,***,,-,,-,,***,,***,,***,,***,,-,,-,,-,,-,,-,,-,,***,,***,,-,,-,,-,,-,,-,
2000100000,2000,27144,Osaka-fu Sakai-shi Nishi-ku,,-,,-,,-,,-,,***,,***,,-,,-,,***,,***,,***,,***,,-,,-,,-,,-,,-,,-,,***,,***,,-,,-,,-,,-,,-,
2000100000,2000,27145,Osaka-fu Sakai-shi Minami-ku,,-,,-,,-,,-,,***,,***,,-,,-,,***,,***,,***,,***,,-,,-,,-,,-,,-,,-,,***,,***,,-,,-,,-,,-,,-,
2000100000,2000,27146,Osaka-fu Sakai-shi Kita-ku,,-,,-,,-,,-,,***,,***,,-,,-,,***,,***,,***,,***,,-,,-,,-,,-,,-,,-,,***,,***,,-,,-,,-,,-,,-,
2000100000,2000,27147,Osaka-fu Sakai-shi Mihara-ku,,-,,-,,-,,-,,***,,***,,-,,-,,***,,***,,***,,***,,-,,-,,-,,-,,-,,-,,***,,***,,-,,-,,-,,-,,-,
2000100000,2000,27202,Osaka-fu Kishiwada-shi,,"200,104",,"31,038",,"2,289",,"1,453",,***,,***,,"7,189",,"5,275",,***,,***,,***,,***,,"17,726,075",,26,,24,,12,,5,,"89,791",,***,,***,,19,,128,,93,,32,,"5,666",
2000100000,2000,27203,Osaka-fu Toyonaka-shi,,"391,726",,"56,598",,"4,070",,"2,473",,***,,***,,"3,638",,"3,636",,***,,***,,***,,***,,"40,179,369",,46,,42,,21,,10,,"187,763",,***,,***,,19,,363,,202,,35,,"8,108",
2000100000,2000,27204,Osaka-fu Ikeda-shi,,"101,516",,"15,265",,912,,696,,***,,***,,"2,211",,"1,649",,***,,***,,***,,***,,"7,096,259",,19,,12,,6,,5,,"48,516",,***,,***,,3,,107,,62,,20,,"2,163",
2000100000,2000,27205,Osaka-fu Suita-shi,,"347,929",,"44,885",,"3,573",,"2,013",,***,,***,,"3,611",,"3,581",,***,,***,,***,,***,,"33,142,624",,34,,37,,20,,8,,"165,865",,***,,***,,16,,266,,172,,50,,"8,181",
2000100000,2000,27206,Osaka-fu Izumiotsu-shi,,"75,091",,"10,374",,"1,034",,464,,***,,***,,"1,227",,"1,227",,***,,***,,***,,***,,"6,368,738",,8,,9,,3,,1,,"35,387",,***,,***,,4,,60,,40,,16,,"2,518",
2000100000,2000,27207,Osaka-fu Takatsuki-shi,,"357,438",,"51,546",,"3,541",,"2,143",,***,,***,,"10,531",,"5,737",,***,,***,,***,,***,,"24,022,710",,34,,44,,21,,10,,"166,103",,***,,***,,19,,230,,159,,43,,"6,865",
2000100000,2000,27208,Osaka-fu Kaizuka-shi,,"88,523",,"13,755",,"1,060",,660,,***,,***,,"4,396",,"2,612",,***,,***,,***,,***,,"7,462,326",,14,,10,,5,,2,,"39,880",,***,,***,,10,,49,,31,,16,,"2,199",
2000100000,2000,27209,Osaka-fu Moriguchi-shi,,"152,298",,"23,324",,"1,436",,"1,147",,***,,***,,"1,273",,"1,273",,***,,***,,***,,***,,"16,217,465",,16,,19,,11,,6,,"71,736",,***,,***,,8,,153,,72,,22,,"4,513",
2000100000,2000,27210,Osaka-fu Hirakata-shi,,"402,563",,"49,727",,"3,996",,"2,222",,***,,***,,"6,507",,"5,926",,***,,***,,***,,***,,"28,631,502",,35,,46,,22,,9,,"186,230",,***,,***,,25,,238,,164,,48,,"8,113",
2000100000,2000,27211,Osaka-fu Ibaraki-shi,,"260,648",,"32,397",,"2,817",,"1,439",,***,,***,,"7,652",,"4,839",,***,,***,,***,,***,,"19,292,252",,27,,31,,17,,9,,"127,192",,***,,***,,16,,199,,125,,43,,"5,137",
2000100000,2000,27212,Osaka-fu Yao-shi,,"274,777",,"40,782",,"2,858",,"1,886",,***,,***,,"4,171",,"3,688",,***,,***,,***,,***,,"24,145,618",,26,,29,,16,,7,,"128,919",,***,,***,,14,,206,,131,,49,,"5,496",
2000100000,2000,27213,Osaka-fu Izumisano-shi,,"96,064",,"14,996",,"1,138",,774,,***,,***,,"5,438",,"3,434",,***,,***,,***,,***,,"9,593,661",,6,,13,,5,,3,,"45,201",,***,,***,,13,,66,,45,,17,,"1,837",
2000100000,2000,27214,Osaka-fu Tondabayashi-shi,,"126,558",,"17,382",,"1,281",,826,,***,,***,,"3,966",,"3,650",,***,,***,,***,,***,,"11,888,582",,19,,17,,10,,5,,"54,901",,***,,***,,6,,85,,59,,20,,"1,837",
2000100000,2000,27215,Osaka-fu Neyagawa-shi,,"250,806",,"31,686",,"2,628",,"1,555",,***,,***,,"2,473",,"2,404",,***,,***,,***,,***,,"21,875,179",,17,,27,,14,,6,,"121,861",,***,,***,,16,,179,,112,,39,,"4,149",
2000100000,2000,27216,Osaka-fu Kawachinagano-shi,,"121,008",,"18,255",,"1,067",,824,,***,,***,,"10,961",,"3,427",,***,,***,,***,,***,,"7,953,479",,11,,14,,8,,4,,"53,240",,***,,***,,8,,69,,59,,23,,"2,068",
2000100000,2000,27217,Osaka-fu Matsubara-shi,,"132,562",,"19,212",,"1,384",,876,,***,,***,,"1,666",,"1,666",,***,,***,,***,,***,,"11,418,009",,14,,15,,7,,4,,"60,363",,***,,***,,9,,75,,57,,27,,"3,770",
2000100000,2000,27218,Osaka-fu Daito-shi,,"128,917",,"15,904",,"1,465",,817,,***,,***,,"1,827",,"1,544",,***,,***,,***,,***,,"11,311,551",,9,,16,,11,,5,,"60,601",,***,,***,,5,,65,,46,,27,,"2,915",
2000100000,2000,27219,Osaka-fu Izumi-shi,,"172,974",,"21,924",,"2,096",,995,,***,,***,,"8,499",,"5,106",,***,,***,,***,,***,,"15,075,456",,20,,20,,10,,4,,"77,443",,***,,***,,18,,81,,75,,22,,"3,643",
