YEAR Code,YEAR,AREA Code,AREA,/ITEMS,A1101_Total population (Both sexes)[person],Annotation,A1303_Total population (65 and over)[person],Annotation,A4101_Number of live births[person],Annotation,A4200_Number of deaths[person],Annotation,A5103_Number of in-migrants from other municipalities[person],Annotation,A5104_Number of out-migrants to other municipalities[person],Annotation,B1102_Total land area (Incl. the northern territories and Takeshima)[ha],Annotation,B1103_Inhabitable area[ha],Annotation,"C210710_Number of establishments (Electricity, gas, heat supply and water)[number of establishments]",Annotation,C210712_Number of establishments (Transport and postal activities)[number of establishments],Annotation,C210713_Number of establishments (Wholesale and retail trade)[number of establishments],Annotation,C3109_Area of abandoned cropland[ha],Annotation,D320303_Total welfare expenditure (Municipality)[thousand yen],Annotation,E1101_Number of kindergartens[number of kindergartens],Annotation,E2101_Number of elementary schools[number of schools],Annotation,E3101_Number of lower secondary schools[number of schools],Annotation,E4101_Number of upper secondary schools[number of schools],Annotation,F1102_(Population census) Number of employed persons[person],Annotation,"I1101_Life expectancy (0 years old, Male)[years]",Annotation,"I1102_Life expectancy (0 years old, Female)[years]",Annotation,I5101_Number of hospitals[number of hospitals],Annotation,I5102_Number of general clinics[number of clinics],Annotation,I5103_Number of dental clinics[number of clinics],Annotation,J2301_Number of welfare institutions for the aged (Questionnaire about details)[number of establishments],Annotation,K4201_Number of recognitions of criminal offenses[number of cases],Annotation
1980100000,1980,40202,Fukuoka-ken Omuta-shi,,"163,000",,"20,702",,***,,"1,339",,***,,***,,***,,***,,***,,***,,***,,***,,***,,19,,24,,12,,9,,"68,587",,***,,***,,***,,-,,***,,***,,"1,953",
1980100000,1980,40203,Fukuoka-ken Kurume-shi,,"280,291",,"27,955",,***,,"1,843",,***,,***,,***,,***,,***,,***,,***,,***,,***,,31,,47,,17,,13,,"128,533",,***,,***,,***,,-,,***,,***,,"2,965",
1980100000,1980,40204,Fukuoka-ken Nogata-shi,,"62,595",,"6,559",,***,,472,,***,,***,,***,,***,,***,,***,,***,,***,,***,,9,,10,,4,,6,,"27,875",,***,,***,,***,,-,,***,,***,,947,
1980100000,1980,40205,Fukuoka-ken Iizuka-shi,,"135,852",,"16,533",,***,,"1,189",,***,,***,,***,,***,,***,,***,,***,,***,,***,,20,,25,,12,,8,,"59,409",,***,,***,,***,,-,,***,,***,,"2,107",
1980100000,1980,40206,Fukuoka-ken Tagawa-shi,,"60,077",,"8,231",,***,,585,,***,,***,,***,,***,,***,,***,,***,,***,,***,,10,,10,,8,,4,,"27,458",,***,,***,,***,,-,,***,,***,,966,
1980100000,1980,40207,Fukuoka-ken Yanagawa-shi,,"82,185",,"9,496",,***,,656,,***,,***,,***,,***,,***,,***,,***,,***,,***,,9,,19,,8,,3,,"38,765",,***,,***,,***,,-,,***,,***,,538,
1980100000,1980,40210,Fukuoka-ken Yame-shi,,"85,078",,"11,734",,***,,758,,***,,***,,***,,***,,***,,***,,***,,***,,***,,-,,38,,12,,5,,"43,362",,***,,***,,***,,-,,***,,***,,766,
1980100000,1980,40211,Fukuoka-ken Chikugo-shi,,"41,698",,"5,014",,***,,364,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,11,,2,,2,,"20,016",,***,,***,,***,,-,,***,,***,,324,
1980100000,1980,40212,Fukuoka-ken Okawa-shi,,"49,537",,"5,091",,***,,385,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,8,,4,,2,,"24,287",,***,,***,,***,,-,,***,,***,,300,
1980100000,1980,40213,Fukuoka-ken Yukuhashi-shi,,"61,838",,"6,017",,***,,438,,***,,***,,***,,***,,***,,***,,***,,***,,***,,5,,10,,6,,2,,"26,989",,***,,***,,***,,-,,***,,***,,799,
1980100000,1980,40214,Fukuoka-ken Buzen-shi,,"31,701",,"4,298",,***,,292,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,15,,4,,2,,"15,287",,***,,***,,***,,-,,***,,***,,220,
1980100000,1980,40215,Fukuoka-ken Nakama-shi,,"48,647",,"4,074",,***,,323,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,6,,3,,1,,"20,282",,***,,***,,***,,-,,***,,***,,605,
1980100000,1980,40216,Fukuoka-ken Ogori-shi,,"41,057",,"3,726",,***,,234,,***,,***,,***,,***,,***,,***,,***,,***,,***,,5,,6,,4,,1,,"18,274",,***,,***,,***,,-,,***,,***,,250,
1980100000,1980,40217,Fukuoka-ken Chikushino-shi,,"57,966",,"4,624",,***,,296,,***,,***,,***,,***,,***,,***,,***,,***,,***,,6,,9,,3,,4,,"25,280",,***,,***,,***,,-,,***,,***,,821,
1980100000,1980,40218,Fukuoka-ken Kasuga-shi,,"65,838",,"3,526",,***,,264,,***,,***,,***,,***,,***,,***,,***,,***,,***,,9,,8,,3,,1,,"29,578",,***,,***,,***,,-,,***,,***,,783,
1980100000,1980,40219,Fukuoka-ken Onojo-shi,,"64,109",,"3,408",,***,,257,,***,,***,,***,,***,,***,,***,,***,,***,,***,,8,,8,,4,,1,,"27,667",,***,,***,,***,,-,,***,,***,,766,
1980100000,1980,40220,Fukuoka-ken Munakata-shi,,"66,985",,"5,852",,***,,415,,***,,***,,***,,***,,***,,***,,***,,***,,***,,-,,12,,5,,-,,"27,352",,***,,***,,***,,-,,***,,***,,"1,008",
1980100000,1980,40221,Fukuoka-ken Dazaifu-shi,,"50,273",,"3,720",,***,,271,,***,,***,,***,,***,,***,,***,,***,,***,,***,,5,,5,,2,,3,,"19,748",,***,,***,,***,,-,,***,,***,,383,
1980100000,1980,40223,Fukuoka-ken Koga-shi,,"35,562",,"2,999",,***,,162,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,6,,1,,1,,"16,108",,***,,***,,***,,-,,***,,***,,365,
1980100000,1980,40224,Fukuoka-ken Fukutsu-shi,,"42,131",,"4,541",,***,,254,,***,,***,,***,,***,,***,,***,,***,,***,,***,,11,,6,,3,,-,,"18,010",,***,,***,,***,,-,,***,,***,,449,
1980100000,1980,40225,Fukuoka-ken Ukiha-shi,,"36,762",,"4,839",,***,,305,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,11,,2,,2,,"18,271",,***,,***,,***,,-,,***,,***,,134,
1980100000,1980,40226,Fukuoka-ken Miyawaka-shi,,"33,670",,"4,899",,***,,362,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,10,,4,,3,,"15,007",,***,,***,,***,,-,,***,,***,,258,
1980100000,1980,40227,Fukuoka-ken Kama-shi,,"54,703",,"7,984",,***,,496,,***,,***,,***,,***,,***,,***,,***,,***,,***,,5,,15,,5,,4,,"22,934",,***,,***,,***,,-,,***,,***,,493,
1980100000,1980,40228,Fukuoka-ken Asakura-shi,,"64,623",,"8,625",,***,,538,,***,,***,,***,,***,,***,,***,,***,,***,,***,,9,,16,,6,,4,,"33,201",,***,,***,,***,,-,,***,,***,,560,
1980100000,1980,40229,Fukuoka-ken Miyama-shi,,"51,413",,"6,783",,***,,424,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,15,,4,,-,,"25,915",,***,,***,,***,,-,,***,,***,,385,
1980100000,1980,40230,Fukuoka-ken Itoshima-shi,,"66,220",,"7,236",,***,,555,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,15,,6,,2,,"32,151",,***,,***,,***,,-,,***,,***,,605,
1980100000,1980,40231,Fukuoka-ken Nakagawa-shi,,"24,840",,"1,648",,***,,99,,***,,***,,***,,***,,***,,***,,***,,***,,***,,5,,6,,3,,1,,"10,722",,***,,***,,***,,-,,***,,***,,235,
1980100000,1980,40341,Fukuoka-ken Umi-machi,,"23,966",,"2,155",,***,,176,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,2,,1,,1,,"10,448",,***,,***,,***,,-,,***,,***,,221,
1980100000,1980,40342,Fukuoka-ken Sasaguri-machi,,"19,662",,"2,125",,***,,126,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,4,,1,,-,,"8,670",,***,,***,,***,,-,,***,,***,,136,
1980100000,1980,40343,Fukuoka-ken Shime-machi,,"32,241",,"2,239",,***,,189,,***,,***,,***,,***,,***,,***,,***,,***,,***,,5,,4,,2,,-,,"14,685",,***,,***,,***,,-,,***,,***,,443,
1980100000,1980,40344,Fukuoka-ken Sue-machi,,"18,546",,"1,916",,***,,128,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,2,,1,,-,,"8,057",,***,,***,,***,,-,,***,,***,,111,
1980100000,1980,40345,Fukuoka-ken Shingu-machi,,"13,863",,"1,151",,***,,91,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,3,,2,,1,,"6,538",,***,,***,,***,,-,,***,,***,,139,
1980100000,1980,40348,Fukuoka-ken Hisayama-machi,,"7,657",,826,,***,,35,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,2,,1,,-,,"3,690",,***,,***,,***,,-,,***,,***,,45,
1980100000,1980,40349,Fukuoka-ken Kasuya-machi,,"26,810",,"1,714",,***,,143,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,3,,1,,1,,"11,972",,***,,***,,***,,-,,***,,***,,395,
1980100000,1980,40381,Fukuoka-ken Ashiya-machi,,"18,934",,"1,545",,***,,94,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,3,,1,,-,,"8,690",,***,,***,,***,,-,,***,,***,,237,
1980100000,1980,40382,Fukuoka-ken Mizumaki-machi,,"27,196",,"2,354",,***,,175,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,5,,2,,-,,"11,028",,***,,***,,***,,-,,***,,***,,293,
1980100000,1980,40383,Fukuoka-ken Okagaki-machi,,"25,327",,"2,389",,***,,181,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,5,,1,,-,,"10,571",,***,,***,,***,,-,,***,,***,,238,
1980100000,1980,40384,Fukuoka-ken Onga-cho,,"14,188",,"1,287",,***,,101,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,3,,1,,1,,"6,157",,***,,***,,***,,-,,***,,***,,222,
1980100000,1980,40401,Fukuoka-ken Kotake-machi,,"11,228",,"1,420",,***,,101,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,3,,1,,-,,"4,642",,***,,***,,***,,-,,***,,***,,71,
1980100000,1980,40402,Fukuoka-ken Kurate-machi,,"19,079",,"2,543",,***,,188,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,6,,2,,1,,"8,181",,***,,***,,***,,-,,***,,***,,183,
1980100000,1980,40421,Fukuoka-ken Keisen-machi,,"12,780",,"1,609",,***,,115,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,2,,1,,0,,"5,675",,***,,***,,***,,-,,***,,***,,145,
1980100000,1980,40447,Fukuoka-ken Chikuzen-machi,,"22,273",,"2,792",,***,,208,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,4,,2,,1,,"10,649",,***,,***,,***,,-,,***,,***,,217,
1980100000,1980,40448,Fukuoka-ken Toho-mura,,"3,594",,623,,***,,39,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,3,,2,,0,,"1,888",,***,,***,,***,,-,,***,,***,,14,
1980100000,1980,40503,Fukuoka-ken Tachiarai-machi,,"13,203",,"1,641",,***,,107,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,4,,1,,0,,"6,453",,***,,***,,***,,-,,***,,***,,48,
1980100000,1980,40522,Fukuoka-ken Oki-machi,,"12,721",,"1,579",,***,,119,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,3,,1,,0,,"6,463",,***,,***,,***,,-,,***,,***,,33,
1980100000,1980,40544,Fukuoka-ken Hirokawa-machi,,"17,154",,"2,108",,***,,156,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,3,,1,,0,,"8,629",,***,,***,,***,,-,,***,,***,,123,
1980100000,1980,40601,Fukuoka-ken Kawara-machi,,"14,716",,"1,870",,***,,123,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,4,,2,,2,,"6,179",,***,,***,,***,,-,,***,,***,,172,
1980100000,1980,40602,Fukuoka-ken Soeda-machi,,"16,196",,"2,490",,***,,160,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,6,,3,,1,,"7,026",,***,,***,,***,,-,,***,,***,,123,
1980100000,1980,40604,Fukuoka-ken Itoda-machi,,"10,872",,"1,453",,***,,104,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,1,,1,,0,,"4,264",,***,,***,,***,,-,,***,,***,,111,
1980100000,1980,40605,Fukuoka-ken Kawasaki-machi,,"22,872",,"2,825",,***,,204,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,6,,3,,0,,"8,702",,***,,***,,***,,-,,***,,***,,278,
1980100000,1980,40608,Fukuoka-ken Oto-machi,,"6,653",,699,,***,,65,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,2,,1,,0,,"2,573",,***,,***,,***,,-,,***,,***,,104,
1980100000,1980,40609,Fukuoka-ken Aka-mura,,"3,853",,523,,***,,32,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,2,,1,,0,,"1,809",,***,,***,,***,,-,,***,,***,,38,
1980100000,1980,40610,Fukuoka-ken Fukuchi-machi,,"26,104",,"3,537",,***,,254,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,5,,3,,0,,"10,055",,***,,***,,***,,-,,***,,***,,223,
1980100000,1980,40621,Fukuoka-ken Kanda-machi,,"31,155",,"2,575",,***,,160,,***,,***,,***,,***,,***,,***,,***,,***,,***,,5,,7,,2,,1,,"13,627",,***,,***,,***,,-,,***,,***,,413,
1980100000,1980,40625,Fukuoka-ken Miyako-machi,,"26,073",,"3,467",,***,,226,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,13,,4,,1,,"11,569",,***,,***,,***,,-,,***,,***,,197,
1980100000,1980,40642,Fukuoka-ken Yoshitomi-machi,,"7,749",,877,,***,,57,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,1,,1,,0,,"3,590",,***,,***,,***,,-,,***,,***,,54,
1980100000,1980,40646,Fukuoka-ken Koge-machi,,"8,780",,"1,383",,***,,92,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,7,,-,,-,,"4,412",,***,,***,,***,,-,,***,,***,,38,
1980100000,1980,40647,Fukuoka-ken Chikujo-machi,,"25,699",,"3,190",,***,,193,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,12,,3,,2,,"12,000",,***,,***,,***,,-,,***,,***,,171,
1980100000,1980,41201,Saga-ken Saga-shi,,"236,029",,"24,780",,***,,"1,544",,***,,***,,***,,***,,***,,***,,***,,***,,***,,47,,36,,18,,12,,"108,594",,***,,***,,***,,217,,***,,***,,"2,526",
1980100000,1980,41202,Saga-ken Karatsu-shi,,"142,224",,"17,497",,***,,"1,336",,***,,***,,***,,***,,***,,***,,***,,***,,***,,9,,51,,27,,7,,"69,338",,***,,***,,***,,110,,***,,***,,"1,405",
1980100000,1980,41203,Saga-ken Tosu-shi,,"54,254",,"5,005",,***,,318,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,8,,4,,3,,"24,722",,***,,***,,***,,60,,***,,***,,461,
1980100000,1980,41204,Saga-ken Taku-shi,,"25,636",,"3,616",,***,,262,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,8,,4,,1,,"12,409",,***,,***,,***,,16,,***,,***,,81,
1980100000,1980,41205,Saga-ken Imari-shi,,"61,243",,"7,789",,***,,482,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,20,,9,,4,,"31,348",,***,,***,,***,,35,,***,,***,,366,
1980100000,1980,41206,Saga-ken Takeo-shi,,"53,156",,"6,846",,***,,473,,***,,***,,***,,***,,***,,***,,***,,***,,***,,5,,15,,5,,1,,"26,681",,***,,***,,***,,34,,***,,***,,315,
1980100000,1980,41207,Saga-ken Kashima-shi,,"35,006",,"4,245",,***,,284,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,11,,2,,2,,"17,634",,***,,***,,***,,22,,***,,***,,197,
1980100000,1980,41208,Saga-ken Ogi-shi,,"37,839",,"4,819",,***,,297,,***,,***,,***,,***,,***,,***,,***,,***,,***,,5,,9,,4,,2,,"18,506",,***,,***,,***,,21,,***,,***,,245,
1980100000,1980,41209,Saga-ken Ureshino-shi,,"32,759",,"4,220",,***,,277,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,12,,4,,2,,"16,411",,***,,***,,***,,17,,***,,***,,149,
1980100000,1980,41210,Saga-ken Kanzaki-shi,,"31,815",,"4,300",,***,,293,,***,,***,,***,,***,,***,,***,,***,,***,,***,,8,,9,,3,,2,,"16,083",,***,,***,,***,,20,,***,,***,,153,
1980100000,1980,41327,Saga-ken Yoshinogari-cho,,"14,506",,"1,394",,***,,97,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,3,,2,,0,,"7,127",,***,,***,,***,,5,,***,,***,,61,
1980100000,1980,41341,Saga-ken Kiyama-cho,,"11,501",,"1,215",,***,,94,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,1,,1,,0,,"5,675",,***,,***,,***,,3,,***,,***,,74,
1980100000,1980,41345,Saga-ken Kamimine-cho,,"6,682",,691,,***,,52,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,1,,1,,0,,"3,204",,***,,***,,***,,4,,***,,***,,27,
1980100000,1980,41346,Saga-ken Miyaki-cho,,"27,757",,"3,342",,***,,226,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,4,,3,,1,,"12,948",,***,,***,,***,,12,,***,,***,,119,
1980100000,1980,41387,Saga-ken Genkai-cho,,"7,463",,823,,***,,68,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,4,,2,,1,,"3,754",,***,,***,,***,,5,,***,,***,,47,
1980100000,1980,41401,Saga-ken Arita-cho,,"23,495",,"2,715",,***,,182,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,4,,2,,1,,"12,335",,***,,***,,***,,10,,***,,***,,99,
1980100000,1980,41423,Saga-ken Omachi-cho,,"9,776",,"1,564",,***,,91,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,1,,1,,1,,"4,472",,***,,***,,***,,5,,***,,***,,13,
1980100000,1980,41424,Saga-ken Kohoku-machi,,"9,732",,"1,322",,***,,108,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,1,,1,,0,,"4,854",,***,,***,,***,,2,,***,,***,,30,
1980100000,1980,41425,Saga-ken Shiroishi-cho,,"31,790",,"4,520",,***,,299,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,10,,3,,2,,"17,045",,***,,***,,***,,24,,***,,***,,79,
1980100000,1980,41441,Saga-ken Tara-cho,,"12,911",,"1,674",,***,,90,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,5,,2,,1,,"6,408",,***,,***,,***,,7,,***,,***,,41,
1980100000,1980,42201,Nagasaki-ken Nagasaki-shi,,"502,799",,"44,997",,***,,"3,114",,***,,***,,***,,***,,***,,***,,***,,***,,***,,65,,79,,45,,26,,"212,351",,***,,***,,***,,474,,***,,***,,"4,035",
1980100000,1980,42202,Nagasaki-ken Sasebo-shi,,"288,231",,"30,485",,***,,"2,218",,***,,***,,***,,***,,***,,***,,***,,***,,***,,40,,52,,27,,15,,"128,377",,***,,***,,***,,253,,***,,***,,"2,680",
1980100000,1980,42203,Nagasaki-ken Shimabara-shi,,"58,890",,"7,223",,***,,462,,***,,***,,***,,***,,***,,***,,***,,***,,***,,8,,11,,5,,5,,"27,464",,***,,***,,***,,36,,***,,***,,307,
1980100000,1980,42204,Nagasaki-ken Isahaya-shi,,"127,339",,"13,449",,***,,840,,***,,***,,***,,***,,***,,***,,***,,***,,***,,12,,27,,14,,7,,"57,615",,***,,***,,***,,109,,***,,***,,815,
1980100000,1980,42205,Nagasaki-ken Omura-shi,,"65,538",,"6,404",,***,,404,,***,,***,,***,,***,,***,,***,,***,,***,,***,,13,,14,,4,,4,,"30,352",,***,,***,,***,,54,,***,,***,,441,
1980100000,1980,42207,Nagasaki-ken Hirado-shi,,"50,849",,"6,593",,***,,478,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,28,,10,,4,,"23,404",,***,,***,,***,,22,,***,,***,,167,
1980100000,1980,42208,Nagasaki-ken Matsuura-shi,,"32,478",,"4,528",,***,,337,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,15,,7,,3,,"14,872",,***,,***,,***,,18,,***,,***,,146,
1980100000,1980,42209,Nagasaki-ken Tsushima-shi,,"50,810",,"5,437",,***,,436,,***,,***,,***,,***,,***,,***,,***,,***,,***,,6,,41,,29,,3,,"23,277",,***,,***,,***,,29,,***,,***,,238,
1980100000,1980,42210,Nagasaki-ken Iki-shi,,"41,035",,"5,549",,***,,417,,***,,***,,***,,***,,***,,***,,***,,***,,***,,9,,20,,10,,2,,"19,219",,***,,***,,***,,20,,***,,***,,133,
1980100000,1980,42211,Nagasaki-ken Goto-shi,,"60,947",,"8,166",,***,,572,,***,,***,,***,,***,,***,,***,,***,,***,,***,,6,,38,,17,,5,,"24,964",,***,,***,,***,,42,,***,,***,,240,
1980100000,1980,42212,Nagasaki-ken Saikai-shi,,"41,064",,"5,701",,***,,434,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,19,,9,,3,,"19,415",,***,,***,,***,,24,,***,,***,,137,
1980100000,1980,42213,Nagasaki-ken Unzen-shi,,"58,861",,"7,850",,***,,567,,***,,***,,***,,***,,***,,***,,***,,***,,***,,5,,22,,9,,3,,"28,383",,***,,***,,***,,43,,***,,***,,206,
1980100000,1980,42214,Nagasaki-ken Minamishimabara-shi,,"66,556",,"9,254",,***,,637,,***,,***,,***,,***,,***,,***,,***,,***,,***,,8,,39,,8,,3,,"29,761",,***,,***,,***,,38,,***,,***,,227,
1980100000,1980,42307,Nagasaki-ken Nagayo-cho,,"28,824",,"1,916",,***,,136,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,4,,1,,1,,"12,155",,***,,***,,***,,11,,***,,***,,73,
1980100000,1980,42308,Nagasaki-ken Togitsu-cho,,"20,377",,"1,418",,***,,95,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,3,,2,,1,,"8,445",,***,,***,,***,,13,,***,,***,,50,
1980100000,1980,42321,Nagasaki-ken Higashisonogi-cho,,"10,353",,"1,343",,***,,77,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,4,,2,,0,,"5,316",,***,,***,,***,,5,,***,,***,,34,
1980100000,1980,42322,Nagasaki-ken Kawatana-cho,,"14,479",,"1,622",,***,,96,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,3,,1,,1,,"6,922",,***,,***,,***,,10,,***,,***,,66,
1980100000,1980,42323,Nagasaki-ken Hasami-cho,,"15,498",,"1,544",,***,,93,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,5,,1,,1,,"8,515",,***,,***,,***,,8,,***,,***,,47,
1980100000,1980,42383,Nagasaki-ken Ojika-cho,,"5,684",,835,,***,,78,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,5,,4,,1,,"2,546",,***,,***,,***,,3,,***,,***,,5,
1980100000,1980,42391,Nagasaki-ken Saza-cho,,"11,812",,"1,384",,***,,90,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,2,,1,,1,,"5,314",,***,,***,,***,,5,,***,,***,,86,
1980100000,1980,42411,Nagasaki-ken Shinkamigoto-cho,,"38,140",,"4,055",,***,,305,,***,,***,,***,,***,,***,,***,,***,,***,,***,,10,,27,,15,,2,,"14,220",,***,,***,,***,,24,,***,,***,,155,
1980100000,1980,43100,Kumamoto-ken Kumamoto-shi,,"619,236",,"58,189",,***,,"3,630",,***,,***,,***,,***,,***,,***,,***,,***,,***,,62,,84,,42,,26,,"283,825",,***,,***,,***,,510,,***,,***,,"5,832",
1980100000,1980,43101,Kumamoto-ken Kumamoto-shi Chuuou-ku,,-,,-,,***,,-,,***,,***,,***,,***,,***,,***,,***,,***,,***,,-,,-,,-,,-,,-,,***,,***,,***,,-,,***,,***,,-,
1980100000,1980,43102,Kumamoto-ken Kumamoto-shi Higashi-ku,,-,,-,,***,,-,,***,,***,,***,,***,,***,,***,,***,,***,,***,,-,,-,,-,,-,,-,,***,,***,,***,,-,,***,,***,,-,
1980100000,1980,43103,Kumamoto-ken Kumamoto-shi Nishi-ku,,-,,-,,***,,-,,***,,***,,***,,***,,***,,***,,***,,***,,***,,-,,-,,-,,-,,-,,***,,***,,***,,-,,***,,***,,-,
1980100000,1980,43104,Kumamoto-ken Kumamoto-shi Minami-ku,,-,,-,,***,,-,,***,,***,,***,,***,,***,,***,,***,,***,,***,,-,,-,,-,,-,,-,,***,,***,,***,,-,,***,,***,,-,
1980100000,1980,43105,Kumamoto-ken Kumamoto-shi Kita-ku,,-,,-,,***,,-,,***,,***,,***,,***,,***,,***,,***,,***,,***,,-,,-,,-,,-,,-,,***,,***,,***,,-,,***,,***,,-,
1980100000,1980,43202,Kumamoto-ken Yatsushiro-shi,,"150,389",,"16,183",,***,,"1,073",,***,,***,,***,,***,,***,,***,,***,,***,,***,,14,,50,,16,,9,,"72,252",,***,,***,,***,,118,,***,,***,,"1,315",
1980100000,1980,43203,Kumamoto-ken Hitoyoshi-shi,,"42,236",,"4,809",,***,,321,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,10,,4,,2,,"20,491",,***,,***,,***,,37,,***,,***,,484,
1980100000,1980,43204,Kumamoto-ken Arao-shi,,"61,485",,"6,970",,***,,460,,***,,***,,***,,***,,***,,***,,***,,***,,***,,9,,12,,5,,2,,"25,553",,***,,***,,***,,47,,***,,***,,383,
1980100000,1980,43205,Kumamoto-ken Minamata-shi,,"37,150",,"4,890",,***,,309,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,14,,9,,2,,"16,841",,***,,***,,***,,30,,***,,***,,236,
1980100000,1980,43206,Kumamoto-ken Tamana-shi,,"72,324",,"9,143",,***,,589,,***,,***,,***,,***,,***,,***,,***,,***,,***,,6,,21,,6,,5,,"35,211",,***,,***,,***,,57,,***,,***,,388,
1980100000,1980,43208,Kumamoto-ken Yamaga-shi,,"62,839",,"9,358",,***,,609,,***,,***,,***,,***,,***,,***,,***,,***,,***,,5,,22,,6,,4,,"32,235",,***,,***,,***,,47,,***,,***,,673,
1980100000,1980,43210,Kumamoto-ken Kikuchi-shi,,"49,527",,"6,874",,***,,400,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,15,,6,,3,,"25,557",,***,,***,,***,,40,,***,,***,,199,
1980100000,1980,43211,Kumamoto-ken Uto-shi,,"32,954",,"4,011",,***,,261,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,6,,3,,1,,"15,712",,***,,***,,***,,21,,***,,***,,173,
1980100000,1980,43212,Kumamoto-ken Kamiamakusa-shi,,"40,682",,"5,792",,***,,377,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,18,,9,,2,,"17,634",,***,,***,,***,,26,,***,,***,,177,
1980100000,1980,43213,Kumamoto-ken Uki-shi,,"62,412",,"8,246",,***,,544,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,18,,6,,3,,"30,213",,***,,***,,***,,41,,***,,***,,278,
1980100000,1980,43214,Kumamoto-ken Aso-shi,,"34,004",,"4,477",,***,,282,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,17,,4,,2,,"17,010",,***,,***,,***,,17,,***,,***,,161,
1980100000,1980,43215,Kumamoto-ken Amakusa-shi,,"121,574",,"18,091",,***,,"1,209",,***,,***,,***,,***,,***,,***,,***,,***,,***,,12,,68,,28,,8,,"55,731",,***,,***,,***,,86,,***,,***,,528,
