YEAR Code,YEAR,AREA Code,AREA,/ITEMS,A1101_Total population (Both sexes)[person],Annotation,A1303_Total population (65 and over)[person],Annotation,A4101_Number of live births[person],Annotation,A4200_Number of deaths[person],Annotation,A5103_Number of in-migrants from other municipalities[person],Annotation,A5104_Number of out-migrants to other municipalities[person],Annotation,B1102_Total land area (Incl. the northern territories and Takeshima)[ha],Annotation,B1103_Inhabitable area[ha],Annotation,"C210710_Number of establishments (Electricity, gas, heat supply and water)[number of establishments]",Annotation,C210712_Number of establishments (Transport and postal activities)[number of establishments],Annotation,C210713_Number of establishments (Wholesale and retail trade)[number of establishments],Annotation,C3109_Area of abandoned cropland[ha],Annotation,D320303_Total welfare expenditure (Municipality)[thousand yen],Annotation,E1101_Number of kindergartens[number of kindergartens],Annotation,E2101_Number of elementary schools[number of schools],Annotation,E3101_Number of lower secondary schools[number of schools],Annotation,E4101_Number of upper secondary schools[number of schools],Annotation,F1102_(Population census) Number of employed persons[person],Annotation,"I1101_Life expectancy (0 years old, Male)[years]",Annotation,"I1102_Life expectancy (0 years old, Female)[years]",Annotation,I5101_Number of hospitals[number of hospitals],Annotation,I5102_Number of general clinics[number of clinics],Annotation,I5103_Number of dental clinics[number of clinics],Annotation,J2301_Number of welfare institutions for the aged (Questionnaire about details)[number of establishments],Annotation,K4201_Number of recognitions of criminal offenses[number of cases],Annotation
1980100000,1980,36402,Tokushima-ken Kitajima-cho,,"16,466",,"1,286",,***,,78,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,3,,1,,1,,"8,039",,***,,***,,***,,9,,***,,***,,135,
1980100000,1980,36403,Tokushima-ken Aizumi-cho,,"19,713",,"1,445",,***,,116,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,3,,1,,0,,"9,380",,***,,***,,***,,14,,***,,***,,239,
1980100000,1980,36404,Tokushima-ken Itano-cho,,"13,562",,"1,594",,***,,129,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,4,,1,,1,,"6,245",,***,,***,,***,,9,,***,,***,,102,
1980100000,1980,36405,Tokushima-ken Kamiita-cho,,"12,074",,"1,472",,***,,117,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,4,,1,,0,,"6,284",,***,,***,,***,,6,,***,,***,,88,
1980100000,1980,36468,Tokushima-ken Tsurugi-cho,,"18,857",,"2,995",,***,,228,,***,,***,,***,,***,,***,,***,,***,,***,,***,,20,,22,,4,,3,,"8,829",,***,,***,,***,,14,,***,,***,,217,
1980100000,1980,36489,Tokushima-ken Higashimiyoshi-cho,,"15,610",,"2,179",,***,,185,,***,,***,,***,,***,,***,,***,,***,,***,,***,,9,,11,,2,,0,,"8,346",,***,,***,,***,,11,,***,,***,,103,
1980100000,1980,37201,Kagawa-ken Takamatsu-shi,,"386,547",,"37,149",,***,,"2,333",,***,,***,,***,,***,,***,,***,,***,,***,,***,,62,,56,,24,,11,,"186,756",,***,,***,,***,,250,,***,,***,,-,
1980100000,1980,37202,Kagawa-ken Marugame-shi,,"94,849",,"11,375",,***,,667,,***,,***,,***,,***,,***,,***,,***,,***,,***,,15,,20,,9,,5,,"46,829",,***,,***,,***,,61,,***,,***,,-,
1980100000,1980,37203,Kagawa-ken Sakaide-shi,,"66,290",,"8,362",,***,,500,,***,,***,,***,,***,,***,,***,,***,,***,,***,,17,,17,,9,,4,,"32,184",,***,,***,,***,,58,,***,,***,,-,
1980100000,1980,37204,Kagawa-ken Zentsuji-shi,,"38,080",,"4,279",,***,,318,,***,,***,,***,,***,,***,,***,,***,,***,,***,,9,,8,,2,,3,,"18,559",,***,,***,,***,,31,,***,,***,,-,
1980100000,1980,37205,Kagawa-ken Kanonji-shi,,"68,435",,"9,210",,***,,569,,***,,***,,***,,***,,***,,***,,***,,***,,***,,16,,14,,5,,3,,"36,179",,***,,***,,***,,51,,***,,***,,-,
1980100000,1980,37206,Kagawa-ken Sanuki-shi,,"55,576",,"7,574",,***,,462,,***,,***,,***,,***,,***,,***,,***,,***,,***,,18,,17,,6,,4,,"28,676",,***,,***,,***,,25,,***,,***,,-,
1980100000,1980,37207,Kagawa-ken Higashikagawa-shi,,"43,110",,"5,280",,***,,356,,***,,***,,***,,***,,***,,***,,***,,***,,***,,10,,12,,4,,2,,"22,811",,***,,***,,***,,26,,***,,***,,-,
1980100000,1980,37208,Kagawa-ken Mitoyo-shi,,"77,939",,"11,735",,***,,716,,***,,***,,***,,***,,***,,***,,***,,***,,***,,25,,26,,8,,3,,"41,164",,***,,***,,***,,34,,***,,***,,-,
1980100000,1980,37322,Kagawa-ken Tonosho-cho,,"21,398",,"3,203",,***,,237,,***,,***,,***,,***,,***,,***,,***,,***,,***,,8,,8,,2,,1,,"10,638",,***,,***,,***,,14,,***,,***,,-,
1980100000,1980,37324,Kagawa-ken Shodoshima-cho,,"22,170",,"3,621",,***,,224,,***,,***,,***,,***,,***,,***,,***,,***,,***,,13,,7,,2,,1,,"10,760",,***,,***,,***,,11,,***,,***,,-,
1980100000,1980,37341,Kagawa-ken Miki-cho,,"24,989",,"3,206",,***,,182,,***,,***,,***,,***,,***,,***,,***,,***,,***,,10,,6,,3,,1,,"13,172",,***,,***,,***,,10,,***,,***,,-,
1980100000,1980,37364,Kagawa-ken Naoshima-cho,,"5,302",,602,,***,,28,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,1,,1,,0,,"2,476",,***,,***,,***,,1,,***,,***,,-,
1980100000,1980,37386,Kagawa-ken Utazu-cho,,"11,341",,"1,159",,***,,78,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,1,,1,,0,,"5,331",,***,,***,,***,,4,,***,,***,,-,
1980100000,1980,37387,Kagawa-ken Ayagawa-cho,,"24,017",,"3,511",,***,,236,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,10,,2,,1,,"12,898",,***,,***,,***,,12,,***,,***,,-,
1980100000,1980,37403,Kagawa-ken Kotohira-cho,,"13,807",,"2,115",,***,,118,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,3,,1,,1,,"6,875",,***,,***,,***,,10,,***,,***,,-,
1980100000,1980,37404,Kagawa-ken Tadotsu-cho,,"22,965",,"3,046",,***,,187,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,6,,3,,2,,"11,428",,***,,***,,***,,19,,***,,***,,-,
1980100000,1980,37406,Kagawa-ken Manno-cho,,"23,049",,"3,604",,***,,207,,***,,***,,***,,***,,***,,***,,***,,***,,***,,8,,10,,3,,0,,"12,636",,***,,***,,***,,8,,***,,***,,-,
1980100000,1980,38201,Ehime-ken Matsuyama-shi,,"442,147",,"39,471",,***,,"2,630",,***,,***,,***,,***,,***,,***,,***,,***,,***,,58,,56,,31,,16,,"197,887",,***,,***,,***,,326,,***,,***,,"8,952",
1980100000,1980,38202,Ehime-ken Imabari-shi,,"197,818",,"24,696",,***,,"1,549",,***,,***,,***,,***,,***,,***,,***,,***,,***,,22,,43,,20,,9,,"95,178",,***,,***,,***,,100,,***,,***,,"2,597",
1980100000,1980,38203,Ehime-ken Uwajima-shi,,"110,920",,"14,921",,***,,"1,056",,***,,***,,***,,***,,***,,***,,***,,***,,***,,16,,44,,7,,7,,"54,795",,***,,***,,***,,78,,***,,***,,"1,339",
1980100000,1980,38204,Ehime-ken Yawatahama-shi,,"55,757",,"7,089",,***,,474,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,19,,8,,3,,"27,041",,***,,***,,***,,49,,***,,***,,566,
1980100000,1980,38205,Ehime-ken Niihama-shi,,"132,736",,"13,108",,***,,829,,***,,***,,***,,***,,***,,***,,***,,***,,***,,15,,18,,11,,5,,"58,604",,***,,***,,***,,94,,***,,***,,"2,098",
1980100000,1980,38206,Ehime-ken Saijo-shi,,"112,961",,"14,288",,***,,893,,***,,***,,***,,***,,***,,***,,***,,***,,***,,18,,31,,11,,5,,"54,212",,***,,***,,***,,73,,***,,***,,"1,770",
1980100000,1980,38207,Ehime-ken Ozu-shi,,"57,014",,"8,088",,***,,521,,***,,***,,***,,***,,***,,***,,***,,***,,***,,11,,32,,12,,6,,"29,467",,***,,***,,***,,49,,***,,***,,408,
1980100000,1980,38210,Ehime-ken Iyo-shi,,"42,842",,"5,564",,***,,358,,***,,***,,***,,***,,***,,***,,***,,***,,***,,6,,12,,6,,2,,"21,965",,***,,***,,***,,16,,***,,***,,309,
1980100000,1980,38213,Ehime-ken Shikokuchuo-shi,,"95,168",,"10,956",,***,,680,,***,,***,,***,,***,,***,,***,,***,,***,,***,,15,,25,,7,,3,,"47,012",,***,,***,,***,,48,,***,,***,,"1,153",
1980100000,1980,38214,Ehime-ken Seiyo-shi,,"56,175",,"8,826",,***,,552,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,28,,8,,4,,"29,112",,***,,***,,***,,42,,***,,***,,318,
1980100000,1980,38215,Ehime-ken Toon-shi,,"29,276",,"3,292",,***,,206,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,7,,2,,1,,"14,250",,***,,***,,***,,12,,***,,***,,168,
1980100000,1980,38356,Ehime-ken Kamijima-cho,,"12,669",,"1,682",,***,,100,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,6,,5,,2,,"5,407",,***,,***,,***,,7,,***,,***,,83,
1980100000,1980,38386,Ehime-ken Kumakogen-cho,,"16,225",,"2,892",,***,,214,,***,,***,,***,,***,,***,,***,,***,,***,,***,,8,,19,,9,,1,,"8,995",,***,,***,,***,,14,,***,,***,,112,
1980100000,1980,38401,Ehime-ken Masaki-cho,,"27,568",,"2,811",,***,,138,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,3,,3,,0,,"12,570",,***,,***,,***,,9,,***,,***,,259,
1980100000,1980,38402,Ehime-ken Tobe-cho,,"17,958",,"1,829",,***,,107,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,6,,2,,1,,"8,811",,***,,***,,***,,5,,***,,***,,116,
1980100000,1980,38422,Ehime-ken Uchiko-cho,,"25,336",,"3,778",,***,,229,,***,,***,,***,,***,,***,,***,,***,,***,,***,,6,,15,,6,,2,,"13,745",,***,,***,,***,,18,,***,,***,,248,
1980100000,1980,38442,Ehime-ken Ikata-cho,,"18,753",,"3,229",,***,,227,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,19,,7,,1,,"9,173",,***,,***,,***,,19,,***,,***,,52,
1980100000,1980,38484,Ehime-ken Matsuno-cho,,"5,912",,992,,***,,64,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,3,,1,,0,,"3,093",,***,,***,,***,,5,,***,,***,,36,
1980100000,1980,38488,Ehime-ken Kihoku-cho,,"15,602",,"2,625",,***,,170,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,8,,2,,2,,"8,309",,***,,***,,***,,9,,***,,***,,71,
1980100000,1980,38506,Ehime-ken Ainan-cho,,"33,800",,"4,592",,***,,322,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,23,,13,,1,,"15,795",,***,,***,,***,,19,,***,,***,,236,
1980100000,1980,39201,Kochi-ken Kochi-shi,,"318,266",,"31,776",,***,,"2,221",,***,,***,,***,,***,,***,,***,,***,,***,,***,,20,,42,,23,,15,,"154,079",,***,,***,,***,,228,,***,,***,,"5,810",
1980100000,1980,39202,Kochi-ken Muroto-shi,,"26,086",,"3,250",,***,,257,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,11,,7,,3,,"10,795",,***,,***,,***,,16,,***,,***,,219,
1980100000,1980,39203,Kochi-ken Aki-shi,,"25,022",,"3,408",,***,,220,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,14,,6,,2,,"12,952",,***,,***,,***,,11,,***,,***,,227,
1980100000,1980,39204,Kochi-ken Nankoku-shi,,"44,866",,"5,877",,***,,400,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,13,,4,,2,,"23,123",,***,,***,,***,,27,,***,,***,,608,
1980100000,1980,39205,Kochi-ken Tosa-shi,,"31,677",,"4,424",,***,,277,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,10,,3,,2,,"16,298",,***,,***,,***,,15,,***,,***,,164,
1980100000,1980,39206,Kochi-ken Susaki-shi,,"31,852",,"4,048",,***,,290,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,11,,6,,3,,"16,131",,***,,***,,***,,12,,***,,***,,295,
1980100000,1980,39208,Kochi-ken Sukumo-shi,,"26,080",,"3,373",,***,,225,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,16,,9,,3,,"12,956",,***,,***,,***,,15,,***,,***,,220,
1980100000,1980,39209,Kochi-ken Tosashimizu-shi,,"24,252",,"3,654",,***,,248,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,20,,7,,1,,"10,738",,***,,***,,***,,15,,***,,***,,131,
1980100000,1980,39210,Kochi-ken Shimanto-shi,,"40,315",,"5,619",,***,,405,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,29,,12,,3,,"20,646",,***,,***,,***,,30,,***,,***,,471,
1980100000,1980,39211,Kochi-ken Konan-shi,,"28,493",,"4,444",,***,,276,,***,,***,,***,,***,,***,,***,,***,,***,,***,,3,,9,,4,,1,,"15,152",,***,,***,,***,,22,,***,,***,,227,
1980100000,1980,39212,Kochi-ken Kami-shi,,"33,878",,"5,762",,***,,391,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,14,,6,,2,,"18,507",,***,,***,,***,,18,,***,,***,,516,
1980100000,1980,39301,Kochi-ken Toyo-cho,,"4,943",,802,,***,,51,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,4,,2,,1,,"2,100",,***,,***,,***,,3,,***,,***,,30,
1980100000,1980,39302,Kochi-ken Nahari-cho,,"4,874",,830,,***,,69,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,3,,1,,0,,"2,178",,***,,***,,***,,5,,***,,***,,39,
1980100000,1980,39303,Kochi-ken Tano-cho,,"4,149",,644,,***,,37,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,1,,1,,1,,"2,141",,***,,***,,***,,4,,***,,***,,29,
1980100000,1980,39304,Kochi-ken Yasuda-cho,,"4,428",,704,,***,,47,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,3,,2,,0,,"2,420",,***,,***,,***,,4,,***,,***,,29,
1980100000,1980,39305,Kochi-ken Kitagawa-mura,,"1,907",,387,,***,,25,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,1,,1,,0,,"1,146",,***,,***,,***,,0,,***,,***,,5,
1980100000,1980,39306,Kochi-ken Umaji-mura,,"1,740",,235,,***,,18,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,2,,2,,0,,"1,061",,***,,***,,***,,2,,***,,***,,4,
1980100000,1980,39307,Kochi-ken Geisei-mura,,"4,653",,865,,***,,82,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,1,,1,,0,,"2,510",,***,,***,,***,,4,,***,,***,,37,
1980100000,1980,39341,Kochi-ken Motoyama-cho,,"6,011",,"1,028",,***,,50,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,3,,2,,1,,"3,073",,***,,***,,***,,2,,***,,***,,43,
1980100000,1980,39344,Kochi-ken Otoyo-cho,,"9,411",,"2,012",,***,,138,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,11,,4,,0,,"5,251",,***,,***,,***,,6,,***,,***,,43,
1980100000,1980,39363,Kochi-ken Tosa-cho,,"6,663",,"1,126",,***,,78,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,9,,6,,0,,"3,740",,***,,***,,***,,2,,***,,***,,57,
1980100000,1980,39364,Kochi-ken Okawa-mura,,906,,166,,***,,11,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,3,,1,,0,,510,,***,,***,,***,,2,,***,,***,,3,
1980100000,1980,39386,Kochi-ken Ino-cho,,"29,036",,"4,229",,***,,265,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,22,,10,,2,,"14,917",,***,,***,,***,,20,,***,,***,,220,
1980100000,1980,39387,Kochi-ken Niyodogawa-cho,,"11,672",,"2,476",,***,,155,,***,,***,,***,,***,,***,,***,,***,,***,,***,,4,,12,,5,,1,,"5,711",,***,,***,,***,,8,,***,,***,,45,
1980100000,1980,39401,Kochi-ken Nakatosa-cho,,"10,753",,"1,861",,***,,112,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,7,,4,,1,,"5,289",,***,,***,,***,,6,,***,,***,,50,
1980100000,1980,39402,Kochi-ken Sakawa-cho,,"16,114",,"2,432",,***,,158,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,4,,3,,1,,"8,148",,***,,***,,***,,8,,***,,***,,108,
1980100000,1980,39403,Kochi-ken Ochi-cho,,"9,052",,"1,581",,***,,100,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,6,,2,,0,,"4,745",,***,,***,,***,,3,,***,,***,,68,
1980100000,1980,39405,Kochi-ken Yusuhara-cho,,"5,750",,960,,***,,50,,***,,***,,***,,***,,***,,***,,***,,***,,***,,2,,8,,3,,1,,"2,993",,***,,***,,***,,3,,***,,***,,7,
1980100000,1980,39410,Kochi-ken Hidaka-mura,,"6,100",,886,,***,,64,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,2,,1,,0,,"3,146",,***,,***,,***,,3,,***,,***,,27,
1980100000,1980,39411,Kochi-ken Tsuno-cho,,"8,712",,"1,685",,***,,118,,***,,***,,***,,***,,***,,***,,***,,***,,***,,7,,8,,2,,0,,"4,310",,***,,***,,***,,7,,***,,***,,14,
1980100000,1980,39412,Kochi-ken Shimanto-cho,,"26,438",,"4,370",,***,,264,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,26,,9,,2,,"14,029",,***,,***,,***,,18,,***,,***,,243,
1980100000,1980,39424,Kochi-ken Otsuki-cho,,"8,865",,"1,382",,***,,100,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,13,,5,,1,,"4,069",,***,,***,,***,,8,,***,,***,,26,
1980100000,1980,39427,Kochi-ken Mihara-mura,,"2,195",,372,,***,,26,,***,,***,,***,,***,,***,,***,,***,,***,,***,,0,,1,,1,,0,,"1,242",,***,,***,,***,,1,,***,,***,,3,
1980100000,1980,39428,Kochi-ken Kuroshio-cho,,"16,116",,"2,448",,***,,207,,***,,***,,***,,***,,***,,***,,***,,***,,***,,1,,14,,2,,1,,"8,298",,***,,***,,***,,8,,***,,***,,71,
1980100000,1980,40100,Fukuoka-ken Kitakyushu-shi,,"1,065,078",,"92,691",,***,,"6,575",,***,,***,,***,,***,,***,,***,,***,,***,,***,,132,,137,,70,,40,,"454,512",,***,,***,,***,,-,,***,,***,,"16,720",
1980100000,1980,40101,Fukuoka-ken Kitakyushu-shi Moji-ku,,"142,222",,"15,127",,***,,"1,053",,***,,***,,***,,***,,***,,***,,***,,***,,***,,19,,21,,10,,7,,"62,709",,***,,***,,***,,-,,***,,***,,"2,278",
1980100000,1980,40103,Fukuoka-ken Kitakyushu-shi Wakamatsu-ku,,"87,166",,"9,143",,***,,597,,***,,***,,***,,***,,***,,***,,***,,***,,***,,10,,12,,6,,3,,"38,775",,***,,***,,***,,-,,***,,***,,"1,058",
1980100000,1980,40105,Fukuoka-ken Kitakyushu-shi Tobata-ku,,"80,797",,"7,553",,***,,568,,***,,***,,***,,***,,***,,***,,***,,***,,***,,10,,11,,8,,5,,"35,420",,***,,***,,***,,-,,***,,***,,"1,252",
1980100000,1980,40106,Fukuoka-ken Kitakyushu-shi Kokurakita-ku,,"217,204",,"18,028",,***,,"1,325",,***,,***,,***,,***,,***,,***,,***,,***,,***,,26,,23,,13,,8,,"95,344",,***,,***,,***,,-,,***,,***,,"5,499",
1980100000,1980,40107,Fukuoka-ken Kitakyushu-shi Kokuraminami-ku,,"181,740",,"11,591",,***,,873,,***,,***,,***,,***,,***,,***,,***,,***,,***,,22,,26,,10,,5,,"73,409",,***,,***,,***,,-,,***,,***,,"1,826",
1980100000,1980,40108,Fukuoka-ken Kitakyushu-shi Yahatahigashi-ku,,"107,880",,"12,543",,***,,876,,***,,***,,***,,***,,***,,***,,***,,***,,***,,18,,15,,8,,2,,"46,483",,***,,***,,***,,-,,***,,***,,"1,277",
1980100000,1980,40109,Fukuoka-ken Kitakyushu-shi Yahatanishi-ku,,"248,069",,"18,706",,***,,"1,283",,***,,***,,***,,***,,***,,***,,***,,***,,***,,27,,29,,15,,10,,"102,372",,***,,***,,***,,-,,***,,***,,"3,530",
1980100000,1980,40130,Fukuoka-ken Fukuoka-shi,,"1,088,588",,"74,785",,***,,"5,224",,***,,***,,***,,***,,***,,***,,***,,***,,***,,138,,125,,60,,36,,"488,825",,***,,***,,***,,-,,***,,***,,"17,197",
1980100000,1980,40131,Fukuoka-ken Fukuoka-shi Higashi-ku,,"197,197",,"13,337",,***,,922,,***,,***,,***,,***,,***,,***,,***,,***,,***,,23,,19,,10,,8,,"83,952",,***,,***,,***,,-,,***,,***,,"2,225",
1980100000,1980,40132,Fukuoka-ken Fukuoka-shi Hakata-ku,,"162,367",,"13,234",,***,,982,,***,,***,,***,,***,,***,,***,,***,,***,,***,,16,,21,,8,,4,,"82,614",,***,,***,,***,,-,,***,,***,,"4,557",
1980100000,1980,40133,Fukuoka-ken Fukuoka-shi Chuo-ku,,"123,614",,"10,552",,***,,671,,***,,***,,***,,***,,***,,***,,***,,***,,***,,19,,14,,5,,6,,"62,930",,***,,***,,***,,-,,***,,***,,"3,347",
1980100000,1980,40134,Fukuoka-ken Fukuoka-shi Minami-ku,,"211,485",,"13,403",,***,,894,,***,,***,,***,,***,,***,,***,,***,,***,,***,,27,,21,,12,,8,,"93,954",,***,,***,,***,,-,,***,,***,,"2,798",
1980100000,1980,40135,Fukuoka-ken Fukuoka-shi Nishi-ku,,"393,925",,"24,259",,***,,"1,755",,***,,***,,***,,***,,***,,***,,***,,***,,***,,53,,50,,25,,10,,"165,375",,***,,***,,***,,-,,***,,***,,"4,270",
